,Unnamed: 0,Event,Revenue,Offer ID
12989,130899,transaction,5.13,5off20
12990,130902,transaction,10.17,Bogo 5
12991,130903,transaction,16.29,Bogo 5
12992,130905,transaction,19.64,2off10
12993,130907,transaction,22.31,Bogo 10
12994,130908,transaction,19.79,3off7
12995,130913,transaction,17.87,Bogo 5
12996,130917,transaction,22.79,Bogo 5
12997,130919,transaction,9.06,Bogo 5
12998,130926,transaction,26.13,Bogo 10
12999,130937,transaction,28.61,2off10
13000,130938,transaction,12.22,Bogo 10
13001,130950,transaction,21.64,Bogo 10
13002,130951,transaction,20.2,2off10
13003,130952,transaction,23.47,2off10
13004,130953,transaction,16.79,5off20
13005,130959,transaction,26.94,Bogo 10
13006,130961,transaction,11.32,Bogo 10
13007,130962,transaction,14.89,Bogo 10
13008,130967,transaction,11.62,Bogo 10
13009,130968,transaction,18.59,2off10
13010,130971,transaction,13.77,Bogo 5
13011,130982,transaction,23.79,2off10
13012,130996,transaction,8.5,2off10
13013,130997,transaction,0.0,3off7
13014,131000,transaction,4.82,5off20
13015,131001,transaction,0.0,3off7
13016,131014,transaction,0.43,3off7
13017,131017,transaction,26.95,2off10
13018,131019,transaction,15.24,Bogo 10
13019,131022,transaction,22.61,3off7
13020,131026,transaction,24.03,Bogo 10
13021,131035,transaction,15.57,2off10
13022,131038,transaction,30.73,Bogo 5
13023,131046,transaction,16.37,Bogo 10
13024,131051,transaction,7.46,Bogo 5
13025,131069,transaction,32.37,2off10
13026,131070,transaction,3.2,2off10
13027,131077,transaction,23.8,2off10
13028,131084,transaction,16.49,Bogo 10
13029,131085,transaction,22.0,Bogo 10
13030,131088,transaction,18.56,Bogo 10
13031,131094,transaction,3.01,2off10
13032,131095,transaction,13.03,3off7
13033,131103,transaction,12.11,Bogo 10
13034,131106,transaction,17.5,Bogo 10
13035,131110,transaction,24.13,2off10
13036,131120,transaction,15.74,Bogo 5
13037,131132,transaction,8.67,Bogo 5
13038,131137,transaction,32.08,2off10
13039,131143,transaction,13.49,5off20
13040,131144,transaction,27.68,3off7
13041,131146,transaction,16.02,Bogo 5
13042,131164,transaction,18.96,Bogo 10
13043,131172,transaction,17.43,2off10
13044,131177,transaction,3.19,2off10
13045,131180,transaction,5.83,Bogo 5
13046,131182,transaction,18.09,2off10
13047,131183,transaction,0.0,2off10
13048,131184,transaction,9.21,2off10
13049,131191,transaction,14.94,5off20
13050,131203,transaction,16.9,Bogo 5
13051,131206,transaction,30.75,Bogo 5
13052,131208,transaction,17.99,5off20
13053,131210,transaction,15.07,2off10
13054,131215,transaction,11.03,2off10
13055,131226,transaction,35.33,Bogo 10
13056,131230,transaction,11.72,Bogo 5
13057,131238,transaction,41.09,2off10
13058,131244,transaction,18.31,Bogo 5
13059,131253,transaction,14.21,3off7
13060,131254,transaction,15.44,2off10
13061,131272,transaction,20.04,5off20
13062,131275,transaction,4.3,2off10
13063,131288,transaction,11.69,Bogo 10
13064,131291,transaction,13.16,Bogo 10
13065,131292,transaction,11.19,Bogo 10
13066,131297,transaction,21.93,3off7
13067,131300,transaction,28.98,Bogo 10
13068,131303,transaction,13.15,Bogo 10
13069,131311,transaction,3.56,3off7
13070,131320,transaction,19.24,Bogo 10
13071,131323,transaction,2.4,2off10
13072,131324,transaction,9.48,3off7
13073,131326,transaction,13.35,2off10
13074,131328,transaction,10.64,3off7
13075,131329,transaction,13.77,5off20
13076,131335,transaction,27.51,Bogo 5
13077,131340,transaction,18.27,3off7
13078,131343,transaction,25.59,Bogo 5
13079,131346,transaction,29.53,Bogo 5
13080,131353,transaction,22.94,5off20
13081,131354,transaction,0.0,Bogo 5
13082,131361,transaction,20.2,Bogo 10
13083,131364,transaction,8.7,Bogo 5
13084,131366,transaction,6.21,2off10
13085,131368,transaction,13.46,Bogo 10
13086,131376,transaction,27.83,3off7
13087,131381,transaction,10.13,3off7
13088,131389,transaction,17.73,Bogo 5
13089,131393,transaction,21.44,Bogo 5
13090,131403,transaction,24.2,3off7
13091,131417,transaction,5.95,Bogo 5
13092,131429,transaction,16.15,2off10
13093,131431,transaction,31.8,Bogo 10
13094,131439,transaction,16.89,Bogo 5
13095,131440,transaction,33.58,3off7
13096,131444,transaction,21.21,5off20
13097,131445,transaction,24.76,2off10
13098,131446,transaction,22.56,Bogo 5
13099,131460,transaction,10.8,2off10
13100,131470,transaction,11.97,Bogo 10
13101,131480,transaction,5.99,Bogo 5
13102,131481,transaction,12.94,2off10
13103,131484,transaction,13.01,2off10
13104,131485,transaction,7.48,Bogo 5
13105,131489,transaction,25.46,Bogo 10
13106,131490,transaction,37.76,2off10
13107,131493,transaction,8.26,Bogo 5
13108,131495,transaction,35.05,2off10
13109,131497,transaction,11.58,Bogo 10
13110,131499,transaction,16.29,Bogo 10
13111,131501,transaction,22.34,2off10
13112,131502,transaction,0.0,3off7
13113,131504,transaction,22.59,3off7
13114,131526,transaction,22.21,Bogo 5
13115,131532,transaction,9.73,Bogo 5
13116,131539,transaction,29.44,5off20
13117,131540,transaction,22.73,Bogo 10
13118,131550,transaction,11.27,2off10
13119,131553,transaction,16.69,3off7
13120,131556,transaction,21.0,5off20
13121,131562,transaction,27.17,Bogo 5
13122,131575,transaction,26.63,2off10
13123,131590,transaction,19.47,Bogo 10
13124,131601,transaction,10.13,2off10
13125,131618,transaction,27.64,Bogo 5
13126,131624,transaction,12.86,Bogo 10
13127,131628,transaction,18.33,2off10
13128,131637,transaction,23.53,2off10
13129,131641,transaction,12.8,Bogo 5
13130,131645,transaction,24.06,Bogo 10
13131,131655,transaction,14.82,Bogo 5
13132,131669,transaction,21.58,Bogo 5
13133,131673,transaction,15.39,Bogo 10
13134,131683,transaction,14.24,2off10
13135,131686,transaction,40.3,Bogo 10
13136,131696,transaction,10.67,Bogo 5
13137,131710,transaction,4.22,2off10
13138,131716,transaction,23.15,2off10
13139,131718,transaction,18.26,Bogo 5
13140,131721,transaction,16.82,Bogo 5
13141,131728,transaction,15.63,Bogo 10
13142,131729,transaction,14.05,2off10
13143,131730,transaction,5.95,Bogo 5
13144,131732,transaction,3.35,2off10
13145,131734,transaction,8.13,2off10
13146,131737,transaction,31.13,Bogo 5
13147,131738,transaction,15.1,2off10
13148,131744,transaction,22.12,Bogo 5
13149,131748,transaction,5.12,2off10
13150,131753,transaction,24.64,Bogo 10
13151,131758,transaction,7.85,Bogo 5
13152,131761,transaction,3.73,3off7
13153,131762,transaction,10.64,Bogo 10
13154,131768,transaction,9.38,3off7
13155,131770,transaction,15.44,2off10
13156,131778,transaction,12.97,Bogo 5
13157,131782,transaction,3.66,2off10
13158,131783,transaction,10.56,2off10
13159,131785,transaction,14.55,2off10
13160,131789,transaction,3.45,2off10
13161,131790,transaction,20.0,Bogo 5
13162,131794,transaction,16.0,Bogo 10
13163,131808,transaction,24.11,5off20
13164,131809,transaction,35.04,Bogo 10
13165,131814,transaction,21.17,3off7
13166,131826,transaction,22.34,Bogo 5
13167,131830,transaction,13.84,Bogo 10
13168,131844,transaction,34.57,2off10
13169,131846,transaction,6.55,3off7
13170,131847,transaction,18.44,Bogo 10
13171,131856,transaction,10.72,2off10
13172,131857,transaction,106.35,5off20
13173,131860,transaction,24.41,3off7
13174,131863,transaction,20.8,Bogo 10
13175,131865,transaction,18.5,2off10
13176,131869,transaction,19.99,Bogo 5
13177,131874,transaction,9.73,Bogo 5
13178,131875,transaction,10.9,Bogo 5
13179,131882,transaction,11.85,Bogo 10
13180,131886,transaction,11.37,Bogo 5
13181,131893,transaction,6.4,Bogo 5
13182,131894,transaction,36.77,Bogo 5
13183,131896,transaction,23.4,Bogo 10
13184,131898,transaction,24.17,3off7
13185,131902,transaction,27.27,5off20
13186,131916,transaction,26.35,5off20
13187,131921,transaction,29.16,5off20
13188,131922,transaction,5.1,Bogo 5
13189,131936,transaction,28.28,Bogo 10
13190,131940,transaction,20.95,2off10
13191,131944,transaction,12.78,Bogo 5
13192,131947,transaction,16.44,Bogo 10
13193,131959,transaction,17.1,Bogo 5
13194,131960,transaction,15.59,2off10
13195,131968,transaction,27.1,5off20
13196,131970,transaction,2.06,2off10
13197,131973,transaction,22.44,2off10
13198,131980,transaction,30.23,2off10
13199,131983,transaction,22.95,Bogo 10
13200,131986,transaction,32.06,2off10
13201,131990,transaction,17.48,Bogo 5
13202,131993,transaction,13.55,2off10
13203,131997,transaction,9.05,3off7
13204,132013,transaction,14.25,Bogo 10
13205,132014,transaction,28.92,Bogo 10
13206,132037,transaction,22.14,5off20
13207,132043,transaction,15.35,2off10
13208,132051,transaction,19.26,Bogo 5
13209,132059,transaction,8.17,Bogo 5
13210,132060,transaction,25.13,Bogo 5
13211,132064,transaction,26.2,Bogo 5
13212,132068,transaction,10.3,Bogo 5
13213,132075,transaction,2.01,2off10
13214,132103,transaction,9.99,Bogo 5
13215,132107,transaction,29.26,2off10
13216,132110,transaction,5.13,Bogo 5
13217,132116,transaction,14.45,Bogo 10
13218,132120,transaction,15.14,Bogo 10
13219,132122,transaction,34.95,2off10
13220,132131,transaction,26.03,5off20
13221,132132,transaction,0.0,Bogo 10
13222,132133,transaction,26.0,3off7
13223,132139,transaction,31.18,2off10
13224,132142,transaction,17.66,Bogo 5
13225,132144,transaction,25.88,2off10
13226,132148,transaction,7.77,Bogo 5
13227,132149,transaction,39.05,3off7
13228,132155,transaction,10.76,3off7
13229,132157,transaction,25.9,Bogo 5
13230,132171,transaction,22.08,2off10
13231,132176,transaction,13.18,Bogo 5
13232,132184,transaction,21.73,Bogo 5
13233,132185,transaction,7.78,Bogo 5
13234,132197,transaction,12.53,2off10
13235,132199,transaction,20.2,5off20
13236,132200,transaction,0.0,2off10
13237,132203,transaction,24.3,2off10
13238,132211,transaction,14.28,Bogo 5
13239,132219,transaction,20.89,Bogo 10
13240,132221,transaction,24.17,Bogo 5
13241,132228,transaction,13.44,Bogo 5
13242,132229,transaction,34.84,2off10
13243,132238,transaction,30.68,3off7
13244,132277,transaction,13.4,Bogo 5
13245,132280,transaction,7.17,2off10
13246,132281,transaction,0.0,3off7
13247,132282,transaction,12.19,5off20
13248,132283,transaction,17.87,2off10
13249,132288,transaction,3.84,2off10
13250,132293,transaction,11.35,3off7
13251,132294,transaction,10.21,2off10
13252,132297,transaction,16.91,Bogo 10
13253,132307,transaction,14.89,2off10
13254,132310,transaction,10.91,Bogo 10
13255,132327,transaction,5.09,Bogo 5
13256,132329,transaction,15.23,2off10
13257,132330,transaction,13.35,3off7
13258,132337,transaction,1.47,3off7
13259,132343,transaction,5.51,Bogo 5
13260,132370,transaction,7.16,3off7
13261,132380,transaction,2.15,2off10
13262,132388,transaction,2.8,2off10
13263,132395,transaction,22.39,5off20
13264,132397,transaction,15.4,Bogo 10
13265,132399,transaction,14.87,Bogo 5
13266,132410,transaction,18.78,Bogo 5
13267,132411,transaction,24.36,5off20
13268,132413,transaction,6.58,2off10
13269,132415,transaction,13.94,Bogo 5
13270,132416,transaction,15.15,Bogo 5
13271,132418,transaction,30.34,Bogo 10
13272,132419,transaction,6.27,2off10
13273,132420,transaction,25.08,Bogo 5
13274,132424,transaction,17.2,3off7
13275,132427,transaction,22.38,Bogo 5
13276,132439,transaction,19.02,Bogo 10
13277,132450,transaction,22.08,5off20
13278,132451,transaction,0.0,Bogo 10
13279,132455,transaction,20.96,5off20
13280,132470,transaction,24.5,Bogo 5
13281,132478,transaction,14.14,2off10
13282,132483,transaction,21.24,2off10
13283,132484,transaction,14.36,3off7
13284,132485,transaction,26.86,Bogo 5
13285,132491,transaction,19.91,3off7
13286,132511,transaction,4.98,2off10
13287,132517,transaction,3.13,3off7
13288,132520,transaction,605.65,Bogo 10
13289,132526,transaction,32.11,2off10
13290,132527,transaction,0.0,Bogo 5
13291,132531,transaction,24.8,Bogo 10
13292,132532,transaction,24.32,5off20
13293,132536,transaction,26.37,5off20
13294,132542,transaction,31.68,Bogo 10
13295,132544,transaction,21.04,3off7
13296,132551,transaction,33.08,3off7
13297,132554,transaction,13.96,3off7
13298,132561,transaction,24.51,3off7
13299,132562,transaction,28.3,Bogo 10
13300,132565,transaction,3.84,3off7
13301,132566,transaction,18.95,5off20
13302,132567,transaction,18.9,2off10
13303,132572,transaction,33.22,2off10
13304,132576,transaction,21.79,Bogo 10
13305,132591,transaction,21.47,3off7
13306,132593,transaction,16.85,2off10
13307,132595,transaction,20.82,Bogo 5
13308,132618,transaction,21.79,2off10
13309,132619,transaction,18.88,2off10
13310,132621,transaction,18.2,Bogo 5
13311,132624,transaction,26.76,Bogo 10
13312,132625,transaction,25.27,Bogo 5
13313,132629,transaction,22.64,Bogo 5
13314,132633,transaction,10.59,2off10
13315,132634,transaction,4.16,2off10
13316,132639,transaction,19.36,Bogo 5
13317,132647,transaction,15.85,2off10
13318,132654,transaction,19.75,Bogo 10
13319,132660,transaction,22.98,Bogo 10
13320,132688,transaction,24.48,Bogo 10
13321,132700,transaction,19.02,Bogo 10
13322,132701,transaction,4.02,2off10
13323,132702,transaction,22.04,2off10
13324,132707,transaction,27.7,5off20
13325,132723,transaction,26.65,5off20
13326,132733,transaction,24.59,3off7
13327,132735,transaction,22.85,Bogo 10
13328,132744,transaction,24.12,5off20
13329,132745,transaction,0.0,3off7
13330,132750,transaction,34.32,Bogo 10
13331,132753,transaction,25.41,5off20
13332,132758,transaction,20.4,3off7
13333,132760,transaction,42.5,Bogo 10
13334,132771,transaction,12.93,2off10
13335,132778,transaction,2.21,2off10
13336,132786,transaction,24.82,5off20
13337,132795,transaction,29.44,2off10
13338,132798,transaction,17.55,2off10
13339,132810,transaction,2.22,2off10
13340,132812,transaction,21.67,2off10
13341,132813,transaction,58.88,2off10
13342,132815,transaction,4.2,3off7
13343,132817,transaction,21.83,5off20
13344,132818,transaction,0.0,2off10
13345,132827,transaction,24.99,Bogo 10
13346,132832,transaction,29.51,Bogo 5
13347,132836,transaction,4.57,3off7
13348,132841,transaction,11.17,2off10
13349,132845,transaction,11.13,5off20
13350,132846,transaction,0.0,Bogo 5
13351,132858,transaction,5.69,5off20
13352,132871,transaction,29.98,Bogo 10
13353,132874,transaction,8.51,3off7
13354,132883,transaction,49.92,3off7
13355,132901,transaction,18.25,2off10
13356,132913,transaction,11.21,Bogo 5
13357,132914,transaction,6.24,Bogo 5
13358,132915,transaction,18.12,Bogo 5
13359,132923,transaction,19.25,Bogo 5
13360,132926,transaction,7.32,2off10
13361,132949,transaction,26.15,Bogo 10
13362,132952,transaction,6.26,2off10
13363,132959,transaction,12.58,Bogo 5
13364,132963,transaction,28.02,3off7
13365,132976,transaction,7.18,Bogo 5
13366,132978,transaction,36.25,Bogo 5
13367,132986,transaction,14.09,5off20
13368,132987,transaction,29.96,2off10
13369,132990,transaction,15.65,5off20
13370,132997,transaction,12.15,3off7
13371,133003,transaction,4.91,3off7
13372,133004,transaction,20.9,5off20
13373,133006,transaction,27.77,2off10
13374,133011,transaction,13.61,5off20
13375,133014,transaction,10.94,2off10
13376,133022,transaction,40.11,5off20
13377,133023,transaction,0.0,5off20
13378,133036,transaction,24.63,3off7
13379,133039,transaction,23.91,5off20
13380,133040,transaction,4.91,2off10
13381,133046,transaction,24.18,Bogo 10
13382,133047,transaction,37.05,Bogo 5
13383,133048,transaction,31.2,2off10
13384,133064,transaction,5.64,5off20
13385,133065,transaction,0.0,2off10
13386,133073,transaction,24.53,Bogo 5
13387,133081,transaction,29.38,Bogo 5
13388,133088,transaction,29.15,5off20
13389,133090,transaction,8.54,Bogo 5
13390,133094,transaction,32.6,Bogo 5
13391,133108,transaction,22.6,2off10
13392,133110,transaction,17.39,Bogo 5
13393,133111,transaction,363.31,Bogo 10
13394,133121,transaction,17.2,Bogo 10
13395,133127,transaction,16.75,2off10
13396,133134,transaction,12.27,2off10
13397,133140,transaction,22.75,3off7
13398,133143,transaction,84.63,Bogo 5
13399,133155,transaction,14.78,2off10
13400,133157,transaction,29.82,2off10
13401,133180,transaction,10.97,Bogo 10
13402,133181,transaction,42.08,Bogo 10
13403,133194,transaction,28.55,2off10
13404,133195,transaction,18.07,Bogo 10
13405,133199,transaction,14.76,Bogo 10
13406,133202,transaction,14.25,Bogo 10
13407,133213,transaction,13.99,2off10
13408,133218,transaction,19.6,Bogo 10
13409,133223,transaction,20.0,Bogo 10
13410,133226,transaction,25.24,5off20
13411,133227,transaction,13.29,Bogo 5
13412,133230,transaction,7.39,Bogo 5
13413,133232,transaction,27.67,2off10
13414,133234,transaction,13.16,Bogo 10
13415,133242,transaction,40.36,2off10
13416,133245,transaction,15.98,3off7
13417,133247,transaction,23.51,Bogo 10
13418,133250,transaction,26.27,Bogo 5
13419,133260,transaction,15.14,2off10
13420,133279,transaction,22.07,5off20
13421,133285,transaction,15.1,Bogo 5
13422,133289,transaction,34.13,2off10
13423,133294,transaction,23.23,Bogo 5
13424,133296,transaction,13.61,Bogo 10
13425,133312,transaction,23.97,Bogo 5
13426,133321,transaction,10.26,2off10
13427,133324,transaction,15.82,5off20
13428,133336,transaction,5.58,Bogo 5
13429,133338,transaction,23.7,2off10
13430,133353,transaction,15.86,2off10
13431,133361,transaction,20.02,Bogo 10
13432,133362,transaction,22.47,2off10
13433,133365,transaction,11.52,Bogo 5
13434,133369,transaction,15.82,Bogo 5
13435,133370,transaction,5.43,3off7
13436,133376,transaction,1.79,3off7
13437,133377,transaction,9.89,2off10
13438,133386,transaction,17.03,Bogo 10
13439,133389,transaction,25.49,Bogo 10
13440,133398,transaction,5.03,Bogo 5
13441,133403,transaction,31.27,Bogo 10
13442,133413,transaction,5.9,Bogo 5
13443,133416,transaction,13.27,2off10
13444,133418,transaction,5.67,2off10
13445,133423,transaction,6.49,Bogo 5
13446,133426,transaction,15.72,Bogo 10
13447,133448,transaction,9.68,Bogo 5
13448,133450,transaction,15.39,3off7
13449,133453,transaction,17.2,3off7
13450,133458,transaction,14.14,Bogo 5
13451,133460,transaction,12.49,2off10
13452,133464,transaction,8.79,3off7
13453,133465,transaction,20.23,Bogo 10
13454,133467,transaction,25.21,Bogo 10
13455,133469,transaction,11.25,Bogo 10
13456,133470,transaction,24.25,2off10
13457,133481,transaction,24.12,Bogo 5
13458,133487,transaction,9.73,3off7
13459,133495,transaction,8.57,3off7
13460,133501,transaction,37.52,Bogo 10
13461,133504,transaction,13.67,2off10
13462,133512,transaction,9.4,5off20
13463,133513,transaction,14.29,Bogo 5
13464,133515,transaction,10.07,3off7
13465,133517,transaction,36.29,2off10
13466,133523,transaction,13.82,Bogo 10
13467,133527,transaction,6.75,2off10
13468,133529,transaction,10.58,5off20
13469,133536,transaction,14.66,5off20
13470,133539,transaction,34.32,Bogo 5
13471,133545,transaction,32.6,2off10
13472,133563,transaction,13.31,2off10
13473,133564,transaction,0.0,Bogo 10
13474,133568,transaction,16.72,3off7
13475,133578,transaction,29.2,3off7
13476,133585,transaction,18.57,2off10
13477,133591,transaction,0.78,3off7
13478,133603,transaction,16.93,Bogo 5
13479,133604,transaction,23.73,Bogo 5
13480,133608,transaction,4.75,2off10
13481,133611,transaction,21.55,Bogo 5
13482,133619,transaction,11.67,2off10
13483,133623,transaction,18.3,Bogo 5
13484,133633,transaction,14.53,Bogo 10
13485,133638,transaction,22.32,5off20
13486,133647,transaction,19.12,Bogo 5
13487,133651,transaction,1.08,3off7
13488,133652,transaction,10.64,Bogo 10
13489,133653,transaction,27.5,2off10
13490,133655,transaction,18.26,Bogo 5
13491,133664,transaction,15.58,3off7
13492,133666,transaction,16.81,2off10
13493,133669,transaction,21.74,Bogo 5
13494,133673,transaction,5.21,3off7
13495,133684,transaction,10.29,5off20
13496,133700,transaction,21.31,5off20
13497,133701,transaction,25.9,Bogo 10
13498,133703,transaction,14.81,Bogo 10
13499,133716,transaction,11.68,Bogo 10
13500,133723,transaction,21.79,Bogo 5
13501,133726,transaction,1.72,3off7
13502,133735,transaction,29.14,Bogo 5
13503,133737,transaction,9.99,Bogo 5
13504,133742,transaction,20.17,2off10
13505,133751,transaction,32.65,5off20
13506,133753,transaction,13.45,2off10
13507,133762,transaction,24.26,Bogo 10
13508,133764,transaction,31.27,Bogo 10
13509,133788,transaction,14.51,2off10
13510,133790,transaction,20.7,2off10
13511,133796,transaction,10.21,Bogo 10
13512,133797,transaction,5.53,Bogo 5
13513,133801,transaction,11.93,Bogo 5
13514,133804,transaction,19.77,2off10
13515,133810,transaction,26.19,Bogo 10
13516,133819,transaction,14.67,Bogo 10
13517,133821,transaction,14.68,Bogo 5
13518,133823,transaction,14.51,Bogo 5
13519,133829,transaction,6.56,Bogo 5
13520,133833,transaction,14.24,3off7
13521,133844,transaction,23.0,2off10
13522,133847,transaction,29.66,3off7
13523,133849,transaction,15.51,Bogo 10
13524,133860,transaction,15.97,Bogo 5
13525,133864,transaction,16.39,5off20
13526,133869,transaction,11.72,Bogo 10
13527,133877,transaction,20.29,5off20
13528,133880,transaction,10.32,3off7
13529,133886,transaction,12.16,2off10
13530,133891,transaction,25.41,Bogo 10
13531,133892,transaction,19.17,Bogo 10
13532,133899,transaction,13.97,Bogo 10
13533,133902,transaction,10.31,2off10
13534,133908,transaction,6.68,Bogo 5
13535,133915,transaction,11.74,Bogo 10
13536,133919,transaction,16.04,Bogo 10
13537,133926,transaction,13.93,2off10
13538,133933,transaction,31.73,Bogo 10
13539,133942,transaction,15.23,Bogo 5
13540,133951,transaction,26.48,5off20
13541,133954,transaction,14.38,3off7
13542,133957,transaction,3.81,3off7
13543,133968,transaction,24.29,5off20
13544,133970,transaction,8.18,Bogo 5
13545,133971,transaction,17.43,Bogo 10
13546,133981,transaction,30.94,5off20
13547,133985,transaction,61.62,3off7
13548,133987,transaction,17.9,Bogo 5
13549,133994,transaction,26.96,3off7
13550,134005,transaction,32.61,2off10
13551,134016,transaction,12.38,2off10
13552,134023,transaction,14.88,2off10
13553,134030,transaction,14.9,Bogo 10
13554,134032,transaction,29.7,Bogo 5
13555,134046,transaction,16.67,2off10
13556,134053,transaction,10.54,Bogo 10
13557,134057,transaction,1.4,3off7
13558,134073,transaction,10.07,Bogo 5
13559,134078,transaction,21.47,Bogo 5
13560,134079,transaction,17.93,5off20
13561,134080,transaction,0.0,3off7
13562,134081,transaction,12.0,Bogo 10
13563,134087,transaction,18.47,5off20
13564,134088,transaction,16.92,5off20
13565,134091,transaction,12.68,2off10
13566,134110,transaction,8.98,5off20
13567,134114,transaction,11.4,Bogo 10
13568,134126,transaction,29.91,Bogo 10
13569,134129,transaction,3.58,2off10
13570,134130,transaction,16.96,Bogo 10
13571,134133,transaction,8.52,5off20
13572,134141,transaction,9.46,2off10
13573,134155,transaction,5.48,2off10
13574,134156,transaction,0.0,Bogo 5
13575,134166,transaction,14.54,Bogo 5
13576,134168,transaction,18.13,Bogo 5
13577,134169,transaction,21.0,Bogo 10
13578,134173,transaction,20.77,Bogo 5
13579,134182,transaction,20.9,2off10
13580,134184,transaction,32.37,Bogo 10
13581,134187,transaction,7.43,Bogo 5
13582,134194,transaction,16.61,5off20
13583,134202,transaction,20.53,Bogo 5
13584,134206,transaction,9.51,5off20
13585,134214,transaction,11.16,2off10
13586,134218,transaction,14.21,5off20
13587,134224,transaction,2.16,2off10
13588,134226,transaction,11.79,2off10
13589,134237,transaction,14.42,3off7
13590,134240,transaction,47.14,3off7
13591,134250,transaction,15.27,Bogo 5
13592,134252,transaction,15.44,Bogo 10
13593,134255,transaction,24.23,3off7
13594,134256,transaction,5.93,Bogo 5
13595,134258,transaction,7.88,Bogo 5
13596,134265,transaction,38.2,Bogo 5
13597,134271,transaction,16.37,Bogo 10
13598,134276,transaction,21.36,Bogo 10
13599,134282,transaction,22.61,Bogo 5
13600,134286,transaction,26.86,2off10
13601,134293,transaction,32.65,2off10
13602,134307,transaction,13.82,2off10
13603,134308,transaction,2.72,2off10
13604,134313,transaction,1.5,3off7
13605,134320,transaction,14.69,5off20
13606,134326,transaction,24.84,5off20
13607,134328,transaction,24.38,5off20
13608,134334,transaction,5.6,Bogo 5
13609,134355,transaction,5.64,3off7
13610,134361,transaction,25.2,2off10
13611,134373,transaction,14.34,Bogo 5
13612,134392,transaction,22.83,2off10
13613,134402,transaction,15.79,Bogo 10
13614,134405,transaction,19.08,Bogo 5
13615,134407,transaction,24.54,Bogo 10
13616,134409,transaction,19.22,2off10
13617,134430,transaction,3.35,3off7
13618,134432,transaction,25.61,5off20
13619,134443,transaction,35.13,Bogo 5
13620,134444,transaction,1.63,2off10
13621,134447,transaction,18.53,2off10
13622,134449,transaction,13.97,3off7
13623,134458,transaction,10.61,Bogo 10
13624,134462,transaction,10.87,Bogo 10
13625,134466,transaction,7.51,3off7
13626,134469,transaction,16.78,Bogo 5
13627,134474,transaction,30.29,3off7
13628,134483,transaction,16.81,Bogo 10
13629,134488,transaction,4.39,2off10
13630,134491,transaction,5.93,2off10
13631,134509,transaction,19.97,Bogo 5
13632,134518,transaction,16.86,2off10
13633,134519,transaction,0.89,2off10
13634,134520,transaction,30.09,2off10
13635,134521,transaction,16.78,3off7
13636,134525,transaction,6.22,Bogo 5
13637,134533,transaction,17.52,Bogo 10
13638,134535,transaction,5.94,3off7
13639,134538,transaction,14.43,Bogo 10
13640,134546,transaction,17.81,2off10
13641,134549,transaction,5.44,2off10
13642,134552,transaction,24.1,2off10
13643,134559,transaction,9.32,2off10
13644,134565,transaction,27.33,Bogo 10
13645,134587,transaction,5.81,2off10
13646,134591,transaction,20.71,2off10
13647,134618,transaction,13.28,2off10
13648,134619,transaction,0.0,Bogo 5
13649,134622,transaction,13.43,Bogo 10
13650,134623,transaction,3.18,2off10
13651,134634,transaction,26.28,Bogo 10
13652,134637,transaction,16.12,3off7
13653,134640,transaction,15.83,Bogo 5
13654,134641,transaction,8.79,Bogo 5
13655,134647,transaction,23.94,Bogo 5
13656,134662,transaction,11.58,Bogo 5
13657,134673,transaction,40.35,Bogo 10
13658,134679,transaction,6.64,Bogo 5
13659,134684,transaction,12.48,Bogo 5
13660,134688,transaction,26.78,2off10
13661,134689,transaction,9.64,5off20
13662,134697,transaction,11.51,2off10
13663,134708,transaction,17.81,3off7
13664,134715,transaction,5.97,Bogo 5
13665,134717,transaction,25.11,Bogo 10
13666,134728,transaction,26.02,Bogo 5
13667,134745,transaction,7.3,Bogo 5
13668,134751,transaction,5.13,Bogo 5
13669,134759,transaction,1.34,3off7
13670,134773,transaction,15.0,5off20
13671,134789,transaction,2.83,2off10
13672,134791,transaction,21.28,5off20
13673,134797,transaction,16.36,5off20
13674,134800,transaction,14.1,Bogo 5
13675,134802,transaction,34.54,2off10
13676,134810,transaction,13.95,2off10
13677,134816,transaction,5.47,3off7
13678,134833,transaction,15.06,3off7
13679,134842,transaction,15.32,Bogo 10
13680,134843,transaction,34.47,3off7
13681,134846,transaction,10.77,2off10
13682,134862,transaction,14.1,5off20
13683,134870,transaction,40.72,Bogo 10
13684,134874,transaction,11.3,Bogo 10
13685,134878,transaction,14.98,2off10
13686,134886,transaction,23.73,Bogo 5
13687,134887,transaction,5.94,Bogo 5
13688,134891,transaction,9.18,3off7
13689,134895,transaction,14.41,Bogo 10
13690,134917,transaction,28.43,Bogo 10
13691,134934,transaction,23.97,Bogo 5
13692,134935,transaction,5.73,2off10
13693,134938,transaction,11.21,2off10
13694,134942,transaction,21.63,2off10
13695,134952,transaction,26.65,Bogo 5
13696,134953,transaction,3.1,2off10
13697,134964,transaction,30.19,5off20
13698,134965,transaction,20.98,2off10
13699,134972,transaction,26.95,2off10
13700,134973,transaction,20.33,Bogo 5
13701,134980,transaction,5.37,Bogo 5
13702,134983,transaction,17.87,2off10
13703,134996,transaction,13.2,Bogo 5
13704,134998,transaction,22.05,5off20
13705,135012,transaction,16.21,Bogo 10
13706,135020,transaction,2.23,2off10
13707,135022,transaction,16.19,2off10
13708,135023,transaction,19.17,5off20
13709,135039,transaction,13.63,2off10
