YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,SEX,AGE,EDUC,EDUCD,DEGFIELD,DEGFIELDD,INCTOT,INCLOG10,EDU
2019,201901,1413819,2.019E+12,101,2.01901E+12,4100555,1,4,92,0,24,6,64,0,0,45600,4.658964843,12
2019,201901,48108,2.019E+12,254,2.019E+12,12404,1,2,382,0,30,6,64,0,0,48300,4.683947131,12
2019,201901,1162250,2.019E+12,96,2.01901E+12,250447,1,2,73,0,81,4,40,0,0,16500,4.217483944,10
2019,201901,153282,2.019E+12,40,2.019E+12,851006,1,1,39,0,78,7,71,0,0,21800,4.338456494,13
2019,201901,170108,2.019E+12,74,2.019E+12,770106,1,4,121,1,23,8,81,0,0,24500,4.389166084,14
2019,201901,1078067,2.019E+12,100,2.01901E+12,330442,1,2,125,0,53,11,114,24,2400,85000,4.929418926,17
2019,201901,770953,2.019E+12,138,2.01901E+12,30031,1,2,43,0,65,7,71,0,0,28000,4.447158031,13
2019,201901,1384254,2.019E+12,69,2.01901E+12,1170653,1,4,88,1,59,8,81,0,0,36100,4.557507202,14
2019,201901,508499,2.019E+12,339,2.01901E+12,280018,1,4,96,1,19,6,65,0,0,24000,4.380211242,12
2019,201901,786789,2.019E+12,181,2.01901E+12,10033,1,1,181,0,23,6,63,0,0,13200,4.120573931,12
2019,201901,964874,2.019E+12,288,2.01901E+12,310237,1,2,530,0,23,7,71,0,0,48000,4.681241237,13
2019,201901,221863,2.019E+12,171,2.019E+12,650306,1,1,171,0,57,7,71,0,0,65000,4.812913357,13
2019,201901,1018852,2.019E+12,402,2.01901E+12,420039,1,2,333,1,25,6,63,0,0,22000,4.342422681,12
2019,201901,1299722,2.019E+12,94,2.01901E+12,530448,1,1,94,0,61,7,71,0,0,45000,4.653212514,13
2019,201901,1249841,2.019E+12,189,2.01901E+12,230348,1,1,189,0,69,11,114,24,2414,33750,4.528273777,17
2019,201901,1023868,2.019E+12,21,2.01901E+12,360039,1,1,21,1,59,6,65,0,0,33300,4.522444234,12
2019,201901,1392562,2.019E+12,70,2.01901E+12,40054,1,1,71,1,76,8,81,0,0,18100,4.257678575,14
2019,201901,411727,2.019E+12,10,2.019E+12,10015,1,1,10,1,53,8,81,0,0,30000,4.477121255,14
2019,201901,1105741,2.019E+12,58,2.01901E+12,80342,1,1,58,0,87,6,63,0,0,23400,4.369215857,12
2019,201901,788680,2.019E+12,43,2.01901E+12,50033,1,1,43,1,53,6,63,0,0,41000,4.612783857,12
2019,201901,414785,2.019E+12,35,2.019E+12,10015,1,4,60,0,17,4,40,0,0,4200,3.62324929,10
2019,201901,1402224,2.019E+12,81,2.01901E+12,4010155,1,1,81,0,31,11,114,23,2399,43000,4.633468456,17
2019,201901,523407,2.019E+12,107,2.01901E+12,50019,1,1,108,1,70,10,101,61,6105,60000,4.77815125,16
2019,201901,1400089,2.01901E+12,46,2.01901E+12,2000055,4,1,46,1,19,7,71,0,0,2000,3.301029996,13
2019,201901,377237,2.019E+12,61,2.019E+12,300213,1,1,61,1,69,10,101,62,6200,48930,4.689575216,16
2019,201901,37125,2.019E+12,53,2.019E+12,11004,1,2,73,1,51,11,115,64,6402,389000,5.589949601,17
2019,201901,153737,2.019E+12,55,2.019E+12,730906,1,2,69,1,33,10,101,19,1901,181000,5.257678575,16
2019,201901,336384,2.019E+12,48,2.019E+12,310212,1,1,48,1,44,6,65,0,0,29500,4.469822016,12
2019,201901,495390,2.019E+12,72,2.019E+12,230418,1,2,100,1,59,8,81,0,0,12000,4.079181246,14
2019,201901,1400971,2.019E+12,16,2.01901E+12,160155,1,1,16,1,38,11,114,23,2306,70000,4.84509804,17
2019,201901,901195,2.019E+12,52,2.01901E+12,330936,1,2,60,1,37,10,101,19,1901,169000,5.227886705,16
2019,201901,331484,2.019E+12,78,2.019E+12,150012,1,3,200,0,55,6,63,0,0,8000,3.903089987,12
2019,201901,210188,2.019E+12,78,2.019E+12,376206,1,1,79,1,70,7,71,0,0,100400,5.001733713,13
2019,201901,1203840,2.019E+12,89,2.01901E+12,461648,1,2,82,1,58,8,81,0,0,56000,4.748188027,14
2019,201901,198824,2.019E+12,38,2.019E+12,851206,1,1,39,1,56,10,101,55,5500,76000,4.880813592,16
2019,201901,102366,2.019E+12,60,2.019E+12,374806,1,1,60,1,60,11,114,52,5200,85000,4.929418926,17
2019,201901,295830,2.019E+12,31,2.019E+12,630012,1,2,39,1,53,8,81,0,0,55000,4.740362689,14
2019,201901,1115761,2.019E+12,134,2.01901E+12,310642,1,1,134,0,61,11,115,64,6402,120000,5.079181246,17
2019,201901,788063,2.019E+12,110,2.01901E+12,90033,1,1,110,0,42,6,63,0,0,82000,4.913813852,12
2019,201901,311523,2.019E+12,64,2.019E+12,1130012,1,2,52,0,69,7,71,0,0,48300,4.683947131,13
2019,201901,980894,2.019E+12,42,2.01901E+12,80139,1,1,42,0,66,6,63,0,0,18200,4.260071388,12
2019,201901,1388212,2.019E+12,99,2.01901E+12,1170653,1,1,98,0,44,10,101,36,3600,22000,4.342422681,16
2019,201901,1009551,2.019E+12,99,2.01901E+12,410939,1,1,99,1,75,6,63,0,0,18000,4.255272505,12
2019,201901,582864,2.019E+12,43,2.01901E+12,50023,1,2,41,1,70,6,65,0,0,7300,3.86332286,12
2019,201901,8452,2.019E+12,22,2.019E+12,220001,1,1,21,0,41,10,101,62,6206,65000,4.812913357,16
2019,201901,1277754,2.019E+12,16,2.01901E+12,340048,1,2,13,1,75,10,101,23,2399,70900,4.850646235,16
2019,201901,442658,2.019E+12,89,2.019E+12,130017,1,1,89,1,94,6,63,0,0,70000,4.84509804,12
2019,201901,1339692,2.019E+12,40,2.01901E+12,5104051,1,1,40,0,61,6,63,0,0,29200,4.465382851,12
2019,201901,773610,2.019E+12,360,2.01901E+12,41132,1,1,360,1,83,6,63,0,0,29200,4.465382851,12
2019,201901,420708,2.019E+12,85,2.019E+12,130016,1,2,96,1,40,7,71,0,0,1800,3.255272505,13
2019,201901,341700,2.019E+12,15,2.019E+12,690312,1,1,15,1,72,8,81,0,0,112950,5.052886235,14
2019,201901,582921,2.019E+12,56,2.01901E+12,10023,1,2,53,0,16,5,50,0,0,9400,3.973127854,11
2019,201901,913236,2.019E+12,67,2.01901E+12,390236,1,1,67,0,69,6,63,0,0,68000,4.832508913,12
2019,201901,629358,2.019E+12,111,2.01901E+12,30025,1,1,111,1,30,6,65,0,0,9400,3.973127854,12
2019,201901,329973,2.019E+12,144,2.019E+12,310212,1,1,145,1,30,10,101,53,5301,55000,4.740362689,16
2019,201901,1390284,2.01901E+12,80,2.01901E+12,100054,3,1,80,1,86,6,63,0,0,8600,3.934498451,12
2019,201901,786463,2.019E+12,105,2.01901E+12,90033,1,1,105,1,27,11,114,11,1103,75000,4.875061263,17
2019,201901,1115302,2.019E+12,33,2.01901E+12,270342,1,2,33,1,76,6,63,0,0,31300,4.495544338,12
2019,201901,432249,2.019E+12,12,2.019E+12,30017,1,1,12,0,87,6,64,0,0,16100,4.206825876,12
2019,201901,937772,2.019E+12,55,2.01901E+12,340037,1,1,54,1,46,7,71,0,0,78000,4.892094603,13
2019,201901,503834,2.019E+12,36,2.01901E+12,40118,1,1,36,1,75,4,40,0,0,26400,4.421603927,10
2019,201901,760378,2.019E+12,21,2.01901E+12,40030,1,1,21,1,37,8,81,0,0,14400,4.158362492,14
2019,201901,710056,2.019E+12,436,2.01901E+12,30027,1,1,436,1,22,10,101,29,2901,32500,4.511883361,16
2019,201901,1206161,2.019E+12,56,2.01901E+12,460448,1,2,52,1,46,11,115,55,5507,200000,5.301029996,17
2019,201901,903632,2.019E+12,35,2.01901E+12,130036,1,4,62,1,21,10,101,53,5301,6800,3.832508913,16
2019,201901,931321,2.019E+12,65,2.01901E+12,40037,1,2,39,0,18,5,50,0,0,5000,3.698970004,11
2019,201901,10523,2.019E+12,180,2.019E+12,10001,1,1,180,0,76,6,63,0,0,25030,4.39846085,12
2019,201901,350611,2.019E+12,257,2.019E+12,110712,1,1,257,1,48,10,101,29,2901,46000,4.662757832,16
2019,201901,413523,2.019E+12,39,2.019E+12,30715,1,2,43,1,77,7,71,0,0,5000,3.698970004,13
2019,201901,441321,2.019E+12,79,2.019E+12,310717,1,1,80,1,56,6,63,0,0,7700,3.886490725,12
2019,201901,826572,2.019E+12,102,2.01901E+12,90234,1,2,120,1,33,10,101,55,5501,5000,3.698970004,16
2019,201901,974458,2.019E+12,10,2.01901E+12,20038,1,1,11,0,69,10,101,23,2300,26400,4.421603927,16
2019,201901,175314,2.019E+12,125,2.019E+12,371606,1,1,126,0,27,7,71,0,0,20000,4.301029996,13
2019,201901,598997,2.019E+12,91,2.01901E+12,100324,1,2,90,0,52,11,114,21,2100,166000,5.220108088,17
2019,201901,623566,2.019E+12,83,2.01901E+12,30025,1,1,82,0,80,6,61,0,0,23000,4.361727836,12
2019,201901,1317090,2.019E+12,242,2.01901E+12,10050,1,1,242,0,65,10,101,24,2414,87000,4.939519253,16
2019,201901,1248940,2.019E+12,87,2.01901E+12,450248,1,2,92,1,56,11,114,23,2300,2700,3.431363764,17
2019,201901,180221,2.019E+12,50,2.019E+12,970106,1,1,51,0,83,7,71,0,0,37000,4.568201724,13
2019,201901,892652,2.019E+12,86,2.01901E+12,220236,1,1,87,1,63,8,81,0,0,28500,4.45484486,14
2019,201901,1322415,2.01901E+12,84,2.01901E+12,5500251,3,1,84,0,40,7,71,0,0,26000,4.414973348,13
2019,201901,878018,2.019E+12,126,2.01901E+12,190036,1,1,127,1,27,11,114,24,2408,22900,4.359835482,17
2019,201901,1366022,2.019E+12,92,2.01901E+12,1090153,1,1,92,0,68,6,65,0,0,25700,4.409933123,12
2019,201901,210178,2.019E+12,362,2.019E+12,731006,1,2,378,1,32,7,71,0,0,32000,4.505149978,13
2019,201901,953668,2.019E+12,42,2.01901E+12,180237,1,1,42,1,28,11,114,36,3600,70000,4.84509804,17
2019,201901,669669,2.019E+12,34,2.01901E+12,250026,1,2,31,0,54,6,63,0,0,56000,4.748188027,12
2019,201901,1347888,2.019E+12,340,2.01901E+12,5117551,1,2,442,1,43,6,63,0,0,23000,4.361727836,12
2019,201901,294905,2.019E+12,37,2.019E+12,862312,1,1,37,0,63,6,65,0,0,387000,5.587710965,12
2019,201901,380671,2.019E+12,101,2.019E+12,300513,1,2,85,0,17,5,50,0,0,14000,4.146128036,11
2019,201901,719213,2.019E+12,82,2.01901E+12,50028,1,2,164,1,31,6,63,0,0,15000,4.176091259,12
2019,201901,454157,2.019E+12,76,2.019E+12,320417,1,1,76,1,74,11,115,61,6107,98000,4.991226076,17
2019,201901,164907,2.019E+12,54,2.019E+12,850206,1,1,53,1,50,10,101,19,1902,90000,4.954242509,16
2019,201901,1248996,2.019E+12,65,2.01901E+12,463048,1,2,64,1,66,10,101,62,6203,27600,4.440909082,16
2019,201901,633129,2.019E+12,404,2.01901E+12,190025,1,3,557,0,21,8,81,0,0,14000,4.146128036,14
2019,201901,542006,2.019E+12,19,2.01901E+12,170521,1,2,27,1,66,5,50,0,0,24200,4.383815366,11
2019,201901,406153,2.019E+12,58,2.019E+12,330013,1,1,58,1,41,11,114,23,2307,1500,3.176091259,17
2019,201901,1422138,2.019E+12,85,2.01901E+12,60055,1,1,84,1,58,8,81,0,0,49080,4.690904554,14
2019,201901,568123,2.019E+12,62,2.01901E+12,200022,1,1,62,0,41,7,71,0,0,60000,4.77815125,13
2019,201901,482352,2.019E+12,57,2.019E+12,250018,1,1,58,1,49,10,101,34,3401,11900,4.075546961,16
2019,201901,633959,2.019E+12,45,2.01901E+12,20025,1,1,46,0,72,10,101,33,3301,47400,4.675778342,16
2019,201901,859317,2.019E+12,155,2.01901E+12,380136,1,1,155,1,30,6,63,0,0,45700,4.6599162,12
2019,201901,1387282,2.019E+12,26,2.01901E+12,1030053,1,3,97,0,22,6,63,0,0,45000,4.653212514,12
2019,201901,1007135,2.019E+12,37,2.01901E+12,90739,1,2,31,0,71,10,101,37,3700,65590,4.816837631,16
2019,201901,658136,2.019E+12,40,2.01901E+12,10026,1,1,40,0,61,7,71,0,0,43200,4.635483747,13
2019,201901,933231,2.019E+12,42,2.01901E+12,10037,1,1,42,0,53,6,63,0,0,15000,4.176091259,12
2019,201901,718947,2.019E+12,67,2.01901E+12,150028,1,2,79,1,34,8,81,0,0,1100,3.041392685,14
2019,201901,57745,2.01901E+12,78,2.019E+12,100005,3,1,78,1,88,3,30,0,0,15200,4.181843588,9
2019,201901,130764,2.019E+12,75,2.019E+12,1130006,1,3,79,1,21,6,63,0,0,1800,3.255272505,12
2019,201901,1018972,2.019E+12,27,2.01901E+12,90739,1,1,26,0,54,6,65,0,0,90000,4.954242509,12
2019,201901,1340325,2.019E+12,80,2.01901E+12,5112051,1,2,74,1,59,6,65,0,0,70000,4.84509804,12
2019,201901,1003840,2.019E+12,82,2.01901E+12,460239,1,1,82,1,32,10,101,52,5200,66210,4.820923588,16
2019,201901,10810,2.019E+12,178,2.019E+12,120001,1,1,178,1,34,10,101,19,1902,4700,3.672097858,16
2019,201901,515879,2.019E+12,53,2.01901E+12,220019,1,1,54,1,33,10,101,54,5404,10000,4,16
2019,201901,1129638,2.019E+12,50,2.01901E+12,10244,1,1,50,1,28,11,116,36,3600,147000,5.167317335,17
2019,201901,574115,2.019E+12,82,2.01901E+12,200022,1,1,82,1,71,6,63,0,0,10000,4,12
2019,201901,1044628,2.019E+12,35,2.01901E+12,40040,1,1,35,0,51,8,81,0,0,90000,4.954242509,14
2019,201901,1221279,2.019E+12,54,2.01901E+12,251248,1,2,60,1,66,10,101,41,4101,56900,4.755112266,16
2019,201901,331898,2.019E+12,61,2.019E+12,330212,1,1,62,0,69,10,101,55,5506,28700,4.457881897,16
2019,201901,167110,2.019E+12,202,2.019E+12,711506,1,1,202,1,54,10,101,61,6107,28000,4.447158031,16
2019,201901,1279374,2.019E+12,12,2.01901E+12,490548,1,2,16,0,39,10,101,11,1102,100000,5,16
2019,201901,476738,2.019E+12,12,2.019E+12,20217,1,1,13,0,73,6,65,0,0,36000,4.556302501,12
2019,201901,396844,2.019E+12,108,2.019E+12,260013,1,1,108,0,37,6,64,0,0,46000,4.662757832,12
2019,201901,493384,2.019E+12,58,2.019E+12,40218,1,2,56,0,63,6,63,0,0,34000,4.531478917,12
2019,201901,1253114,2.019E+12,58,2.01901E+12,250848,1,2,75,1,54,6,65,0,0,45000,4.653212514,12
2019,201901,624022,2.019E+12,74,2.01901E+12,490225,1,2,62,1,58,8,81,0,0,61000,4.785329835,14
2019,201901,183507,2.019E+12,167,2.019E+12,375606,1,2,155,0,33,6,61,0,0,16000,4.204119983,12
2019,201901,653971,2.019E+12,66,2.01901E+12,20026,1,2,94,1,50,8,81,0,0,53000,4.72427587,14
2019,201901,311846,2.019E+12,55,2.019E+12,1270212,1,1,56,0,60,6,65,0,0,50000,4.698970004,12
2019,201901,465193,2.019E+12,116,2.019E+12,310817,1,1,117,0,65,6,63,0,0,64000,4.806179974,12
2019,201901,1248056,2.019E+12,230,2.01901E+12,450448,1,4,223,1,23,6,63,0,0,3000,3.477121255,12
2019,201901,947439,2.019E+12,39,2.01901E+12,40037,1,2,91,1,46,6,63,0,0,12800,4.10720997,12
2019,201901,852783,2.019E+12,59,2.01901E+12,330236,1,1,60,0,76,11,115,36,3600,140500,5.147676324,17
2019,201901,347070,2.019E+12,54,2.019E+12,90312,1,2,39,0,36,4,40,0,0,19000,4.278753601,10
2019,201901,642710,2.019E+12,49,2.01901E+12,50825,1,1,49,1,70,11,115,64,6402,81120,4.909127942,17
2019,201901,374197,2.019E+12,92,2.019E+12,340013,1,2,124,0,33,6,63,0,0,35000,4.544068044,12
2019,201901,698385,2.019E+12,24,2.01901E+12,30027,1,1,24,0,63,10,101,13,1302,15000,4.176091259,16
2019,201901,121948,2.019E+12,40,2.019E+12,731106,1,1,40,0,73,10,101,62,6201,60500,4.781755375,16
2019,201901,727648,2.019E+12,65,2.01901E+12,140028,1,1,65,1,56,8,81,0,0,50000,4.698970004,14
2019,201901,889612,2.019E+12,262,2.01901E+12,90236,1,1,262,0,58,6,63,0,0,9600,3.982271233,12
2019,201901,869129,2.019E+12,72,2.01901E+12,401536,1,1,71,0,65,6,61,0,0,125000,5.096910013,12
2019,201901,302364,2.019E+12,79,2.019E+12,310112,1,1,79,1,61,6,63,0,0,6000,3.77815125,12
2019,201901,165962,2.019E+12,81,2.019E+12,290106,1,1,81,1,70,6,63,0,0,17100,4.23299611,12
2019,201901,1302616,2.019E+12,97,2.01901E+12,200248,1,1,97,0,44,10,101,55,5506,60000,4.77815125,16
2019,201901,1283619,2.019E+12,91,2.01901E+12,250548,1,3,204,1,30,8,81,0,0,25800,4.411619706,14
2019,201901,786900,2.019E+12,73,2.01901E+12,20033,1,3,204,1,23,6,63,0,0,22000,4.342422681,12
2019,201901,197426,2.019E+12,80,2.019E+12,375006,1,1,80,0,81,6,63,0,0,16000,4.204119983,12
2019,201901,794813,2.019E+12,164,2.01901E+12,70234,1,1,164,0,43,6,65,0,0,55000,4.740362689,12
2019,201901,664585,2.019E+12,495,2.01901E+12,140026,1,2,258,0,42,6,61,0,0,25800,4.411619706,12
2019,201901,172017,2.019E+12,141,2.019E+12,190606,1,1,141,0,42,10,101,52,5200,75000,4.875061263,16
2019,201901,966105,2.019E+12,311,2.01901E+12,120237,1,1,311,0,79,7,71,0,0,20900,4.320146286,13
2019,201901,668423,2.019E+12,235,2.01901E+12,270126,1,1,235,1,61,6,63,0,0,34600,4.539076099,12
2019,201901,305691,2.019E+12,78,2.019E+12,810312,1,3,79,0,21,8,81,0,0,25000,4.397940009,14
2019,201901,1113191,2.019E+12,53,2.01901E+12,200242,1,2,48,0,16,4,40,0,0,6600,3.819543936,10
2019,201901,64018,2.019E+12,57,2.019E+12,70005,1,1,57,1,33,6,63,0,0,35000,4.544068044,12
2019,201901,1155172,2.019E+12,174,2.01901E+12,60046,1,1,174,0,88,6,63,0,0,24000,4.380211242,12
2019,201901,503841,2.019E+12,66,2.01901E+12,70018,1,1,66,1,52,10,101,62,6200,28000,4.447158031,16
2019,201901,1256826,2.019E+12,59,2.01901E+12,470148,1,1,59,1,48,5,50,0,0,14200,4.152288344,11
2019,201901,583080,2.019E+12,22,2.01901E+12,50023,1,3,11,1,17,5,50,0,0,2300,3.361727836,11
2019,201901,799919,2.019E+12,91,2.01901E+12,90734,1,1,91,1,45,6,65,0,0,11000,4.041392685,12
2019,201901,953472,2.019E+12,23,2.01901E+12,160037,1,3,22,0,21,6,63,0,0,5000,3.698970004,12
2019,201901,596589,2.019E+12,156,2.01901E+12,90224,1,2,83,1,56,10,101,23,2306,50000,4.698970004,16
2019,201901,1269672,2.019E+12,46,2.01901E+12,670348,1,1,46,0,55,7,71,0,0,85000,4.929418926,13
2019,201901,124949,2.019E+12,64,2.019E+12,591306,1,1,65,0,59,7,71,0,0,60000,4.77815125,13
2019,201901,668227,2.019E+12,74,2.01901E+12,320726,1,1,74,0,74,6,63,0,0,36000,4.556302501,12
2019,201901,375314,2.019E+12,83,2.019E+12,100513,1,2,89,1,46,11,114,62,6203,99000,4.995635195,17
2019,201901,382154,2.019E+12,39,2.019E+12,440013,1,1,39,0,71,7,71,0,0,22100,4.344392274,13
2019,201901,1381484,2.019E+12,141,2.01901E+12,1161253,1,1,141,0,34,8,81,0,0,50000,4.698970004,14
2019,201901,660432,2.019E+12,290,2.01901E+12,290626,1,3,212,1,17,5,50,0,0,8600,3.934498451,11
2019,201901,774361,2.019E+12,282,2.01901E+12,40632,1,3,371,1,24,6,65,0,0,8400,3.924279286,12
2019,201901,949436,2.019E+12,62,2.01901E+12,300237,1,1,63,0,67,11,115,62,6201,27800,4.444044796,17
2019,201901,308346,2.019E+12,94,2.019E+12,110512,1,2,83,1,54,6,65,0,0,52000,4.716003344,12
2019,201901,1203536,2.019E+12,172,2.01901E+12,130048,1,3,173,1,18,6,63,0,0,3000,3.477121255,12
2019,201901,823519,2.019E+12,92,2.01901E+12,190234,1,2,88,0,62,11,114,24,2414,74500,4.872156273,17
2019,201901,244909,2.019E+12,159,2.019E+12,81008,1,2,275,1,59,6,63,0,0,25000,4.397940009,12
2019,201901,446543,2.019E+12,65,2.019E+12,60017,1,1,66,0,58,6,65,0,0,107000,5.029383778,12
2019,201901,743833,2.019E+12,111,2.01901E+12,100429,1,1,111,0,36,8,81,0,0,22200,4.346352974,14
2019,201901,247124,2.01901E+12,46,2.019E+12,150009,4,1,46,0,69,6,63,0,0,6850,3.835690571,12
2019,201901,121253,2.019E+12,70,2.019E+12,11006,1,2,70,1,56,10,101,62,6203,1700,3.230448921,16
2019,201901,185374,2.019E+12,52,2.019E+12,730506,1,1,53,0,58,11,114,24,2405,36700,4.564666064,17
2019,201901,417930,2.019E+12,99,2.019E+12,50016,1,1,99,0,33,10,101,24,2400,70000,4.84509804,16
2019,201901,566447,2.019E+12,72,2.01901E+12,210022,1,2,76,0,65,6,63,0,0,69200,4.840106094,12
2019,201901,798406,2.019E+12,82,2.01901E+12,200134,1,1,82,1,39,11,114,23,2304,112000,5.049218023,17
2019,201901,903654,2.019E+12,33,2.01901E+12,40336,1,1,32,0,49,6,63,0,0,45000,4.653212514,12
2019,201901,434084,2.019E+12,72,2.019E+12,320817,1,1,73,0,44,6,61,0,0,66000,4.819543936,12
2019,201901,646274,2.01901E+12,115,2.01901E+12,300626,3,1,115,1,64,7,71,0,0,15600,4.193124598,13
2019,201901,1357249,2.01901E+12,96,2.01901E+12,1160853,4,1,96,0,52,10,101,53,5301,14000,4.146128036,16
2019,201901,184355,2.019E+12,63,2.019E+12,950106,1,3,91,0,32,6,63,0,0,7700,3.886490725,12
2019,201901,316168,2.019E+12,102,2.019E+12,730012,1,1,101,0,70,7,71,0,0,8900,3.949390007,13
2019,201901,1256237,2.019E+12,94,2.01901E+12,560048,1,2,178,0,27,10,101,49,4901,45000,4.653212514,16
2019,201901,684988,2.019E+12,83,2.01901E+12,300126,1,2,76,0,56,5,50,0,0,90000,4.954242509,11
2019,201901,651223,2.019E+12,79,2.01901E+12,100426,1,1,79,0,44,7,71,0,0,40000,4.602059991,13
2019,201901,92519,2.019E+12,69,2.019E+12,372706,1,9,89,0,48,7,71,0,0,123000,5.089905111,13
2019,201901,1344766,2.019E+12,67,2.01901E+12,5930751,1,1,67,0,69,11,114,55,5506,91020,4.959136831,17
2019,201901,884293,2.019E+12,28,2.01901E+12,310636,1,1,29,0,35,6,63,0,0,48000,4.681241237,12
2019,201901,233924,2.019E+12,50,2.019E+12,70008,1,3,46,1,47,8,81,0,0,18900,4.276461804,14
2019,201901,1101896,2.019E+12,171,2.01901E+12,230242,1,2,153,0,55,11,116,52,5200,440000,5.643452676,17
2019,201901,485014,2.019E+12,161,2.019E+12,200018,1,3,167,0,27,6,65,0,0,15000,4.176091259,12
2019,201901,319344,2.019E+12,79,2.019E+12,950312,1,1,79,1,27,7,71,0,0,6000,3.77815125,13
2019,201901,392298,2.019E+12,57,2.019E+12,300213,1,1,58,1,67,7,71,0,0,74700,4.873320602,13
2019,201901,759371,2.019E+12,215,2.01901E+12,30030,1,1,215,0,44,10,101,24,2416,71800,4.856124444,16
2019,201901,1217258,2.019E+12,125,2.01901E+12,330448,1,2,111,0,75,7,71,0,0,6000,3.77815125,13
2019,201901,33928,2.019E+12,111,2.019E+12,50004,1,1,111,0,58,11,115,55,5501,419000,5.622214023,17
2019,201901,82491,2.01901E+12,43,2.019E+12,790206,4,1,43,1,38,5,50,0,0,6700,3.826074803,11
2019,201901,761031,2.019E+12,95,2.01901E+12,60030,1,1,96,1,87,6,63,0,0,17000,4.230448921,12
2019,201901,696211,2.019E+12,74,2.01901E+12,130127,1,1,74,1,36,10,101,62,6209,75000,4.875061263,16
2019,201901,229785,2.019E+12,120,2.019E+12,81508,1,1,121,1,27,6,63,0,0,37000,4.568201724,12
2019,201901,872721,2.019E+12,139,2.01901E+12,290236,1,2,129,0,60,7,71,0,0,7000,3.84509804,13
2019,201901,1238879,2.019E+12,167,2.01901E+12,250748,1,4,192,1,72,6,63,0,0,11000,4.041392685,12
2019,201901,1191465,2.01901E+12,6,2.01901E+12,600048,3,1,6,1,80,6,63,0,0,12000,4.079181246,12
2019,201901,309930,2.019E+12,29,2.019E+12,1030612,1,1,29,1,62,11,114,23,2304,50000,4.698970004,17
2019,201901,1369914,2.019E+12,315,2.01901E+12,1180153,1,1,314,0,68,7,71,0,0,24300,4.385606274,13
2019,201901,127316,2.019E+12,74,2.019E+12,371706,1,1,74,0,49,10,101,61,6108,80000,4.903089987,16
2019,201901,1027654,2.019E+12,556,2.01901E+12,410939,1,2,502,0,81,7,71,0,0,57400,4.758911892,13
2019,201901,1098790,2.019E+12,58,2.01901E+12,360342,1,1,58,0,69,10,101,55,5506,203000,5.307496038,16
2019,201901,160641,2.019E+12,129,2.019E+12,670806,1,2,117,1,32,11,114,36,3600,250000,5.397940009,17
2019,201901,329668,2.019E+12,33,2.019E+12,530112,1,1,33,0,72,7,71,0,0,53900,4.731588765,13
2019,201901,1209382,2.019E+12,694,2.01901E+12,461148,1,1,693,0,36,6,63,0,0,24000,4.380211242,12
2019,201901,475077,2.019E+12,17,2.019E+12,50117,1,3,5,0,59,10,101,62,6203,45000,4.653212514,16
2019,201901,1292888,2.019E+12,38,2.01901E+12,330348,1,2,41,1,41,6,65,0,0,16450,4.216165902,12
2019,201901,1119277,2.019E+12,80,2.01901E+12,320942,1,1,80,1,20,10,101,60,6006,18000,4.255272505,16
2019,201901,1260477,2.019E+12,185,2.01901E+12,540048,1,1,185,1,42,6,63,0,0,9200,3.963787827,12
2019,201901,867403,2.019E+12,60,2.01901E+12,320536,1,7,76,0,59,6,63,0,0,50000,4.698970004,12
2019,201901,249855,2.019E+12,66,2.019E+12,30109,1,4,83,0,31,8,81,0,0,15000,4.176091259,14
2019,201901,526366,2.019E+12,98,2.01901E+12,130120,1,1,98,0,75,10,101,23,2304,30620,4.486005186,16
2019,201901,433377,2.019E+12,157,2.019E+12,300717,1,3,218,0,16,5,50,0,0,5300,3.72427587,11
2019,201901,164049,2.019E+12,113,2.019E+12,750206,1,2,145,1,26,10,101,19,1901,80000,4.903089987,16
2019,201901,1164153,2.019E+12,73,2.01901E+12,50047,1,1,73,1,79,10,101,54,5404,30600,4.485721426,16
2019,201901,1306354,2.019E+12,27,2.01901E+12,3500349,1,2,25,1,63,7,71,0,0,30000,4.477121255,13
2019,201901,893928,2.019E+12,69,2.01901E+12,40136,1,1,70,1,24,10,101,36,3600,30000,4.477121255,16
2019,201901,441747,2.019E+12,54,2.019E+12,10417,1,1,54,1,83,6,63,0,0,25100,4.399673721,12
2019,201901,1295146,2.019E+12,69,2.01901E+12,360248,1,2,72,1,64,6,65,0,0,35000,4.544068044,12
2019,201901,1336463,2.019E+12,9,2.01901E+12,5112551,1,1,8,1,78,6,65,0,0,24900,4.396199347,12
2019,201901,202323,2.019E+12,77,2.019E+12,610206,1,1,77,1,64,10,101,62,6203,98000,4.991226076,16
2019,201901,351836,2.019E+12,136,2.019E+12,950412,1,1,135,1,56,10,101,62,6207,18000,4.255272505,16
2019,201901,1232637,2.019E+12,42,2.01901E+12,260048,1,1,42,0,88,10,101,53,5301,78500,4.894869657,16
2019,201901,328847,2.019E+12,47,2.019E+12,1050112,1,1,46,1,68,8,81,0,0,19210,4.283527365,14
2019,201901,918509,2.019E+12,59,2.01901E+12,260036,1,2,89,0,67,10,101,41,4101,32100,4.506505032,16
2019,201901,735541,2.019E+12,113,2.01901E+12,180829,1,3,159,0,16,4,40,0,0,1300,3.113943352,10
2019,201901,752637,2.019E+12,69,2.01901E+12,190229,1,2,77,0,42,10,101,26,2602,145300,5.162265614,16
