Year,Postseason Rank,Team,Total Attendance,Avg. Attendance,Approx. Payroll,Payroll %,W-L Record,W Record,L Record,Run Difference,Regular Season Rank,Total Games,Runs/Games,Hits,Stolen Bases,Walks,Stike Outs,Batting Average,On Base %,Slugging %,Avg Attendance % Capacity,,,,,,
2018,16,AZ Diamondbacks,"2,242,695.00","27,688.00","$134,850,600 ",2.74,0.50617,82,80,0.3,15,162,4.28,1283,79,560,1460,0.235,0.31,0.397,,,,,,,
2018,7,ATL Braves,"2,555,781.00","31,553.00","$115,848,667 ",2.35,0.55556,90,72,0.6,11,162,4.69,1433,90,511,1290,0.257,0.324,0.417,,,,,,,
2018,30,BAL Orioles,"1,564,192.00","19,311.00","$141,555,833 ",2.87,0.29012,47,115,-1.7,30,162,3.84,1317,81,422,1412,0.239,0.298,0.391,,,,,,,
2018,1,BOS Red Sox,"2,895,575.00","35,748.00","$222,205,000 ",4.51,0.66667,108,54,1.4,1,162,5.41,1509,125,569,1253,0.268,0.339,0.453,,,,,,,
2018,10,CHI Cubs,"3,181,089.00","38,794.00","$205,373,881 ",4.17,0.58282,95,68,0.7,6,163,4.67,1453,66,576,1388,0.258,0.333,0.41,,,,,,,
2018,28,CHI White Sox,"1,608,817.00","19,862.00","$75,092,000 ",1.52,0.38272,62,100,-1.2,28,162,4.05,1332,98,425,1594,0.241,0.302,0.401,,,,,,,
2018,23,CIN Reds,"1,629,356.00","20,116.00","$94,587,500 ",1.92,0.41358,67,95,-0.8,24,162,4.3,1404,77,559,1376,0.254,0.328,0.401,,,,,,,
2018,8,CLE Guardians,"1,926,701.00","23,786.00","$143,375,233 ",2.91,0.56173,91,71,1,8,162,5.05,1447,135,554,1189,0.259,0.332,0.434,,,,,,,
2018,6,COL Rockies,"3,015,880.00","37,233.00","$136,658,500 ",2.77,0.55828,91,72,0.2,9,163,4.79,1418,95,507,1397,0.256,0.322,0.435,,,,,,,
2018,26,DET Tigers,"1,856,970.00","22,926.00","$111,531,000 ",2.26,0.39506,64,98,-1,26,162,3.89,1326,70,428,1341,0.241,0.3,0.38,,,,,,,
2018,3,HOU Astros,"2,980,549.00","36,797.00","$172,781,200 ",3.51,0.6358,103,59,1.6,2,162,4.92,1390,71,565,1197,0.255,0.329,0.425,,,,,,,
2018,29,KAS Royals,"1,665,107.00","20,557.00","$95,199,167 ",1.93,0.35802,58,104,-1.2,29,162,3.94,1350,117,427,1310,0.245,0.305,0.392,,,,,,,
2018,18,LA Angels,"3,020,216.00","37,287.00","$166,849,666 ",3.39,0.49383,80,82,0,17,162,4.45,1323,89,514,1300,0.242,0.313,0.413,,,,,,,
2018,2,LA Dodgers,"3,857,500.00","47,043.00","$164,703,429 ",3.34,0.56442,92,71,1.2,7,163,4.93,1394,75,647,1436,0.25,0.333,0.442,,,,,,,
2018,27,MIA Marlins,"811,104.00","10,014.00","$86,515,143 ",1.76,0.3913,63,98,-1.4,27,161,3.66,1303,45,455,1384,0.237,0.303,0.357,,,,,,,
2018,4,MIL Brewers,"2,850,875.00","35,196.00","$109,295,700 ",2.22,0.58896,96,67,0.6,5,163,4.63,1398,124,537,1458,0.252,0.323,0.424,,,,,,,
2018,19,MIN Twins,"1,959,197.00","24,188.00","$110,275,000 ",2.24,0.48148,78,84,-0.2,19,162,4.56,1379,47,534,1328,0.25,0.318,0.405,,,,,,,
2018,20,NY Mets,"2,224,995.00","27,469.00","$161,403,844 ",3.28,0.47531,77,85,-0.2,20,162,4.17,1282,71,566,1404,0.234,0.312,0.389,,,,,,,
2018,5,NY Yankees,"3,482,855.00","42,998.00","$160,643,032 ",3.26,0.61728,100,62,1.1,3,162,5.25,1374,63,625,1421,0.249,0.329,0.451,,,,,,,
2018,9,OAK Athletics,"1,573,616.00","19,427.00","$69,883,333 ",1.42,0.59877,97,65,0.9,4,162,5.02,1407,35,550,1381,0.252,0.325,0.439,,,,,,,
2018,17,PHI Phillies,"2,158,124.00","26,644.00","$93,874,333 ",1.91,0.49383,80,82,-0.3,18,162,4.18,1270,69,582,1520,0.234,0.314,0.393,,,,,,,
2018,14,PIT Pirates,"1,465,316.00","18,316.00","$88,141,000 ",1.79,0.50932,82,79,0,14,161,4.3,1381,70,474,1229,0.254,0.317,0.407,,,,,,,
2018,25,SD Padres,"2,168,536.00","26,772.00","$93,821,067 ",1.9,0.40994,66,95,-0.9,25,161,3.81,1289,95,471,1523,0.235,0.297,0.38,,,,,,,
2018,21,SF Giants,"2,299,489.00","28,389.00","$157,090,065 ",3.19,0.45062,73,89,-0.6,21,162,4.18,1402,79,430,1221,0.254,0.314,0.408,,,,,,,
2018,12,SEA Mariners,"3,156,185.00","38,965.00","$202,060,277 ",4.1,0.54938,89,73,-0.2,12,162,3.72,1324,77,448,1467,0.239,0.3,0.368,,,,,,,
2018,13,STL Cardinals,"3,403,587.00","42,020.00","$157,713,667 ",3.2,0.54321,88,74,0.4,13,162,4.69,1369,63,525,1380,0.249,0.321,0.409,,,,,,,
2018,11,TB Rays,"1,154,973.00","14,259.00","$46,569,867 ",0.95,0.55556,90,72,0.4,10,162,4.42,1415,128,540,1388,0.258,0.333,0.406,,,,,,,
2018,24,TEX Rangers,"2,107,107.00","26,014.00","$106,099,628 ",2.15,0.41358,67,95,-0.7,23,162,4.55,1308,74,555,1484,0.24,0.318,0.404,,,,,,,
2018,22,TOR Blue Jays,"2,325,281.00","28,707.00","$151,670,772 ",3.08,0.45062,73,89,-0.8,22,162,4.38,1336,47,499,1387,0.244,0.312,0.427,,,,,,,
2018,15,WAS Nationals,"2,529,604.00","31,230.00","$188,886,699 ",3.83,0.50617,82,80,0.5,16,162,4.76,1402,119,631,1289,0.254,0.335,0.419,,,,,,,
2017,5,AZ Diamondbacks,"2,134,375.00","26,350.00","$106,580,200 ",2.33,0.57407,93,69,0.9,5,162,5.01,1405,103,578,1456,0.254,0.329,0.445,,,,,,,
2017,23,ATL Braves,"2,505,252.00","30,929.00","$119,705,250 ",2.62,0.44444,72,90,-0.5,23,162,4.52,1467,77,474,1184,0.263,0.326,0.412,,,,,,,
2017,21,BAL Orioles,"2,028,424.00","25,042.00","$161,621,633 ",3.54,0.46296,75,87,-0.6,20,162,4.59,1469,32,392,1412,0.26,0.312,0.435,,,,,,,
2017,7,BOS Red Sox,"2,917,678.00","36,021.00","$200,550,750 ",4.39,0.57407,93,69,0.7,6,162,4.85,1461,106,571,1224,0.258,0.329,0.407,,,,,,,
2017,4,CHI Cubs,"3,199,562.00","39,501.00","$177,210,667 ",3.88,0.5679,92,70,0.8,7,162,5.07,1402,62,622,1401,0.255,0.338,0.437,,,,,,,
2017,27,CHI White Sox,"1,629,470.00","20,117.00","$97,842,000 ",2.14,0.41358,67,95,-0.7,27,162,4.36,1412,71,401,1397,0.256,0.314,0.417,,,,,,,
2017,26,CIN Reds,"1,836,917.00","22,678.00","$79,315,786 ",1.74,0.41975,68,94,-0.7,26,162,4.65,1390,120,565,1329,0.253,0.329,0.433,,,,,,,
2017,6,CLE Guardians,"2,048,138.00","25,286.00","$114,427,167 ",2.51,0.62963,102,60,1.6,2,162,5.05,1449,88,604,1153,0.263,0.339,0.449,,,,,,,
2017,10,COL Rockies,"2,953,650.00","36,465.00","$106,650,000 ",2.34,0.53704,87,75,0.4,9,162,5.09,1510,59,519,1408,0.273,0.338,0.444,,,,,,,
2017,30,DET Tigers,"2,321,599.00","28,662.00","$118,375,600 ",2.59,0.39506,64,98,-1,29,162,4.54,1435,65,503,1313,0.258,0.324,0.424,,,,,,,
2017,1,HOU Astros,"2,403,671.00","29,675.00","$157,656,400 ",3.45,0.62346,101,61,1.2,3,162,5.53,1581,98,509,1087,0.282,0.346,0.478,,,,,,,
2017,14,KAS Royals,"2,220,370.00","27,412.00","$127,555,817 ",2.79,0.49383,80,82,-0.5,13,162,4.33,1436,91,390,1166,0.259,0.311,0.42,,,,,,,
2017,13,LA Angels,"3,019,585.00","37,279.00","$181,125,500 ",3.97,0.49383,80,82,0,15,162,4.38,1314,136,523,1198,0.243,0.315,0.397,,,,,,,
2017,2,LA Dodgers,"3,765,856.00","46,492.00","$201,466,263 ",4.41,0.64198,104,58,1.2,1,162,4.75,1347,77,649,1380,0.249,0.334,0.437,,,,,,,
2017,18,MIA Marlins,"1,583,014.00","20,295.00","$111,591,100 ",2.44,0.47531,77,85,-0.3,18,162,4.8,1497,91,486,1282,0.267,0.331,0.431,,,,,,,
2017,11,MIL Brewers,"2,627,705.00","31,282.00","$68,439,300 ",1.5,0.53086,86,76,0.2,10,162,4.52,1363,128,547,1571,0.249,0.322,0.429,,,,,,,
2017,9,MIN Twins,"2,051,279.00","25,324.00","$103,932,500 ",2.28,0.52469,85,77,0.2,11,162,5.03,1444,95,593,1342,0.26,0.334,0.434,,,,,,,
2017,25,NY Mets,"2,460,622.00","30,378.00","$176,615,252 ",3.87,0.4321,70,92,-0.8,25,162,4.54,1379,58,529,1291,0.25,0.32,0.434,,,,,,,
2017,3,NY Yankees,"3,154,938.00","38,950.00","$182,424,700 ",4,0.56173,91,71,1.2,8,162,5.3,1463,90,616,1386,0.262,0.339,0.447,,,,,,,
2017,22,OAK Athletics,"1,475,721.00","18,219.00","$51,560,000 ",1.13,0.46296,75,87,-0.5,21,162,4.56,1344,57,565,1491,0.246,0.319,0.436,,,,,,,
2017,28,PHI Phillies,"1,905,354.00","23,523.00","$86,276,000 ",1.89,0.40741,66,96,-0.6,28,162,4.26,1382,59,494,1417,0.25,0.315,0.409,,,,,,,
2017,20,PIT Pirates,"1,919,447.00","23,697.00","$102,953,333 ",2.25,0.46296,75,87,-0.4,22,162,4.12,1331,67,519,1213,0.244,0.318,0.386,,,,,,,
2017,24,SD Padres,"2,138,491.00","26,401.00","$49,248,767 ",1.08,0.43827,71,91,-1.3,24,162,3.73,1251,89,460,1499,0.234,0.299,0.393,,,,,,,
2017,29,SF Giants,"2,135,445.00","26,364.00","$172,438,700 ",3.78,0.39506,64,98,-0.8,30,162,4.63,1436,89,487,1267,0.259,0.325,0.424,,,,,,,
2017,17,SEA Mariners,"3,303,652.00","40,786.00","$177,399,833 ",3.89,0.48148,78,84,-0.1,17,162,3.94,1382,76,467,1204,0.249,0.309,0.38,,,,,,,
2017,12,STL Cardinals,"3,448,337.00","42,572.00","$129,652,933 ",2.84,0.51235,83,79,0.3,12,162,4.7,1402,81,593,1348,0.256,0.334,0.426,,,,,,,
2017,15,TB Rays,"1,253,619.00","15,477.00","$79,473,033 ",1.74,0.49383,80,82,-0.1,14,162,4.28,1340,88,545,1538,0.245,0.317,0.422,,,,,,,
2017,16,TEX Rangers,"2,507,760.00","30,960.00","$207,326,274 ",4.54,0.48148,78,84,-0.1,16,162,4.93,1326,113,544,1493,0.244,0.32,0.43,,,,,,,
2017,19,TOR Blue Jays,"3,203,886.00","39,554.00","$158,890,575 ",3.48,0.46914,76,86,-0.6,19,162,4.28,1320,53,542,1327,0.24,0.312,0.412,,,,,,,
2017,8,WAS Nationals,"2,524,980.00","31,173.00","$175,587,301 ",3.85,0.59877,97,65,0.9,4,162,5.06,1477,108,542,1327,0.266,0.332,0.449,,,,,,,
2016,24,AZ Diamondbacks,"2,036,216.00","25,138.00","$78,399,500 ",1.61,0.42593,69,93,-0.9,25,162,4.64,1479,137,463,1427,0.261,0.32,0.432,,,,,,,
2016,26,ATL Braves,"2,020,914.00","24,950.00","$74,999,750 ",1.54,0.42236,68,93,-0.8,26,161,4.03,1404,75,502,1240,0.255,0.321,0.384,,,,,,,
2016,9,BAL Orioles,"2,172,344.00","26,819.00","$153,744,833 ",3.15,0.54938,89,73,0.2,7,162,4.59,1413,19,468,1324,0.256,0.317,0.443,,,,,,,
2016,8,BOS Red Sox,"2,955,434.00","36,487.00","$218,682,750 ",4.48,0.57407,93,69,1.1,5,162,5.42,1598,83,558,1160,0.282,0.348,0.461,,,,,,,
2016,1,CHI Cubs,"3,232,420.00","39,906.00","$176,097,333 ",3.61,0.63975,103,58,1.6,1,161,4.99,1409,66,656,1339,0.256,0.343,0.429,,,,,,,
2016,19,CHI White Sox,"1,746,293.00","21,559.00","$113,416,000 ",2.32,0.48148,78,84,-0.2,19,162,4.23,1428,77,455,1285,0.257,0.317,0.41,,,,,,,
2016,29,CIN Reds,"1,894,085.00","23,384.00","$77,329,561 ",1.58,0.41975,68,94,-0.9,28,162,4.42,1403,139,452,1284,0.256,0.316,0.408,,,,,,,
2016,2,CLE Guardians,"1,591,667.00","19,650.00","$94,511,067 ",1.94,0.58385,94,67,0.6,4,161,4.83,1435,134,531,1246,0.262,0.329,0.43,,,,,,,
2016,20,COL Rockies,"2,602,524.00","32,130.00","$89,707,000 ",1.84,0.46296,75,87,-0.1,20,162,5.22,1544,66,494,1330,0.275,0.336,0.457,,,,,,,
2016,11,DET Tigers,"2,493,859.00","31,173.00","$199,902,000 ",4.09,0.53416,86,75,0.2,11,161,4.66,1476,58,493,1303,0.267,0.331,0.438,,,,,,,
2016,14,HOU Astros,"2,306,623.00","28,477.00","$89,498,000 ",1.83,0.51852,84,78,0.1,14,162,4.47,1367,102,554,1452,0.247,0.319,0.417,,,,,,,
2016,16,KAS Royals,"2,557,712.00","31,577.00","$125,132,675 ",2.56,0.5,81,81,-0.2,16,162,4.17,1450,121,382,1224,0.261,0.312,0.4,,,,,,,
2016,21,LA Angels,"3,016,142.00","37,236.00","$139,712,000 ",2.86,0.45679,74,88,-0.1,21,162,4.43,1410,73,471,991,0.26,0.322,0.405,,,,,,,
2016,3,LA Dodgers,"3,703,312.00","45,720.00","$231,342,096 ",4.74,0.56173,91,71,0.5,6,162,4.48,1376,45,525,1321,0.249,0.319,0.409,,,,,,,
2016,17,MIA Marlins,"1,712,417.00","21,405.00","$72,472,000 ",1.48,0.49068,79,82,-0.2,17,161,4.07,1460,71,447,1213,0.263,0.322,0.394,,,,,,,
2016,22,MIL Brewers,"2,314,614.00","28,575.00","$52,077,500 ",1.07,0.45062,73,89,-0.4,22,162,4.14,1299,181,599,1543,0.244,0.322,0.407,,,,,,,
2016,30,MIN Twins,"1,963,912.00","24,246.00","$93,333,700 ",1.91,0.3642,59,103,-1,30,162,4.46,1409,91,513,1426,0.251,0.316,0.421,,,,,,,
2016,10,NY Mets,"2,789,602.00","34,440.00","$155,221,282 ",3.18,0.53704,87,75,0.3,10,162,4.14,1342,42,517,1302,0.246,0.316,0.417,,,,,,,
2016,15,NY Yankees,"3,063,405.00","37,820.00","$193,229,350 ",3.96,0.51852,84,78,-0.1,15,162,4.2,1378,72,475,1188,0.252,0.315,0.405,,,,,,,
2016,25,OAK Athletics,"1,521,506.00","18,784.00","$54,969,067 ",1.13,0.42593,69,93,-0.7,24,162,4.03,1352,50,442,1145,0.246,0.304,0.395,,,,,,,
2016,23,PHI Phillies,"1,915,144.00","23,644.00","$84,846,666 ",1.74,0.43827,71,91,-1.1,23,162,3.77,1305,96,424,1376,0.24,0.301,0.384,,,,,,,
2016,18,PIT Pirates,"2,249,201.00","27,768.00","$81,187,933 ",1.66,0.48447,78,83,-0.2,18,161,4.5,1426,110,561,1334,0.257,0.332,0.402,,,,,,,
2016,27,SD Padres,"2,351,422.00","29,030.00","$50,656,166 ",1.04,0.41975,68,94,-0.5,29,162,4.23,1275,125,449,1500,0.235,0.299,0.39,,,,,,,
2016,5,SF Giants,"2,267,928.00","27,999.00","$137,169,100 ",2.81,0.53704,87,75,0.5,9,162,4.74,1446,56,506,1288,0.259,0.326,0.43,,,,,,,
2016,12,SEA Mariners,"3,365,256.00","41,546.00","$177,021,333 ",3.63,0.53086,86,76,0.4,12,162,4.41,1437,79,572,1107,0.258,0.329,0.398,,,,,,,
2016,13,STL Cardinals,"3,444,490.00","42,525.00","$150,353,500 ",3.08,0.53086,86,76,0.4,13,162,4.81,1415,35,526,1318,0.255,0.325,0.442,,,,,,,
2016,28,TB Rays,"1,286,163.00","15,879.00","$48,223,791 ",0.99,0.41975,68,94,-0.3,27,162,4.15,1333,60,449,1482,0.243,0.307,0.426,,,,,,,
2016,6,TEX Rangers,"2,710,402.00","33,462.00","$212,117,760 ",4.34,0.58642,95,67,0,3,162,4.72,1446,99,436,1220,0.262,0.322,0.433,,,,,,,
2016,4,TOR Blue Jays,"3,392,099.00","41,878.00","$182,690,767 ",3.74,0.54938,89,73,0.6,8,162,4.69,1358,54,632,1362,0.248,0.33,0.426,,,,,,,
2016,7,WAS Nationals,"2,481,938.00","30,641.00","$152,967,400 ",3.13,0.58642,95,67,0.9,2,162,4.71,1403,121,536,1252,0.256,0.326,0.426,,,,,,,
2015,18,AZ Diamondbacks,"2,080,145.00","25,681.00","$64,434,000 ",1.4,0.48765,79,83,0,18,162,4.44,1494,132,490,1312,0.264,0.324,0.414,,,,,,,
2015,28,ATL Braves,"2,001,392.00","24,709.00","$104,037,500 ",2.26,0.41358,67,95,-1.2,28,162,3.54,1361,69,471,1107,0.251,0.314,0.359,,,,,,,
2015,16,BAL Orioles,"2,281,202.00","29,246.00","$112,989,833 ",2.46,0.5,81,81,0.1,16,162,4.4,1370,44,418,1331,0.25,0.307,0.421,,,,,,,
2015,19,BOS Red Sox,"2,880,694.00","35,564.00","$183,931,900 ",4,0.48148,78,84,0,19,162,4.62,1495,71,478,1148,0.265,0.325,0.415,,,,,,,
2015,4,CHI Cubs,"2,919,122.00","36,039.00","$115,306,610 ",2.51,0.59877,97,65,0.5,3,162,4.25,1341,95,567,1518,0.244,0.321,0.398,,,,,,,
2015,20,CHI White Sox,"1,755,810.00","21,677.00","$112,889,700 ",2.46,0.46914,76,86,-0.5,21,162,3.84,1381,68,404,1231,0.25,0.306,0.38,,,,,,,
2015,29,CIN Reds,"2,419,506.00","29,870.00","$111,572,286 ",2.43,0.39506,64,98,-0.7,29,162,3.95,1382,134,496,1255,0.248,0.312,0.394,,,,,,,
2015,15,CLE Guardians,"1,388,905.00","17,361.00","$59,163,766 ",1.29,0.50311,81,80,0.2,15,161,4.16,1395,86,533,1157,0.256,0.325,0.401,,,,,,,
2015,27,COL Rockies,"2,506,789.00","30,948.00","$96,438,600 ",2.1,0.41975,68,94,-0.7,26,162,4.55,1479,97,388,1283,0.265,0.315,0.432,,,,,,,
2015,22,DET Tigers,"2,726,048.00","33,655.00","$172,284,750 ",3.75,0.45963,74,87,-0.7,22,161,4.28,1515,83,455,1259,0.27,0.328,0.42,,,,,,,
2015,5,HOU Astros,"2,153,585.00","26,587.00","$93,256,200 ",2.03,0.53086,86,76,0.7,10,162,4.5,1363,121,486,1392,0.25,0.315,0.437,,,,,,,
2015,1,KAS Royals,"2,708,549.00","33,439.00","$121,590,475 ",2.65,0.58642,95,67,0.5,4,162,4.47,1497,104,383,973,0.269,0.322,0.412,,,,,,,
2015,11,LA Angels,"3,012,765.00","37,195.00","$131,522,500 ",2.86,0.52469,85,77,-0.1,11,162,4.08,1331,52,435,1150,0.246,0.307,0.396,,,,,,,
2015,7,LA Dodgers,"3,764,815.00","46,479.00","$265,140,429 ",5.77,0.5679,92,70,0.4,6,162,4.12,1346,59,563,1258,0.25,0.326,0.413,,,,,,,
2015,24,MIA Marlins,"1,752,235.00","21,633.00","$71,231,500 ",1.55,0.43827,71,91,-0.4,4,162,3.78,1420,112,375,1150,0.26,0.31,0.384,,,,,,,
2015,25,MIL Brewers,"2,542,558.00","31,390.00","$70,869,500 ",1.54,0.41975,68,94,-0.5,10,162,4.04,1378,84,412,1299,0.251,0.307,0.393,,,,,,,
2015,13,MIN Twins,"2,220,054.00","27,408.00","$107,755,000 ",2.34,0.51235,83,79,0,11,162,4.3,1349,70,439,1264,0.247,0.305,0.399,,,,,,,
2015,2,NY Mets,"2,569,753.00","31,725.00","$98,874,473 ",2.15,0.55556,90,72,0.4,7,162,4.22,1351,51,488,1290,0.244,0.312,0.4,,,,,,,
2015,10,NY Yankees,"3,193,795.00","39,430.00","$214,051,957 ",4.66,0.53704,87,75,0.4,9,162,4.72,1397,63,554,1227,0.251,0.323,0.421,,,,,,,
2015,26,OAK Athletics,"1,768,175.00","21,829.00","$64,016,001 ",1.39,0.41975,68,94,-0.2,27,162,4.28,1405,78,475,1119,0.251,0.312,0.395,,,,,,,
2015,30,PHI Phillies,"1,831,080.00","22,606.00","$103,082,167 ",2.24,0.38889,63,99,-1.1,30,162,3.86,1374,88,387,1274,0.249,0.303,0.382,,,,,,,
2015,9,PIT Pirates,"2,498,596.00","30,847.00","$104,457,499 ",2.27,0.60494,98,64,0.6,2,162,4.3,1462,98,461,1322,0.26,0.323,0.396,,,,,,,
2015,23,SD Padres,"2,459,752.00","30,367.00","$125,203,700 ",2.72,0.45679,74,88,-0.5,23,162,4.01,1324,82,426,1327,0.243,0.3,0.385,,,,,,,
2015,12,SF Giants,"2,193,581.00","27,081.00","$130,681,400 ",2.84,0.51852,84,78,0.4,12,162,4.05,1379,69,478,1336,0.249,0.311,0.411,,,,,,,
2015,21,SEA Mariners,"3,375,882.00","41,678.00","$180,018,166 ",3.92,0.46914,76,86,-0.4,20,162,4.3,1486,93,457,1159,0.267,0.326,0.406,,,,,,,
2015,6,STL Cardinals,"3,520,889.00","43,468.00","$128,241,500 ",2.79,0.61728,100,62,0.8,1,162,3.99,1386,69,506,1267,0.253,0.321,0.394,,,,,,,
2015,17,TB Rays,"1,287,054.00","15,322.00","$64,571,233 ",1.4,0.49383,80,82,0,17,162,3.98,1383,87,436,1310,0.252,0.314,0.406,,,,,,,
2015,8,TEX Rangers,"2,491,875.00","30,764.00","$178,860,789 ",3.89,0.54321,88,74,0.1,8,162,4.64,1419,101,503,1233,0.257,0.325,0.413,,,,,,,
2015,3,TOR Blue Jays,"2,794,891.00","34,505.00","$117,917,400 ",2.57,0.57407,93,69,1.4,5,162,5.5,1480,88,570,1151,0.269,0.34,0.457,,,,,,,
2015,14,WAS Nationals,"2,619,843.00","32,344.00","$176,496,372 ",3.84,0.51235,83,79,0.4,13,162,4.34,1363,57,539,1344,0.251,0.321,0.403,,,,,,,
2014,30,AZ Diamondbacks,"2,073,730.00","25,602.00","$89,926,500 ",1.83,0.39506,64,98,-0.8,30,162,3.8,1379,86,398,1165,0.248,0.302,0.376,,,,,,,
2014,17,ATL Braves,"2,354,305.00","29,065.00","$108,081,500 ",2.2,0.48765,79,83,-0.1,17,162,3.54,1316,95,472,1369,0.241,0.305,0.36,,,,,,,
2014,4,BAL Orioles,"2,464,473.00","30,426.00","$109,097,500 ",2.22,0.59259,96,66,0.7,3,162,4.35,1434,44,401,1285,0.256,0.311,0.422,,,,,,,
2014,25,BOS Red Sox,"2,956,089.00","36,495.00","$134,628,929 ",2.74,0.43827,71,91,-0.5,25,162,3.91,1355,63,535,1337,0.244,0.316,0.369,,,,,,,
2014,24,CHI Cubs,"2,652,113.00","32,742.00","$59,800,500 ",1.22,0.45062,73,89,-0.6,22,162,3.79,1315,65,442,1477,0.239,0.3,0.385,,,,,,,
2014,22,CHI White Sox,"1,650,821.00","20,381.00","$87,475,500 ",1.78,0.45062,73,89,-0.6,24,162,4.07,1400,85,417,1362,0.253,0.31,0.398,,,,,,,
2014,21,CIN Reds,"2,476,664.00","30,576.00","$102,230,000 ",2.08,0.46914,76,86,-0.1,21,162,3.67,1282,122,415,1252,0.238,0.296,0.365,,,,,,,
2014,12,CLE Guardians,"1,437,393.00","17,746.00","$73,509,399 ",1.5,0.52469,85,77,0.1,12,162,4.13,1411,104,504,1189,0.253,0.317,0.389,,,,,,,
2014,29,COL Rockies,"2,680,329.00","33,090.00","$95,403,500 ",1.94,0.40741,66,96,-0.4,29,162,4.66,1551,85,397,1281,0.276,0.327,0.445,,,,,,,
2014,8,DET Tigers,"2,917,209.00","36,015.00","$169,135,500 ",3.45,0.55556,90,72,0.3,6,162,4.67,1557,106,443,1144,0.277,0.331,0.426,,,,,,,
2014,26,HOU Astros,"1,751,829.00","21,628.00","$44,736,800 ",0.91,0.4321,70,92,-0.6,26,162,3.88,1317,122,495,1442,0.242,0.309,0.383,,,,,,,
2014,2,KAS Royals,"1,956,482.00","24,154.00","$89,804,075 ",1.83,0.54938,89,73,0.2,7,162,4.02,1456,153,380,985,0.263,0.314,0.376,,,,,,,
2014,6,LA Angels,"3,095,935.00","38,221.00","$128,667,000 ",2.62,0.60494,98,64,0.9,1,162,4.77,1464,81,492,1266,0.259,0.322,0.406,,,,,,,
2014,7,LA Dodgers,"3,782,337.00","46,696.00","$233,386,026 ",4.76,0.58025,94,68,0.6,4,162,4.43,1476,138,519,1246,0.265,0.333,0.406,,,,,,,
2014,19,MIA Marlins,"1,732,283.00","21,386.00","$42,365,400 ",0.86,0.47531,77,85,-0.2,19,162,3.98,1399,58,501,1419,0.253,0.317,0.378,,,,,,,
2014,15,MIL Brewers,"2,797,384.00","34,536.00","$109,567,000 ",2.23,0.50617,82,80,0,15,162,4.01,1366,102,423,1197,0.25,0.311,0.397,,,,,,,
2014,27,MIN Twins,"2,250,606.00","27,785.00","$87,044,000 ",1.77,0.4321,70,92,-0.4,27,162,4.41,1412,99,544,1329,0.254,0.324,0.389,,,,,,,
2014,16,NY Mets,"2,148,808.00","26,528.00","$82,663,615 ",1.69,0.48765,79,83,0.1,16,162,3.88,1306,101,516,1264,0.239,0.308,0.364,,,,,,,
2014,13,NY Yankees,"3,401,624.00","41,995.00","$258,118,959 ",5.26,0.51852,84,78,-0.2,13,162,3.91,1349,112,452,1133,0.245,0.307,0.38,,,,,,,
2014,10,OAK Athletics,"2,003,628.00","24,736.00","$89,160,900 ",1.82,0.54321,88,74,1,10,162,4.5,1354,83,586,1104,0.244,0.32,0.381,,,,,,,
2014,23,PHI Phillies,"2,423,852.00","29,924.00","$176,444,967 ",3.6,0.45062,73,89,-0.4,23,162,3.82,1356,109,443,1306,0.242,0.302,0.363,,,,,,,
2014,9,PIT Pirates,"2,442,564.00","30,155.00","$80,729,000 ",1.65,0.54321,88,74,0.3,9,162,4.21,1436,104,520,1244,0.259,0.33,0.404,,,,,,,
2014,18,SD Padres,"2,195,373.00","27,103.00","$76,662,100 ",1.56,0.47531,77,85,-0.3,20,162,3.3,1199,91,468,1294,0.226,0.292,0.342,,,,,,,
2014,1,SF Giants,"2,064,334.00","25,486.00","$95,471,000 ",1.95,0.54321,88,74,0.3,8,162,3.91,1328,96,396,1232,0.244,0.3,0.376,,,,,,,
2014,11,SEA Mariners,"3,368,697.00","41,589.00","$163,510,167 ",3.33,0.53704,87,75,0.5,11,162,4.1,1407,56,427,1245,0.255,0.311,0.388,,,,,,,
2014,3,STL Cardinals,"3,540,649.00","43,712.00","$129,932,500 ",2.65,0.55556,90,72,0.1,5,162,3.82,1371,57,471,1133,0.253,0.32,0.369,,,,,,,
2014,20,TB Rays,"1,446,464.00","17,858.00","$77,814,300 ",1.59,0.47531,77,85,-0.1,18,162,3.78,1361,63,527,1124,0.247,0.317,0.367,,,,,,,
2014,28,TEX Rangers,"2,718,733.00","33,565.00","$129,801,239 ",2.65,0.41358,67,95,-0.8,28,162,3.93,1400,105,417,1162,0.256,0.314,0.375,,,,,,,
2014,14,TOR Blue Jays,"2,375,525.00","29,327.00","$136,466,200 ",2.78,0.51235,83,79,0.2,14,162,4.46,1435,78,502,1151,0.259,0.323,0.414,,,,,,,
2014,5,WAS Nationals,"2,579,389.00","31,844.00","$137,235,080 ",2.8,0.59259,96,66,0.8,2,162,4.23,1403,101,517,1304,0.253,0.321,0.393,,,,,,,
2013,16,AZ Diamondbacks,"2,134,895.00","26,357.00","$80,060,500 ",1.76,0.47531,81,81,-0.1,16,162,4.23,1468,62,519,1142,0.259,0.323,0.391,,,,,,,
2013,8,ATL Braves,"2,548,679.00","31,465.00","$95,618,750 ",2.1,0.59259,96,66,0.9,3,162,4.25,1354,64,542,1384,0.249,0.321,0.402,,,,,,,
