Entity,Code,Year,Period life expectancy at birth
France,FRA,1932,57.22
France,FRA,1933,57.65
France,FRA,1934,58.3
France,FRA,1935,58.28
France,FRA,1936,58.76
France,FRA,1937,59.11
France,FRA,1938,58.93
France,FRA,1939,59.55
France,FRA,1940,49.6
France,FRA,1941,57.42
France,FRA,1942,57.44
France,FRA,1943,53.3
France,FRA,1944,47.17
France,FRA,1945,54.93
France,FRA,1946,62.36
France,FRA,1947,63.95
France,FRA,1948,65.78
France,FRA,1949,64.9
France,FRA,1950,66.3819
France,FRA,1951,66.0968
France,FRA,1952,67.3912
France,FRA,1953,67.3191
France,FRA,1954,68.1882
France,FRA,1955,68.4442
France,FRA,1956,68.4647
France,FRA,1957,68.8972
France,FRA,1958,70.1071
France,FRA,1959,70.1683
France,FRA,1960,70.3675
France,FRA,1961,70.9582
France,FRA,1962,70.4704
France,FRA,1963,70.3204
France,FRA,1964,71.2802
France,FRA,1965,71.1067
France,FRA,1966,71.5138
France,FRA,1967,71.4983
France,FRA,1968,71.4857
France,FRA,1969,71.2063
France,FRA,1970,72.0915
France,FRA,1971,72.0735
France,FRA,1972,72.3134
France,FRA,1973,72.4756
France,FRA,1974,72.8037
France,FRA,1975,72.9001
France,FRA,1976,73.122
France,FRA,1977,73.7282
France,FRA,1978,73.8445
France,FRA,1979,74.125
France,FRA,1980,74.2335
France,FRA,1981,74.3965
France,FRA,1982,74.7657
France,FRA,1983,74.7344
France,FRA,1984,75.2175
France,FRA,1985,75.309
France,FRA,1986,75.5776
France,FRA,1987,76.1465
France,FRA,1988,76.398
France,FRA,1989,76.5432
France,FRA,1990,76.8351
France,FRA,1991,77.0162
France,FRA,1992,77.2973
France,FRA,1993,77.3488
France,FRA,1994,77.7681
France,FRA,1995,77.8715
France,FRA,1996,78.0613
France,FRA,1997,78.4246
France,FRA,1998,78.5879
France,FRA,1999,78.7457
France,FRA,2000,79.0438
France,FRA,2001,79.2208
France,FRA,2002,79.4109
France,FRA,2003,79.419
France,FRA,2004,80.3363
France,FRA,2005,80.3367
France,FRA,2006,80.7449
France,FRA,2007,80.9602
France,FRA,2008,81.0392
France,FRA,2009,81.1635
France,FRA,2010,81.4047
France,FRA,2011,81.781
France,FRA,2012,81.739
France,FRA,2013,81.9786
France,FRA,2014,82.4366
France,FRA,2015,82.1487
France,FRA,2016,82.4008
France,FRA,2017,82.4385
France,FRA,2018,82.5682
France,FRA,2019,82.7304
France,FRA,2020,82.1993
France,FRA,2021,82.3216
France,FRA,2022,82.4753
France,FRA,2023,83.3253
French Guiana,GUF,1950,47.7369
French Guiana,GUF,1951,48.424
French Guiana,GUF,1952,48.9894
French Guiana,GUF,1953,49.5375
French Guiana,GUF,1954,50.0981
French Guiana,GUF,1955,50.7427
French Guiana,GUF,1956,51.5508
French Guiana,GUF,1957,52.5549
French Guiana,GUF,1958,53.6356
French Guiana,GUF,1959,54.7426
French Guiana,GUF,1960,55.8157
French Guiana,GUF,1961,56.8919
French Guiana,GUF,1962,57.9202
French Guiana,GUF,1963,58.8599
French Guiana,GUF,1964,59.7396
French Guiana,GUF,1965,60.5477
French Guiana,GUF,1966,61.2722
French Guiana,GUF,1967,61.8905
French Guiana,GUF,1968,62.4141
French Guiana,GUF,1969,62.8784
French Guiana,GUF,1970,63.2738
French Guiana,GUF,1971,63.6547
French Guiana,GUF,1972,64.0398
French Guiana,GUF,1973,64.4117
French Guiana,GUF,1974,64.7384
French Guiana,GUF,1975,65.0231
French Guiana,GUF,1976,65.2518
French Guiana,GUF,1977,65.5495
French Guiana,GUF,1978,66.0062
French Guiana,GUF,1979,66.5633
French Guiana,GUF,1980,67.1353
French Guiana,GUF,1981,67.6472
French Guiana,GUF,1982,68.1305
French Guiana,GUF,1983,68.5921
French Guiana,GUF,1984,69.0152
French Guiana,GUF,1985,69.3884
French Guiana,GUF,1986,69.7173
French Guiana,GUF,1987,70.0449
French Guiana,GUF,1988,70.3586
French Guiana,GUF,1989,70.6336
French Guiana,GUF,1990,70.8509
French Guiana,GUF,1991,71.0416
French Guiana,GUF,1992,71.2419
French Guiana,GUF,1993,71.4598
French Guiana,GUF,1994,71.6908
French Guiana,GUF,1995,71.9176
French Guiana,GUF,1996,72.1263
French Guiana,GUF,1997,72.2186
French Guiana,GUF,1998,72.4918
French Guiana,GUF,1999,72.7198
French Guiana,GUF,2000,72.9651
French Guiana,GUF,2001,73.3225
French Guiana,GUF,2002,73.4925
French Guiana,GUF,2003,73.5778
French Guiana,GUF,2004,73.8038
French Guiana,GUF,2005,74.1342
French Guiana,GUF,2006,74.5652
French Guiana,GUF,2007,74.952
French Guiana,GUF,2008,75.3653
French Guiana,GUF,2009,75.6351
French Guiana,GUF,2010,75.8516
French Guiana,GUF,2011,76.0172
French Guiana,GUF,2012,76.2166
French Guiana,GUF,2013,76.4587
French Guiana,GUF,2014,76.6767
French Guiana,GUF,2015,76.6314
French Guiana,GUF,2016,76.652
French Guiana,GUF,2017,76.7994
French Guiana,GUF,2018,77.2376
French Guiana,GUF,2019,76.5711
French Guiana,GUF,2020,77.5067
French Guiana,GUF,2021,74.1955
French Guiana,GUF,2022,76.7942
French Guiana,GUF,2023,76.9781
French Polynesia,PYF,1950,51.8591
French Polynesia,PYF,1951,52.8434
French Polynesia,PYF,1952,53.7748
French Polynesia,PYF,1953,54.7244
French Polynesia,PYF,1954,55.5849
French Polynesia,PYF,1955,56.3959
French Polynesia,PYF,1956,57.1807
French Polynesia,PYF,1957,57.8546
French Polynesia,PYF,1958,58.4251
French Polynesia,PYF,1959,58.9668
French Polynesia,PYF,1960,59.445
French Polynesia,PYF,1961,59.8504
French Polynesia,PYF,1962,60.2014
French Polynesia,PYF,1963,60.5135
French Polynesia,PYF,1964,60.7972
French Polynesia,PYF,1965,61.0689
French Polynesia,PYF,1966,61.3529
French Polynesia,PYF,1967,61.6453
French Polynesia,PYF,1968,61.9314
French Polynesia,PYF,1969,62.2135
French Polynesia,PYF,1970,62.495
French Polynesia,PYF,1971,62.7817
French Polynesia,PYF,1972,63.0818
French Polynesia,PYF,1973,63.4005
French Polynesia,PYF,1974,63.7778
French Polynesia,PYF,1975,64.2488
French Polynesia,PYF,1976,64.7609
French Polynesia,PYF,1977,65.3099
French Polynesia,PYF,1978,65.8907
French Polynesia,PYF,1979,66.6119
French Polynesia,PYF,1980,67.4054
French Polynesia,PYF,1981,68.1567
French Polynesia,PYF,1982,68.9222
French Polynesia,PYF,1983,69.7018
French Polynesia,PYF,1984,70.5587
French Polynesia,PYF,1985,71.2033
French Polynesia,PYF,1986,71.9674
French Polynesia,PYF,1987,72.4485
French Polynesia,PYF,1988,73.0882
French Polynesia,PYF,1989,73.4944
French Polynesia,PYF,1990,73.9083
French Polynesia,PYF,1991,74.295
French Polynesia,PYF,1992,74.7459
French Polynesia,PYF,1993,75.1912
French Polynesia,PYF,1994,75.6504
French Polynesia,PYF,1995,76.2426
French Polynesia,PYF,1996,76.8134
French Polynesia,PYF,1997,77.3803
French Polynesia,PYF,1998,77.8419
French Polynesia,PYF,1999,78.5739
French Polynesia,PYF,2000,79.0001
French Polynesia,PYF,2001,79.3158
French Polynesia,PYF,2002,79.5438
French Polynesia,PYF,2003,79.7103
French Polynesia,PYF,2004,79.829
French Polynesia,PYF,2005,79.9511
French Polynesia,PYF,2006,80.0999
French Polynesia,PYF,2007,80.3277
French Polynesia,PYF,2008,80.5874
French Polynesia,PYF,2009,80.8667
French Polynesia,PYF,2010,81.1407
French Polynesia,PYF,2011,81.4341
French Polynesia,PYF,2012,81.6953
French Polynesia,PYF,2013,81.9352
French Polynesia,PYF,2014,82.1514
French Polynesia,PYF,2015,82.3393
French Polynesia,PYF,2016,82.5551
French Polynesia,PYF,2017,82.7741
French Polynesia,PYF,2018,82.9852
French Polynesia,PYF,2019,83.1955
French Polynesia,PYF,2020,82.4588
French Polynesia,PYF,2021,79.5711
French Polynesia,PYF,2022,83.8594
French Polynesia,PYF,2023,84.0698
Gabon,GAB,1950,39.2682
Gabon,GAB,1951,39.9781
Gabon,GAB,1952,40.7373
Gabon,GAB,1953,41.483
Gabon,GAB,1954,42.1891
Gabon,GAB,1955,42.946
Gabon,GAB,1956,43.6547
Gabon,GAB,1957,44.3631
Gabon,GAB,1958,45.0635
Gabon,GAB,1959,45.756
Gabon,GAB,1960,46.4427
Gabon,GAB,1961,47.1152
Gabon,GAB,1962,47.7767
Gabon,GAB,1963,48.4248
Gabon,GAB,1964,48.9938
Gabon,GAB,1965,49.7096
Gabon,GAB,1966,50.3217
Gabon,GAB,1967,50.9284
Gabon,GAB,1968,51.5454
Gabon,GAB,1969,52.127
Gabon,GAB,1970,52.6973
Gabon,GAB,1971,53.2586
Gabon,GAB,1972,53.8109
Gabon,GAB,1973,54.3524
Gabon,GAB,1974,54.9106
Gabon,GAB,1975,55.4549
Gabon,GAB,1976,55.97
Gabon,GAB,1977,56.4674
Gabon,GAB,1978,56.9542
Gabon,GAB,1979,57.438
Gabon,GAB,1980,57.8926
Gabon,GAB,1981,58.3323
Gabon,GAB,1982,58.6438
Gabon,GAB,1983,58.9942
Gabon,GAB,1984,59.3396
Gabon,GAB,1985,59.6648
Gabon,GAB,1986,59.9564
Gabon,GAB,1987,60.1995
Gabon,GAB,1988,60.3978
Gabon,GAB,1989,60.5844
Gabon,GAB,1990,60.7355
Gabon,GAB,1991,60.8908
Gabon,GAB,1992,61.0134
Gabon,GAB,1993,61.1248
Gabon,GAB,1994,61.183
Gabon,GAB,1995,61.2696
Gabon,GAB,1996,61.2648
Gabon,GAB,1997,61.3955
Gabon,GAB,1998,61.506
Gabon,GAB,1999,61.658
Gabon,GAB,2000,61.8098
Gabon,GAB,2001,61.9818
Gabon,GAB,2002,62.1752
Gabon,GAB,2003,62.4627
Gabon,GAB,2004,62.6944
Gabon,GAB,2005,62.978
Gabon,GAB,2006,63.2589
Gabon,GAB,2007,63.6186
Gabon,GAB,2008,64.0109
Gabon,GAB,2009,64.3612
Gabon,GAB,2010,64.7148
Gabon,GAB,2011,65.1016
Gabon,GAB,2012,65.4384
Gabon,GAB,2013,65.7506
Gabon,GAB,2014,66.0698
Gabon,GAB,2015,66.3361
Gabon,GAB,2016,66.5832
Gabon,GAB,2017,66.8163
Gabon,GAB,2018,67.0426
Gabon,GAB,2019,67.3369
Gabon,GAB,2020,67.0725
Gabon,GAB,2021,67.0715
Gabon,GAB,2022,67.713
Gabon,GAB,2023,68.3367
Gambia,GMB,1950,31.1556
Gambia,GMB,1951,31.4513
Gambia,GMB,1952,31.7093
Gambia,GMB,1953,31.9172
Gambia,GMB,1954,32.1781
Gambia,GMB,1955,32.4107
Gambia,GMB,1956,32.7556
Gambia,GMB,1957,33.1152
Gambia,GMB,1958,33.6099
Gambia,GMB,1959,34.0854
Gambia,GMB,1960,34.5741
Gambia,GMB,1961,35.0632
Gambia,GMB,1962,35.5986
Gambia,GMB,1963,36.0864
Gambia,GMB,1964,36.579
Gambia,GMB,1965,37.1196
Gambia,GMB,1966,37.5585
Gambia,GMB,1967,38.0633
Gambia,GMB,1968,38.5333
Gambia,GMB,1969,39.0043
Gambia,GMB,1970,39.5325
Gambia,GMB,1971,40.0479
Gambia,GMB,1972,40.5487
Gambia,GMB,1973,41.0881
Gambia,GMB,1974,41.6759
Gambia,GMB,1975,42.192
Gambia,GMB,1976,42.8764
Gambia,GMB,1977,43.3658
Gambia,GMB,1978,43.5733
Gambia,GMB,1979,44.5174
Gambia,GMB,1980,44.9773
Gambia,GMB,1981,44.4894
Gambia,GMB,1982,46.2501
Gambia,GMB,1983,46.892
Gambia,GMB,1984,47.5128
Gambia,GMB,1985,48.1512
Gambia,GMB,1986,48.798
Gambia,GMB,1987,49.3917
Gambia,GMB,1988,50.1461
Gambia,GMB,1989,50.7249
Gambia,GMB,1990,51.2782
Gambia,GMB,1991,51.8574
Gambia,GMB,1992,52.4771
Gambia,GMB,1993,53.1503
Gambia,GMB,1994,53.7676
Gambia,GMB,1995,54.2923
Gambia,GMB,1996,54.8493
Gambia,GMB,1997,55.2254
Gambia,GMB,1998,56.0074
Gambia,GMB,1999,56.4657
Gambia,GMB,2000,56.8994
Gambia,GMB,2001,57.2832
Gambia,GMB,2002,57.7361
Gambia,GMB,2003,58.2232
Gambia,GMB,2004,58.7491
Gambia,GMB,2005,59.1098
Gambia,GMB,2006,59.667
Gambia,GMB,2007,60.0014
Gambia,GMB,2008,60.4734
Gambia,GMB,2009,60.7348
Gambia,GMB,2010,61.1675
Gambia,GMB,2011,61.5612
Gambia,GMB,2012,61.9
Gambia,GMB,2013,62.2525
Gambia,GMB,2014,62.5759
Gambia,GMB,2015,62.9713
Gambia,GMB,2016,63.3862
Gambia,GMB,2017,63.7076
Gambia,GMB,2018,64.0339
Gambia,GMB,2019,64.4275
Gambia,GMB,2020,64.4183
Gambia,GMB,2021,63.8475
Gambia,GMB,2022,64.859
Gambia,GMB,2023,65.8603
Georgia,GEO,1950,57.7105
Georgia,GEO,1951,58.0493
Georgia,GEO,1952,58.404
Georgia,GEO,1953,58.7675
Georgia,GEO,1954,59.1236
Georgia,GEO,1955,59.4779
Georgia,GEO,1956,59.8504
Georgia,GEO,1957,60.2438
Georgia,GEO,1958,60.6024
Georgia,GEO,1959,60.9936
Georgia,GEO,1960,61.3472
Georgia,GEO,1961,61.7201
Georgia,GEO,1962,62.078
Georgia,GEO,1963,62.4572
Georgia,GEO,1964,62.818
Georgia,GEO,1965,63.0967
Georgia,GEO,1966,63.3969
Georgia,GEO,1967,63.7721
Georgia,GEO,1968,64.1393
Georgia,GEO,1969,64.5088
Georgia,GEO,1970,64.8687
Georgia,GEO,1971,65.1892
Georgia,GEO,1972,65.5156
Georgia,GEO,1973,65.8508
Georgia,GEO,1974,66.1798
Georgia,GEO,1975,66.5116
Georgia,GEO,1976,66.894
Georgia,GEO,1977,67.2462
Georgia,GEO,1978,67.5969
Georgia,GEO,1979,67.9425
Georgia,GEO,1980,68.2726
Georgia,GEO,1981,68.741
Georgia,GEO,1982,69.1093
Georgia,GEO,1983,69.135
Georgia,GEO,1984,68.795
Georgia,GEO,1985,69.0062
Georgia,GEO,1986,69.2247
Georgia,GEO,1987,69.2189
Georgia,GEO,1988,68.8245
Georgia,GEO,1989,68.6351
Georgia,GEO,1990,68.6787
Georgia,GEO,1991,68.2022
Georgia,GEO,1992,67.7801
Georgia,GEO,1993,67.4052
Georgia,GEO,1994,68.6692
Georgia,GEO,1995,69.3982
Georgia,GEO,1996,70.637
Georgia,GEO,1997,69.6832
Georgia,GEO,1998,69.7869
Georgia,GEO,1999,70.0116
Georgia,GEO,2000,70.0909
Georgia,GEO,2001,70.3705
Georgia,GEO,2002,70.438
Georgia,GEO,2003,71.3766
Georgia,GEO,2004,71.0115
Georgia,GEO,2005,70.6895
Georgia,GEO,2006,70.9829
Georgia,GEO,2007,70.9852
Georgia,GEO,2008,70.9494
Georgia,GEO,2009,71.0578
Georgia,GEO,2010,71.7318
Georgia,GEO,2011,72.4846
Georgia,GEO,2012,72.6721
Georgia,GEO,2013,73.0247
Georgia,GEO,2014,73.1051
Georgia,GEO,2015,73.241
Georgia,GEO,2016,73.1358
Georgia,GEO,2017,73.4347
Georgia,GEO,2018,73.9847
Georgia,GEO,2019,74.1649
Georgia,GEO,2020,73.5094
Georgia,GEO,2021,71.6353
Georgia,GEO,2022,74.1409
Georgia,GEO,2023,74.4965
Germany,DEU,1875,38.37
Germany,DEU,1885,39.44
Germany,DEU,1895,42.38
Germany,DEU,1905,45.45
Germany,DEU,1911,49
Germany,DEU,1915,40.52
Germany,DEU,1925,57.42
Germany,DEU,1935,61.5
Germany,DEU,1946,60.511
Germany,DEU,1950,66.8112
Germany,DEU,1951,67.1418
Germany,DEU,1952,67.4591
Germany,DEU,1953,67.7647
Germany,DEU,1954,68.0585
Germany,DEU,1955,68.3412
Germany,DEU,1956,68.5853
Germany,DEU,1957,68.4992
Germany,DEU,1958,69.2328
Germany,DEU,1959,69.3345
Germany,DEU,1960,69.2509
Germany,DEU,1961,69.837
Germany,DEU,1962,69.9991
Germany,DEU,1963,70.1167
Germany,DEU,1964,70.6493
Germany,DEU,1965,70.6251
Germany,DEU,1966,70.7413
Germany,DEU,1967,70.9581
Germany,DEU,1968,70.6078
Germany,DEU,1969,70.4581
Germany,DEU,1970,70.6782
Germany,DEU,1971,70.9119
Germany,DEU,1972,71.1482
Germany,DEU,1973,71.362
Germany,DEU,1974,71.6776
Germany,DEU,1975,71.5162
Germany,DEU,1976,71.9791
Germany,DEU,1977,72.5901
Germany,DEU,1978,72.5703
Germany,DEU,1979,72.9181
Germany,DEU,1980,73.0883
Germany,DEU,1981,73.331
Germany,DEU,1982,73.6277
Germany,DEU,1983,73.9176
Germany,DEU,1984,74.3796
Germany,DEU,1985,74.4919
Germany,DEU,1986,74.6953
Germany,DEU,1987,75.1073
Germany,DEU,1988,75.2806
Germany,DEU,1989,75.467
Germany,DEU,1990,75.3414
Germany,DEU,1991,75.5597
Germany,DEU,1992,76.0035
Germany,DEU,1993,76.0803
Germany,DEU,1994,76.3799
Germany,DEU,1995,76.5515
Germany,DEU,1996,76.7833
Germany,DEU,1997,77.2182
Germany,DEU,1998,77.5759
Germany,DEU,1999,77.7977
Germany,DEU,2000,78.0563
Germany,DEU,2001,78.4023
Germany,DEU,2002,78.4749
Germany,DEU,2003,78.5361
Germany,DEU,2004,79.1186
Germany,DEU,2005,79.254
Germany,DEU,2006,79.5862
Germany,DEU,2007,79.7306
Germany,DEU,2008,79.8161
Germany,DEU,2009,79.9151
Germany,DEU,2010,80.0814
Germany,DEU,2011,80.3549
Germany,DEU,2012,80.5017
Germany,DEU,2013,80.454
Germany,DEU,2014,80.9056
Germany,DEU,2015,80.5658
Germany,DEU,2016,80.8371
Germany,DEU,2017,80.9371
Germany,DEU,2018,80.8747
Germany,DEU,2019,81.1893
Germany,DEU,2020,81.0036
Germany,DEU,2021,81.1059
Germany,DEU,2022,80.5796
Germany,DEU,2023,81.3777
Ghana,GHA,1921,28
Ghana,GHA,1950,43.0716
Ghana,GHA,1951,43.594
Ghana,GHA,1952,44.0368
Ghana,GHA,1953,44.5057
Ghana,GHA,1954,44.987
Ghana,GHA,1955,45.3727
Ghana,GHA,1956,45.7477
Ghana,GHA,1957,46.1308
Ghana,GHA,1958,46.4025
Ghana,GHA,1959,46.7095
Ghana,GHA,1960,46.9416
Ghana,GHA,1961,47.1275
Ghana,GHA,1962,47.3353
Ghana,GHA,1963,47.4758
Ghana,GHA,1964,47.6371
Ghana,GHA,1965,47.6889
Ghana,GHA,1966,47.7082
Ghana,GHA,1967,47.7342
Ghana,GHA,1968,47.7583
Ghana,GHA,1969,47.8953
Ghana,GHA,1970,47.8884
Ghana,GHA,1971,47.9487
Ghana,GHA,1972,48.2737
Ghana,GHA,1973,48.5772
Ghana,GHA,1974,48.9182
Ghana,GHA,1975,49.3226
Ghana,GHA,1976,49.7323
Ghana,GHA,1977,50.079
Ghana,GHA,1978,50.4607
Ghana,GHA,1979,50.7869
Ghana,GHA,1980,51.0594
Ghana,GHA,1981,51.3127
Ghana,GHA,1982,51.425
Ghana,GHA,1983,51.7799
Ghana,GHA,1984,52.2322
Ghana,GHA,1985,52.732
Ghana,GHA,1986,53.2758
Ghana,GHA,1987,53.8179
Ghana,GHA,1988,54.3957
Ghana,GHA,1989,54.9364
Ghana,GHA,1990,55.3949
Ghana,GHA,1991,55.722
Ghana,GHA,1992,56.0554
Ghana,GHA,1993,56.2862
Ghana,GHA,1994,56.2339
Ghana,GHA,1995,56.662
Ghana,GHA,1996,56.9568
Ghana,GHA,1997,57.2414
Ghana,GHA,1998,57.5245
Ghana,GHA,1999,57.8354
Ghana,GHA,2000,58.1392
Ghana,GHA,2001,58.403
Ghana,GHA,2002,58.7086
Ghana,GHA,2003,59.0141
Ghana,GHA,2004,59.3159
Ghana,GHA,2005,59.6381
Ghana,GHA,2006,59.9753
Ghana,GHA,2007,60.2822
Ghana,GHA,2008,60.5785
Ghana,GHA,2009,60.9278
Ghana,GHA,2010,61.2974
Ghana,GHA,2011,61.6169
Ghana,GHA,2012,61.9954
Ghana,GHA,2013,62.3969
Ghana,GHA,2014,62.8321
Ghana,GHA,2015,63.1749
Ghana,GHA,2016,63.5216
Ghana,GHA,2017,63.829
Ghana,GHA,2018,64.1382
Ghana,GHA,2019,64.4554
Ghana,GHA,2020,64.3089
Ghana,GHA,2021,64.2862
Ghana,GHA,2022,65.246
Ghana,GHA,2023,65.4979
Gibraltar,GIB,1950,65.104
Gibraltar,GIB,1951,65.2862
Gibraltar,GIB,1952,65.6365
Gibraltar,GIB,1953,66.18
Gibraltar,GIB,1954,66.8386
Gibraltar,GIB,1955,67.6917
Gibraltar,GIB,1956,68.5145
Gibraltar,GIB,1957,69.1144
Gibraltar,GIB,1958,69.7109
Gibraltar,GIB,1959,70.1092
Gibraltar,GIB,1960,70.2091
Gibraltar,GIB,1961,70.1648
Gibraltar,GIB,1962,70.1735
Gibraltar,GIB,1963,70.2493
Gibraltar,GIB,1964,70.4382
Gibraltar,GIB,1965,70.755
Gibraltar,GIB,1966,71.178
Gibraltar,GIB,1967,71.5404
Gibraltar,GIB,1968,71.7092
Gibraltar,GIB,1969,71.8119
Gibraltar,GIB,1970,71.8882
Gibraltar,GIB,1971,72.1031
Gibraltar,GIB,1972,72.356
Gibraltar,GIB,1973,72.707
Gibraltar,GIB,1974,73.0526
Gibraltar,GIB,1975,73.3215
Gibraltar,GIB,1976,73.4429
Gibraltar,GIB,1977,73.479
Gibraltar,GIB,1978,73.5124
Gibraltar,GIB,1979,73.5853
Gibraltar,GIB,1980,73.7548
Gibraltar,GIB,1981,73.9989
Gibraltar,GIB,1982,74.325
Gibraltar,GIB,1983,74.613
Gibraltar,GIB,1984,74.9349
Gibraltar,GIB,1985,75.2316
Gibraltar,GIB,1986,75.5571
Gibraltar,GIB,1987,75.8713
Gibraltar,GIB,1988,76.1795
Gibraltar,GIB,1989,76.4744
Gibraltar,GIB,1990,76.8143
Gibraltar,GIB,1991,77.1177
Gibraltar,GIB,1992,77.412
Gibraltar,GIB,1993,77.7223
Gibraltar,GIB,1994,78.0515
Gibraltar,GIB,1995,78.345
Gibraltar,GIB,1996,78.6957
Gibraltar,GIB,1997,79.0973
Gibraltar,GIB,1998,79.4765
Gibraltar,GIB,1999,79.8124
Gibraltar,GIB,2000,80.1446
Gibraltar,GIB,2001,80.4187
Gibraltar,GIB,2002,80.5898
Gibraltar,GIB,2003,80.7126
Gibraltar,GIB,2004,80.8559
Gibraltar,GIB,2005,80.9906
Gibraltar,GIB,2006,81.1033
Gibraltar,GIB,2007,81.2695
Gibraltar,GIB,2008,81.5414
Gibraltar,GIB,2009,81.8073
Gibraltar,GIB,2010,82.0797
Gibraltar,GIB,2011,82.3334
Gibraltar,GIB,2012,82.5267
Gibraltar,GIB,2013,82.5861
Gibraltar,GIB,2014,82.6444
Gibraltar,GIB,2015,82.6682
Gibraltar,GIB,2016,82.741
Gibraltar,GIB,2017,82.8576
Gibraltar,GIB,2018,83.0279
Gibraltar,GIB,2019,83.1834
Gibraltar,GIB,2020,83.0698
Gibraltar,GIB,2021,80.2743
Gibraltar,GIB,2022,83.5167
Gibraltar,GIB,2023,83.553
Greece,GRC,1877,36.6
Greece,GRC,1882,37.1
Greece,GRC,1887,37.7
Greece,GRC,1892,38.5
Greece,GRC,1897,39.4
Greece,GRC,1902,40.4
Greece,GRC,1907,41.2
Greece,GRC,1920,44.652
Greece,GRC,1922,45.2
Greece,GRC,1927,48.2
Greece,GRC,1928,46.175
Greece,GRC,1929,49.968
Greece,GRC,1932,50.5
Greece,GRC,1937,52.8
Greece,GRC,1940,54.336
Greece,GRC,1950,66.213
Greece,GRC,1951,66.7349
Greece,GRC,1952,67.3232
Greece,GRC,1953,67.4679
Greece,GRC,1954,68.0463
Greece,GRC,1955,68.5927
Greece,GRC,1956,68.1218
Greece,GRC,1957,68.3968
Greece,GRC,1958,69.7066
Greece,GRC,1959,69.5782
Greece,GRC,1960,70.5236
Greece,GRC,1961,70.3855
Greece,GRC,1962,70.3143
Greece,GRC,1963,70.6473
Greece,GRC,1964,70.5313
Greece,GRC,1965,71.4608
Greece,GRC,1966,71.8588
Greece,GRC,1967,71.3891
Greece,GRC,1968,71.4658
Greece,GRC,1969,72.0603
Greece,GRC,1970,72.7479
Greece,GRC,1971,72.939
Greece,GRC,1972,72.7238
Greece,GRC,1973,72.9757
Greece,GRC,1974,73.4724
Greece,GRC,1975,73.4734
Greece,GRC,1976,73.7477
Greece,GRC,1977,73.7515
Greece,GRC,1978,74.4411
Greece,GRC,1979,74.6714
Greece,GRC,1980,74.4811
Greece,GRC,1981,74.9087
Greece,GRC,1982,75.2082
Greece,GRC,1983,75.4972
Greece,GRC,1984,75.7849
Greece,GRC,1985,76.14
Greece,GRC,1986,76.5361
Greece,GRC,1987,76.1047
Greece,GRC,1988,77.0015
Greece,GRC,1989,77.1329
Greece,GRC,1990,77.2986
Greece,GRC,1991,77.386
Greece,GRC,1992,77.3061
Greece,GRC,1993,77.691
Greece,GRC,1994,77.8579
Greece,GRC,1995,77.893
Greece,GRC,1996,78.0364
Greece,GRC,1997,78.3991
Greece,GRC,1998,78.3027
Greece,GRC,1999,78.4233
Greece,GRC,2000,78.442
Greece,GRC,2001,78.9087
Greece,GRC,2002,79.0305
Greece,GRC,2003,79.0848
Greece,GRC,2004,79.3503
Greece,GRC,2005,79.6505
Greece,GRC,2006,79.7605
Greece,GRC,2007,79.6615
Greece,GRC,2008,80.1047
Greece,GRC,2009,80.3677
Greece,GRC,2010,80.5727
Greece,GRC,2011,80.6248
Greece,GRC,2012,80.4221
Greece,GRC,2013,81.067
Greece,GRC,2014,81.1203
Greece,GRC,2015,80.7894
Greece,GRC,2016,81.2692
Greece,GRC,2017,80.9614
Greece,GRC,2018,81.4954
Greece,GRC,2019,81.3487
Greece,GRC,2020,81.5361
Greece,GRC,2021,80.5312
Greece,GRC,2022,79.9441
Greece,GRC,2023,81.8568
Greenland,GRL,1950,39.5027
Greenland,GRL,1951,41.0852
Greenland,GRL,1952,42.848
Greenland,GRL,1953,44.6545
Greenland,GRL,1954,46.6507
Greenland,GRL,1955,48.7947
Greenland,GRL,1956,51.104
Greenland,GRL,1957,53.5307
Greenland,GRL,1958,55.559
Greenland,GRL,1959,57.2494
Greenland,GRL,1960,58.5461
Greenland,GRL,1961,59.3855
Greenland,GRL,1962,59.9195
Greenland,GRL,1963,60.2809
Greenland,GRL,1964,60.6938
Greenland,GRL,1965,61.2235
Greenland,GRL,1966,61.6513
Greenland,GRL,1967,62.223
Greenland,GRL,1968,62.66
Greenland,GRL,1969,63.033
Greenland,GRL,1970,63.0296
Greenland,GRL,1971,62.9733
Greenland,GRL,1972,62.7342
Greenland,GRL,1973,62.3944
Greenland,GRL,1974,61.9639
Greenland,GRL,1975,61.7461
Greenland,GRL,1976,61.6715
Greenland,GRL,1977,61.6505
Greenland,GRL,1978,61.7667
Greenland,GRL,1979,61.9804
Greenland,GRL,1980,62.16
Greenland,GRL,1981,62.3315
Greenland,GRL,1982,62.5072
Greenland,GRL,1983,62.6433
Greenland,GRL,1984,62.746
Greenland,GRL,1985,62.8242
Greenland,GRL,1986,62.8715
Greenland,GRL,1987,62.9136
Greenland,GRL,1988,62.9852
Greenland,GRL,1989,63.094
Greenland,GRL,1990,63.2397
Greenland,GRL,1991,63.5142
Greenland,GRL,1992,63.7924
Greenland,GRL,1993,64.0794
Greenland,GRL,1994,63.9129
Greenland,GRL,1995,64.1569
Greenland,GRL,1996,64.3306
Greenland,GRL,1997,64.4872
Greenland,GRL,1998,64.6589
Greenland,GRL,1999,65.1213
Greenland,GRL,2000,65.6313
