State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
40,153,OK,Woodward County,"2,726","2,095","3,357",14.7,11.3,18.1,888,615,"1,161",19.1,13.2,25,633,426,840,18,12.1,23.9,"59,312","52,289","66,335",.,.,.,.,.,.
41,0,OR,Oregon,"503,758","490,856","516,660",12.1,11.8,12.4,"111,495","104,717","118,273",13.6,12.8,14.4,"78,138","71,799","84,477",12.7,11.7,13.7,"80,061","79,043","81,079","29,320","26,574","32,066",15,13.6,16.4
41,1,OR,Baker County,"2,677","2,104","3,250",16.2,12.7,19.7,648,436,860,20,13.4,26.6,458,298,618,18.7,12.1,25.3,"59,123","52,542","65,704",.,.,.,.,.,.
41,3,OR,Benton County,"14,844","13,026","16,662",16.2,14.2,18.2,"1,689","1,211","2,167",11.5,8.2,14.8,"1,120",753,"1,487",9.8,6.6,13,"74,800","68,369","81,231",.,.,.,.,.,.
41,5,OR,Clackamas County,"29,176","25,210","33,142",6.9,6,7.8,"5,910","4,338","7,482",6.9,5.1,8.7,"3,986","2,765","5,207",6,4.2,7.8,"100,376","97,154","103,598",.,.,.,.,.,.
41,7,OR,Clatsop County,"6,226","5,285","7,167",15.3,13,17.6,"1,315","1,014","1,616",18.6,14.3,22.9,861,623,"1,099",16.1,11.7,20.5,"65,160","57,309","73,011",.,.,.,.,.,.
41,9,OR,Columbia County,"5,248","4,076","6,420",9.8,7.6,12,"1,227",843,"1,611",11.5,7.9,15.1,882,599,"1,165",11,7.5,14.5,"81,463","73,023","89,903",.,.,.,.,.,.
41,11,OR,Coos County,"10,100","8,204","11,996",16,13,19,"2,253","1,552","2,954",20.9,14.4,27.4,"1,610","1,076","2,144",19.8,13.2,26.4,"61,386","57,889","64,883",.,.,.,.,.,.
41,13,OR,Crook County,"3,416","2,729","4,103",12.8,10.2,15.4,865,621,"1,109",16.8,12.1,21.5,588,410,766,15.3,10.7,19.9,"73,421","66,996","79,846",.,.,.,.,.,.
41,15,OR,Curry County,"3,657","2,936","4,378",15.8,12.7,18.9,721,510,932,22.6,16,29.2,539,376,702,22.4,15.6,29.2,"55,238","50,060","60,416",.,.,.,.,.,.
41,17,OR,Deschutes County,"17,944","15,074","20,814",8.7,7.3,10.1,"3,931","2,941","4,921",10.3,7.7,12.9,"2,794","2,011","3,577",9.8,7.1,12.5,"95,414","89,920","100,908",.,.,.,.,.,.
41,19,OR,Douglas County,"17,835","15,255","20,415",16,13.7,18.3,"4,424","3,344","5,504",21,15.9,26.1,"2,845","2,028","3,662",18.1,12.9,23.3,"60,296","55,069","65,523",.,.,.,.,.,.
41,21,OR,Gilliam County,236,180,292,11.8,9,14.6,59,41,77,15.1,10.6,19.6,43,29,57,14.8,10.1,19.5,"74,010","64,631","83,389",.,.,.,.,.,.
41,23,OR,Grant County,"1,091",852,"1,330",15.3,12,18.6,277,187,367,21,14.1,27.9,196,128,264,20,13,27,"61,024","53,535","68,513",.,.,.,.,.,.
41,25,OR,Harney County,"1,111",849,"1,373",15.2,11.6,18.8,300,204,396,20.8,14.1,27.5,218,142,294,20.2,13.2,27.2,"56,649","50,019","63,279",.,.,.,.,.,.
41,27,OR,Hood River County,"2,356","1,825","2,887",10,7.7,12.3,636,427,845,12.8,8.6,17,458,298,618,12.2,8,16.4,"79,092","70,230","87,954",.,.,.,.,.,.
41,29,OR,Jackson County,"27,404","23,720","31,088",12.6,10.9,14.3,"6,145","4,501","7,789",14,10.2,17.8,"4,286","3,001","5,571",12.9,9,16.8,"71,030","67,801","74,259",.,.,.,.,.,.
41,31,OR,Jefferson County,"3,390","2,579","4,201",13.9,10.6,17.2,"1,061",726,"1,396",19.1,13.1,25.1,763,513,"1,013",18.5,12.4,24.6,"68,419","62,250","74,588",.,.,.,.,.,.
41,33,OR,Josephine County,"13,041","10,782","15,300",15.1,12.5,17.7,"3,383","2,414","4,352",20.7,14.8,26.6,"2,365","1,608","3,122",19.5,13.3,25.7,"61,575","56,903","66,247",.,.,.,.,.,.
41,35,OR,Klamath County,"13,321","11,458","15,184",19.3,16.6,22,"3,511","2,680","4,342",23.6,18,29.2,"2,456","1,807","3,105",22.1,16.3,27.9,"54,630","49,660","59,600",.,.,.,.,.,.
41,37,OR,Lake County,"1,317",995,"1,639",17,12.8,21.2,349,237,461,21.1,14.3,27.9,245,161,329,19.7,12.9,26.5,"56,518","49,365","63,671",.,.,.,.,.,.
41,39,OR,Lane County,"54,725","49,401","60,049",14.7,13.3,16.1,"8,957","6,645","11,269",14,10.4,17.6,"6,318","4,533","8,103",13,9.3,16.7,"70,065","67,157","72,973",.,.,.,.,.,.
41,41,OR,Lincoln County,"7,738","6,570","8,906",15.4,13.1,17.7,"1,626","1,214","2,038",21.3,15.9,26.7,"1,058",698,"1,418",18.2,12,24.4,"61,603","56,959","66,247",.,.,.,.,.,.
41,43,OR,Linn County,"18,500","15,847","21,153",14.2,12.2,16.2,"5,183","4,146","6,220",18.4,14.7,22.1,"3,487","2,670","4,304",16.7,12.8,20.6,"70,242","65,353","75,131",.,.,.,.,.,.
41,45,OR,Malheur County,"5,686","4,464","6,908",19.7,15.5,23.9,"1,943","1,368","2,518",23.8,16.7,30.9,"1,294",879,"1,709",21.1,14.3,27.9,"53,762","48,603","58,921",.,.,.,.,.,.
41,47,OR,Marion County,"47,544","42,117","52,971",14.1,12.5,15.7,"14,677","12,298","17,056",18.5,15.5,21.5,"10,820","9,002","12,638",18.1,15.1,21.1,"73,210","69,688","76,732",.,.,.,.,.,.
41,49,OR,Morrow County,"1,617","1,257","1,977",13.2,10.3,16.1,515,351,679,15.4,10.5,20.3,364,242,486,14.5,9.6,19.4,"80,508","74,586","86,430",.,.,.,.,.,.
41,51,OR,Multnomah County,"99,712","92,438","106,986",12.8,11.9,13.7,"17,405","14,245","20,565",13,10.6,15.4,"12,693","10,214","15,172",12.8,10.3,15.3,"83,290","80,658","85,922",.,.,.,.,.,.
41,53,OR,Polk County,"10,413","8,622","12,204",11.8,9.8,13.8,"2,144","1,497","2,791",11.3,7.9,14.7,"1,516","1,021","2,011",10.5,7.1,13.9,"79,970","73,978","85,962",.,.,.,.,.,.
41,55,OR,Sherman County,281,216,346,14.5,11.2,17.8,83,57,109,20.2,13.9,26.5,61,41,81,21.5,14.4,28.6,"73,123","63,567","82,679",.,.,.,.,.,.
41,57,OR,Tillamook County,"3,099","2,348","3,850",11.5,8.7,14.3,779,518,"1,040",16.2,10.8,21.6,525,336,714,14.3,9.2,19.4,"68,717","62,053","75,381",.,.,.,.,.,.
41,59,OR,Umatilla County,"12,500","10,627","14,373",16.5,14,19,"4,164","3,416","4,912",21.8,17.9,25.7,"2,694","2,108","3,280",18.7,14.6,22.8,"62,890","57,211","68,569",.,.,.,.,.,.
41,61,OR,Union County,"3,494","2,771","4,217",13.6,10.8,16.4,912,623,"1,201",16.4,11.2,21.6,635,417,853,14.9,9.8,20,"63,524","56,806","70,242",.,.,.,.,.,.
41,63,OR,Wallowa County,987,761,"1,213",13,10,16,242,164,320,16.4,11.1,21.7,168,110,226,14.6,9.6,19.6,"61,173","53,215","69,131",.,.,.,.,.,.
41,65,OR,Wasco County,"3,518","2,728","4,308",13.6,10.5,16.7,986,700,"1,272",18.3,13,23.6,658,441,875,16.2,10.8,21.6,"65,701","59,760","71,642",.,.,.,.,.,.
41,67,OR,Washington County,"48,317","42,658","53,976",8.1,7.1,9.1,"10,906","8,571","13,241",8.7,6.8,10.6,"7,522","5,757","9,287",8,6.1,9.9,"103,486","100,793","106,179",.,.,.,.,.,.
41,69,OR,Wheeler County,263,202,324,18.4,14.1,22.7,52,36,68,31,21.4,40.6,39,26,52,30.5,20.5,40.5,"46,315","40,993","51,637",.,.,.,.,.,.
41,71,OR,Yamhill County,"10,972","9,309","12,635",10.6,9,12.2,"2,216","1,570","2,862",10,7.1,12.9,"1,573","1,065","2,081",9.4,6.3,12.5,"86,887","81,224","92,550",.,.,.,.,.,.
42,0,PA,Pennsylvania,"1,497,696","1,471,263","1,524,129",11.9,11.7,12.1,"400,534","384,307","416,761",15.5,14.9,16.1,"283,155","268,801","297,509",14.7,14,15.4,"73,826","73,318","74,334","108,674","101,148","116,200",16.8,15.6,18
42,1,PA,Adams County,"9,485","7,661","11,309",9.3,7.5,11.1,"2,527","1,924","3,130",12.6,9.6,15.6,"1,844","1,398","2,290",12.2,9.2,15.2,"77,041","71,636","82,446",.,.,.,.,.,.
42,3,PA,Allegheny County,"137,660","127,887","147,433",11.6,10.8,12.4,"33,902","29,182","38,622",15.2,13.1,17.3,"23,875","20,285","27,465",14.6,12.4,16.8,"76,488","74,821","78,155",.,.,.,.,.,.
42,5,PA,Armstrong County,"7,512","6,150","8,874",11.9,9.7,14.1,"1,820","1,291","2,349",15.4,10.9,19.9,"1,349",918,"1,780",15,10.2,19.8,"61,521","58,158","64,884",.,.,.,.,.,.
42,7,PA,Beaver County,"17,014","14,010","20,018",10.4,8.6,12.2,"3,963","2,809","5,117",12.7,9,16.4,"2,829","1,938","3,720",12,8.2,15.8,"66,846","63,012","70,680",.,.,.,.,.,.
42,9,PA,Bedford County,"5,257","4,302","6,212",11.2,9.2,13.2,"1,297",939,"1,655",14.3,10.3,18.3,880,583,"1,177",13.1,8.7,17.5,"58,319","54,454","62,184",.,.,.,.,.,.
42,11,PA,Berks County,"50,100","44,366","55,834",11.9,10.5,13.3,"16,476","14,081","18,871",17.9,15.3,20.5,"10,556","8,671","12,441",15.3,12.6,18,"75,655","72,961","78,349",.,.,.,.,.,.
42,13,PA,Blair County,"16,835","14,164","19,506",14.4,12.1,16.7,"4,249","3,109","5,389",18,13.2,22.8,"3,216","2,328","4,104",18.1,13.1,23.1,"54,909","51,706","58,112",.,.,.,.,.,.
42,15,PA,Bradford County,"8,189","7,009","9,369",13.9,11.9,15.9,"2,275","1,761","2,789",17.6,13.6,21.6,"1,474","1,039","1,909",15.3,10.8,19.8,"61,270","56,312","66,228",.,.,.,.,.,.
42,17,PA,Bucks County,"42,929","36,818","49,040",6.7,5.7,7.7,"9,449","7,409","11,489",7.5,5.9,9.1,"6,765","5,181","8,349",7.1,5.4,8.8,"107,006","103,179","110,833",.,.,.,.,.,.
42,19,PA,Butler County,"17,776","15,090","20,462",9.3,7.9,10.7,"3,643","2,842","4,444",9.8,7.6,12,"2,563","1,922","3,204",9.2,6.9,11.5,"80,978","77,013","84,943",.,.,.,.,.,.
42,21,PA,Cambria County,"16,576","13,786","19,366",13.2,11,15.4,"4,323","3,242","5,404",17.6,13.2,22,"3,215","2,355","4,075",17.3,12.7,21.9,"55,592","52,703","58,481",.,.,.,.,.,.
42,23,PA,Cameron County,664,515,813,15.3,11.9,18.7,194,134,254,25.7,17.7,33.7,145,98,192,24.7,16.6,32.8,"51,035","44,756","57,314",.,.,.,.,.,.
42,25,PA,Carbon County,"7,767","6,324","9,210",12,9.8,14.2,"2,107","1,535","2,679",17.6,12.8,22.4,"1,586","1,154","2,018",17.6,12.8,22.4,"64,894","60,329","69,459",.,.,.,.,.,.
42,27,PA,Centre County,"23,648","21,459","25,837",17.1,15.5,18.7,"2,255","1,648","2,862",10,7.3,12.7,"1,631","1,171","2,091",9.6,6.9,12.3,"69,999","64,987","75,011",.,.,.,.,.,.
42,29,PA,Chester County,"33,085","28,562","37,608",6.2,5.4,7,"7,596","5,941","9,251",6.5,5.1,7.9,"5,312","4,002","6,622",6,4.5,7.5,"120,925","117,920","123,930",.,.,.,.,.,.
42,31,PA,Clarion County,"4,932","4,058","5,806",14.2,11.7,16.7,"1,183",890,"1,476",17.3,13,21.6,857,630,"1,084",16.8,12.3,21.3,"56,911","51,905","61,917",.,.,.,.,.,.
42,33,PA,Clearfield County,"11,254","9,581","12,927",15.4,13.1,17.7,"2,742","2,110","3,374",19.8,15.2,24.4,"1,838","1,339","2,337",17.6,12.8,22.4,"60,213","56,437","63,989",.,.,.,.,.,.
42,35,PA,Clinton County,"5,535","4,643","6,427",15.5,13,18,"1,341",999,"1,683",18.5,13.8,23.2,977,716,"1,238",18.4,13.5,23.3,"55,946","50,426","61,466",.,.,.,.,.,.
42,37,PA,Columbia County,"7,760","6,140","9,380",12.6,10,15.2,"1,543","1,055","2,031",13.8,9.4,18.2,"1,115",732,"1,498",13.4,8.8,18,"63,605","59,794","67,416",.,.,.,.,.,.
42,39,PA,Crawford County,"9,866","8,388","11,344",12.6,10.7,14.5,"2,860","2,188","3,532",17.5,13.4,21.6,"2,038","1,478","2,598",16.9,12.3,21.5,"60,545","57,834","63,256",.,.,.,.,.,.
42,41,PA,Cumberland County,"21,063","17,538","24,588",8.2,6.8,9.6,"4,918","3,493","6,343",9.1,6.5,11.7,"3,537","2,440","4,634",8.8,6.1,11.5,"82,507","78,792","86,222",.,.,.,.,.,.
42,43,PA,Dauphin County,"36,562","32,011","41,113",12.9,11.3,14.5,"11,851","9,343","14,359",19,15,23,"8,988","7,130","10,846",19.9,15.8,24,"73,929","71,496","76,362",.,.,.,.,.,.
42,45,PA,Delaware County,"60,085","52,765","67,405",10.8,9.5,12.1,"16,964","13,696","20,232",13.7,11.1,16.3,"11,396","8,927","13,865",12.3,9.6,15,"84,180","81,864","86,496",.,.,.,.,.,.
42,47,PA,Elk County,"2,988","2,290","3,686",10,7.7,12.3,777,551,"1,003",13.8,9.8,17.8,547,369,725,12.8,8.7,16.9,"66,378","60,254","72,502",.,.,.,.,.,.
42,49,PA,Erie County,"36,783","32,627","40,939",14.5,12.9,16.1,"11,160","8,963","13,357",20.8,16.7,24.9,"8,068","6,314","9,822",20.1,15.7,24.5,"60,721","58,801","62,641",.,.,.,.,.,.
42,51,PA,Fayette County,"22,787","19,674","25,900",18.9,16.3,21.5,"6,199","5,061","7,337",27.1,22.1,32.1,"4,159","3,176","5,142",23.9,18.3,29.5,"54,030","50,626","57,434",.,.,.,.,.,.
42,53,PA,Forest County,993,729,"1,257",24.8,18.2,31.4,157,108,206,29.3,20.1,38.5,94,63,125,22.5,15,30,"48,084","43,132","53,036",.,.,.,.,.,.
42,55,PA,Franklin County,"12,729","10,257","15,201",8.2,6.6,9.8,"3,798","2,614","4,982",11.3,7.8,14.8,"2,681","1,798","3,564",10.8,7.3,14.3,"75,532","71,922","79,142",.,.,.,.,.,.
42,57,PA,Fulton County,"1,819","1,476","2,162",12.7,10.3,15.1,516,384,648,18.7,13.9,23.5,387,288,486,18.8,14,23.6,"62,044","56,259","67,829",.,.,.,.,.,.
42,59,PA,Greene County,"4,880","3,889","5,871",15.5,12.4,18.6,"1,153",818,"1,488",18.4,13.1,23.7,833,563,"1,103",17.1,11.5,22.7,"60,627","54,197","67,057",.,.,.,.,.,.
42,61,PA,Huntingdon County,"5,034","3,988","6,080",13,10.3,15.7,"1,337","1,002","1,672",17.7,13.3,22.1,961,705,"1,217",17.2,12.6,21.8,"61,812","57,939","65,685",.,.,.,.,.,.
42,63,PA,Indiana County,"12,709","10,865","14,553",16.5,14.1,18.9,"2,666","2,021","3,311",18.5,14,23,"1,933","1,410","2,456",18.2,13.3,23.1,"57,110","52,757","61,463",.,.,.,.,.,.
42,65,PA,Jefferson County,"8,071","7,219","8,923",18.8,16.8,20.8,"2,128","1,768","2,488",23.5,19.5,27.5,"1,548","1,283","1,813",22.8,18.9,26.7,"49,430","45,449","53,411",.,.,.,.,.,.
42,67,PA,Juniata County,"2,468","1,995","2,941",10.8,8.7,12.9,670,492,848,13.4,9.8,17,434,284,584,12,7.8,16.2,"59,755","54,383","65,127",.,.,.,.,.,.
42,69,PA,Lackawanna County,"33,535","30,173","36,897",16.1,14.5,17.7,"8,467","6,927","10,007",19.5,15.9,23.1,"6,329","5,184","7,474",19.4,15.9,22.9,"57,570","53,395","61,745",.,.,.,.,.,.
42,71,PA,Lancaster County,"46,567","39,979","53,155",8.6,7.4,9.8,"14,495","11,710","17,280",11.5,9.3,13.7,"10,319","8,149","12,489",11.2,8.8,13.6,"80,210","77,168","83,252",.,.,.,.,.,.
42,73,PA,Lawrence County,"11,209","9,172","13,246",13.6,11.1,16.1,"3,036","2,169","3,903",18.5,13.2,23.8,"2,147","1,453","2,841",17.3,11.7,22.9,"61,686","56,500","66,872",.,.,.,.,.,.
42,75,PA,Lebanon County,"12,219","9,691","14,747",8.7,6.9,10.5,"3,583","2,509","4,657",11.3,7.9,14.7,"2,622","1,799","3,445",10.9,7.5,14.3,"78,284","75,257","81,311",.,.,.,.,.,.
42,77,PA,Lehigh County,"44,748","39,616","49,880",12.1,10.7,13.5,"14,441","12,053","16,829",17.6,14.7,20.5,"10,275","8,348","12,202",16.7,13.6,19.8,"76,270","72,410","80,130",.,.,.,.,.,.
42,79,PA,Luzerne County,"51,977","46,721","57,233",16.4,14.7,18.1,"16,439","14,255","18,623",25.3,21.9,28.7,"12,055","10,356","13,754",25,21.5,28.5,"60,165","56,993","63,337",.,.,.,.,.,.
42,81,PA,Lycoming County,"13,762","11,446","16,078",12.8,10.6,15,"3,733","2,780","4,686",16.7,12.4,21,"2,641","1,921","3,361",15.7,11.4,20,"62,063","58,088","66,038",.,.,.,.,.,.
42,83,PA,Mc Kean County,"5,832","4,779","6,885",15.9,13,18.8,"1,536","1,160","1,912",21,15.8,26.2,"1,195",909,"1,481",21.4,16.3,26.5,"59,522","56,100","62,944",.,.,.,.,.,.
42,85,PA,Mercer County,"12,920","10,516","15,324",12.6,10.3,14.9,"3,716","2,785","4,647",18.8,14.1,23.5,"2,619","1,912","3,326",17.9,13.1,22.7,"61,530","59,551","63,509",.,.,.,.,.,.
42,87,PA,Mifflin County,"6,868","5,657","8,079",15.2,12.5,17.9,"2,189","1,667","2,711",21.5,16.4,26.6,"1,544","1,153","1,935",21,15.7,26.3,"58,758","54,170","63,346",.,.,.,.,.,.
42,89,PA,Monroe County,"15,684","12,975","18,393",9.6,7.9,11.3,"4,270","2,983","5,557",13.9,9.7,18.1,"3,176","2,185","4,167",13.6,9.4,17.8,"73,408","67,035","79,781",.,.,.,.,.,.
42,91,PA,Montgomery County,"58,209","52,036","64,382",6.9,6.2,7.6,"14,324","12,031","16,617",7.9,6.6,9.2,"10,149","8,299","11,999",7.4,6,8.8,"106,780","104,022","109,538",.,.,.,.,.,.
42,93,PA,Montour County,"1,690","1,326","2,054",9.8,7.7,11.9,434,304,564,12.9,9.1,16.7,309,210,408,12.6,8.6,16.6,"73,087","64,757","81,417",.,.,.,.,.,.
42,95,PA,Northampton County,"29,639","24,927","34,351",9.8,8.2,11.4,"8,634","7,063","10,205",14.6,12,17.2,"6,303","5,141","7,465",14.1,11.5,16.7,"84,051","81,216","86,886",.,.,.,.,.,.
42,97,PA,Northumberland County,"10,647","8,698","12,596",12.3,10.1,14.5,"2,744","1,842","3,646",15.8,10.6,21,"1,962","1,260","2,664",15.3,9.8,20.8,"58,834","56,155","61,513",.,.,.,.,.,.
42,99,PA,Perry County,"4,588","3,854","5,322",10.1,8.5,11.7,"1,359","1,066","1,652",14.6,11.5,17.7,935,697,"1,173",13.5,10.1,16.9,"71,392","66,076","76,708",.,.,.,.,.,.
42,101,PA,Philadelphia County,"304,389","281,939","326,839",20.3,18.8,21.8,"81,952","70,890","93,014",25.8,22.3,29.3,"57,188","49,069","65,307",24.9,21.4,28.4,"60,196","58,784","61,608",.,.,.,.,.,.
42,103,PA,Pike County,"6,088","4,923","7,253",10,8.1,11.9,"1,367",950,"1,784",13.4,9.3,17.5,"1,005",672,"1,338",12.8,8.6,17,"71,698","66,856","76,540",.,.,.,.,.,.
42,105,PA,Potter County,"1,996","1,555","2,437",12.7,9.9,15.5,556,370,742,17.7,11.8,23.6,404,262,546,17.4,11.3,23.5,"57,850","51,598","64,102",.,.,.,.,.,.
42,107,PA,Schuylkill County,"19,457","16,918","21,996",14.2,12.3,16.1,"5,900","4,957","6,843",21,17.6,24.4,"3,726","2,945","4,507",17.4,13.7,21.1,"63,479","60,105","66,853",.,.,.,.,.,.
42,109,PA,Snyder County,"4,062","3,195","4,929",10.9,8.6,13.2,"1,079",746,"1,412",13.5,9.3,17.7,807,543,"1,071",13.7,9.2,18.2,"68,089","64,519","71,659",.,.,.,.,.,.
42,111,PA,Somerset County,"8,149","6,654","9,644",12,9.8,14.2,"2,022","1,423","2,621",15.9,11.2,20.6,"1,500","1,043","1,957",15.7,10.9,20.5,"59,562","55,302","63,822",.,.,.,.,.,.
42,113,PA,Sullivan County,773,602,944,13.8,10.7,16.9,118,80,156,19.9,13.5,26.3,85,56,114,21.6,14.3,28.9,"59,604","53,725","65,483",.,.,.,.,.,.
42,115,PA,Susquehanna County,"4,509","3,765","5,253",12,10,14,"1,117",802,"1,432",16.1,11.6,20.6,847,597,"1,097",16.4,11.5,21.3,"70,021","65,507","74,535",.,.,.,.,.,.
42,117,PA,Tioga County,"5,091","4,163","6,019",13,10.6,15.4,"1,410","1,079","1,741",18.2,13.9,22.5,"1,037",787,"1,287",18,13.7,22.3,"62,918","58,772","67,064",.,.,.,.,.,.
42,119,PA,Union County,"3,975","3,173","4,777",11.3,9,13.6,832,612,"1,052",11.6,8.5,14.7,579,405,753,10.9,7.6,14.2,"82,708","77,828","87,588",.,.,.,.,.,.
42,121,PA,Venango County,"6,717","5,523","7,911",13.8,11.3,16.3,"1,919","1,384","2,454",20.8,15,26.6,"1,298",883,"1,713",18.9,12.9,24.9,"57,256","53,234","61,278",.,.,.,.,.,.
42,123,PA,Warren County,"4,181","3,360","5,002",11.4,9.2,13.6,"1,231",849,"1,613",17.1,11.8,22.4,854,562,"1,146",16.1,10.6,21.6,"57,469","53,010","61,928",.,.,.,.,.,.
42,125,PA,Washington County,"19,620","16,108","23,132",9.5,7.8,11.2,"4,914","3,582","6,246",12.2,8.9,15.5,"3,506","2,508","4,504",11.6,8.3,14.9,"76,957","72,619","81,295",.,.,.,.,.,.
42,127,PA,Wayne County,"6,173","4,995","7,351",12.8,10.4,15.2,"1,373",988,"1,758",16.5,11.9,21.1,"1,032",728,"1,336",16.5,11.6,21.4,"68,429","62,888","73,970",.,.,.,.,.,.
42,129,PA,Westmoreland County,"37,249","33,026","41,472",10.8,9.6,12,"8,585","6,955","10,215",13.8,11.2,16.4,"6,086","4,774","7,398",12.9,10.1,15.7,"70,985","68,654","73,316",.,.,.,.,.,.
42,131,PA,Wyoming County,"3,417","2,873","3,961",13.5,11.3,15.7,823,602,"1,044",17,12.4,21.6,567,391,743,15.7,10.8,20.6,"66,855","61,958","71,752",.,.,.,.,.,.
42,133,PA,York County,"38,942","33,391","44,493",8.5,7.3,9.7,"11,902","9,343","14,461",12,9.4,14.6,"8,423","6,377","10,469",11.4,8.6,14.2,"81,213","78,729","83,697",.,.,.,.,.,.
44,0,RI,Rhode Island,"120,087","113,989","126,185",11.4,10.8,12,"30,274","27,551","32,997",15.1,13.7,16.5,"20,977","18,443","23,511",14.2,12.5,15.9,"83,518","81,248","85,788","8,473","7,424","9,522",16.6,14.5,18.7
44,1,RI,Bristol County,"3,750","2,898","4,602",7.9,6.1,9.7,678,464,892,7.8,5.3,10.3,480,305,655,7,4.4,9.6,"99,802","89,678","109,926",.,.,.,.,.,.
44,3,RI,Kent County,"15,274","12,557","17,991",9,7.4,10.6,"3,160","2,203","4,117",10.5,7.3,13.7,"2,190","1,441","2,939",9.8,6.4,13.2,"89,914","84,637","95,191",.,.,.,.,.,.
44,5,RI,Newport County,"9,019","7,717","10,321",11.3,9.7,12.9,"1,819","1,405","2,233",14.2,11,17.4,"1,112",788,"1,436",11.6,8.2,15,"99,912","92,578","107,246",.,.,.,.,.,.
44,7,RI,Providence County,"80,793","74,186","87,400",12.7,11.7,13.7,"22,481","19,638","25,324",17.3,15.1,19.5,"15,744","13,502","17,986",16.6,14.2,19,"75,307","71,836","78,778",.,.,.,.,.,.
44,9,RI,Washington County,"11,250","9,204","13,296",9.1,7.4,10.8,"2,136","1,591","2,681",11.1,8.3,13.9,"1,451","1,008","1,894",9.9,6.9,12.9,"101,749","98,028","105,470",.,.,.,.,.,.
45,0,SC,South Carolina,"724,634","706,516","742,752",13.9,13.6,14.2,"211,225","201,409","221,041",18.8,17.9,19.7,"151,321","142,435","160,207",18.1,17,19.2,"67,988","66,963","69,013","55,042","50,957","59,127",19.5,18.1,20.9
45,1,SC,Abbeville County,"3,617","2,790","4,444",15.3,11.8,18.8,"1,033",727,"1,339",22,15.5,28.5,758,515,"1,001",21.6,14.7,28.5,"51,580","46,919","56,241",.,.,.,.,.,.
45,3,SC,Aiken County,"24,516","20,907","28,125",14.1,12,16.2,"6,616","4,732","8,500",17.7,12.7,22.7,"4,925","3,469","6,381",17.9,12.6,23.2,"67,769","62,877","72,661",.,.,.,.,.,.
45,5,SC,Allendale County,"2,131","1,643","2,619",32.6,25.1,40.1,582,396,768,44.6,30.3,58.9,432,282,582,44,28.7,59.3,"35,477","31,113","39,841",.,.,.,.,.,.
45,7,SC,Anderson County,"28,239","24,247","32,231",13.5,11.6,15.4,"8,642","6,890","10,394",18.4,14.7,22.1,"6,283","4,972","7,594",17.7,14,21.4,"64,813","60,084","69,542",.,.,.,.,.,.
45,9,SC,Bamberg County,"3,405","2,735","4,075",27.7,22.2,33.2,862,606,"1,118",36.3,25.5,47.1,630,427,833,36.2,24.5,47.9,"41,555","36,625","46,485",.,.,.,.,.,.
45,11,SC,Barnwell County,"5,419","4,583","6,255",27.2,23,31.4,"2,193","1,795","2,591",45.8,37.5,54.1,"1,599","1,293","1,905",45.9,37.1,54.7,"46,482","40,687","52,277",.,.,.,.,.,.
45,13,SC,Beaufort County,"18,161","14,889","21,433",9.5,7.8,11.2,"4,674","3,289","6,059",14,9.8,18.2,"3,393","2,295","4,491",13.9,9.4,18.4,"82,199","77,646","86,752",.,.,.,.,.,.
45,15,SC,Berkeley County,"24,616","20,350","28,882",9.8,8.1,11.5,"7,364","5,350","9,378",12.6,9.1,16.1,"5,496","3,901","7,091",12.7,9,16.4,"82,414","77,668","87,160",.,.,.,.,.,.
45,17,SC,Calhoun County,"2,044","1,525","2,563",14.6,10.9,18.3,629,433,825,24.3,16.7,31.9,468,312,624,23.8,15.9,31.7,"58,916","51,739","66,093",.,.,.,.,.,.
45,19,SC,Charleston County,"45,722","39,151","52,293",11,9.4,12.6,"11,376","8,301","14,451",14.2,10.4,18,"7,928","5,543","10,313",13.9,9.7,18.1,"88,111","84,808","91,414",.,.,.,.,.,.
45,21,SC,Cherokee County,"9,306","7,707","10,905",16.8,13.9,19.7,"2,976","2,246","3,706",23.5,17.7,29.3,"2,090","1,495","2,685",22.3,16,28.6,"57,768","53,504","62,032",.,.,.,.,.,.
45,23,SC,Chester County,"6,425","5,399","7,451",20.1,16.9,23.3,"2,149","1,712","2,586",30.8,24.5,37.1,"1,519","1,184","1,854",29.1,22.7,35.5,"51,383","46,847","55,919",.,.,.,.,.,.
45,25,SC,Chesterfield County,"8,818","7,481","10,155",20.3,17.2,23.4,"2,873","2,310","3,436",30,24.1,35.9,"2,100","1,653","2,547",29.6,23.3,35.9,"50,962","45,560","56,364",.,.,.,.,.,.
