,city,AvgTemperature,state_id,county_fips,lat,lng,population,timezone
331,Dayton,11.299415517794165,IN,18157,40.3752,-86.7739,1049,America/Indiana/Indianapolis
332,Dayton,11.299415517794165,WY,56033,44.8733,-107.2624,957,America/Denver
333,Dayton,11.299415517794165,IA,19187,42.2622,-94.0711,789,America/Chicago
334,Dayton,11.299415517794165,PA,42005,40.8812,-79.2411,572,America/New_York
335,Dayton,11.299415517794165,ID,16041,42.1118,-111.9779,496,America/Boise
336,Dayton,11.299415517794165,IL,17099,41.3866,-88.7969,363,America/Chicago
337,Dayton,11.299415517794165,MT,30047,47.8643,-114.2765,103,America/Denver
338,Dayton,11.299415517794165,AL,1091,32.351,-87.6416,66,America/Chicago
339,Denton,18.06272,TX,48121,33.2175,-97.1418,455152,America/Chicago
340,Denton,18.06272,MD,24011,38.877,-75.8264,4879,America/New_York
341,Denton,18.06272,NC,37057,35.6378,-80.1106,1271,America/New_York
342,Denton,18.06272,GA,13161,31.7222,-82.6968,321,America/New_York
343,Denton,18.06272,MT,30027,47.3222,-109.9481,198,America/Denver
344,Denton,18.06272,NE,31109,40.7393,-96.8461,147,America/Chicago
345,Denton,18.06272,MO,29155,36.0905,-89.8915,142,America/Chicago
346,Denton,18.06272,KS,20043,39.732,-95.2696,129,America/Chicago
347,Denver,8.777836262323188,CO,8031,39.762,-104.8758,2691349,America/Denver
348,Denver,8.777836262323188,PA,42071,40.2326,-76.1392,3775,America/New_York
349,Denver,8.777836262323188,NC,37109,35.5344,-81.034,2483,America/New_York
350,Denver,8.777836262323188,IA,19017,42.6683,-92.335,2216,America/Chicago
351,Denver,8.777836262323188,IN,18103,40.8647,-86.0772,549,America/Indiana/Indianapolis
352,Denver,8.777836262323188,MO,29227,40.3989,-94.3233,23,America/Chicago
353,Des Moines,9.857171601400827,IA,19153,41.5725,-93.6105,560170,America/Chicago
354,Des Moines,9.857171601400827,WA,53033,47.3914,-122.3156,32545,America/Los_Angeles
355,Des Moines,9.857171601400827,NM,35059,36.7614,-103.8342,92,America/Denver
356,Detroit,8.52034129258198,MI,26163,42.3834,-83.1024,3716929,America/Detroit
357,Detroit,8.52034129258198,TX,48387,33.6601,-95.2665,546,America/Chicago
358,Detroit,8.52034129258198,AL,1075,34.0274,-88.1678,230,America/Chicago
359,Detroit,8.52034129258198,OR,41047,44.7338,-122.1513,108,America/Los_Angeles
360,Detroit,8.52034129258198,KS,20041,38.936,-97.1269,100,America/Chicago
361,Detroit,8.52034129258198,IL,17149,39.6202,-90.6759,31,America/Chicago
362,Downey,15.878038442083966,CA,6037,33.9379,-118.1311,111793,America/Los_Angeles
363,Downey,15.878038442083966,ID,16005,42.4288,-112.1233,736,America/Boise
364,Downey,15.878038442083966,IA,19031,41.612,-91.3472,58,America/Chicago
365,Durham,14.41886117345303,NC,37063,35.9792,-78.9022,411362,America/New_York
366,Durham,14.41886117345303,CA,6007,39.6232,-121.7875,6111,America/Los_Angeles
367,Durham,14.41886117345303,OR,41067,45.3941,-122.758,1909,America/Los_Angeles
368,Durham,14.41886117345303,KS,20115,38.4846,-97.2268,55,America/Chicago
369,Durham,14.41886117345303,OK,40129,35.8427,-99.9264,28,America/Chicago
370,East Los Angeles,15.878038442083966,CA,6037,34.0326,-118.1691,114617,America/Los_Angeles
371,Edison,9.523295607566528,GA,13037,31.5608,-84.7374,1330,America/New_York
372,Edison,9.523295607566528,CA,6029,35.3473,-118.8698,430,America/Los_Angeles
373,Edison,9.523295607566528,OH,39117,40.5582,-82.8632,353,America/New_York
374,Edison,9.523295607566528,WA,53057,48.564,-122.4348,260,America/Los_Angeles
375,Edison,9.523295607566528,NE,31065,40.2792,-99.7758,167,America/Chicago
376,El Monte,15.878038442083966,CA,6037,34.0739,-118.0291,107066,America/Los_Angeles
377,El Paso,15.848164295548417,TX,48141,31.8476,-106.43,862494,America/Denver
378,El Paso,15.848164295548417,IL,17203,40.7405,-89.0183,2871,America/Chicago
379,El Paso,15.848164295548417,AR,5145,35.1153,-92.0812,494,America/Chicago
380,Elizabeth,9.523295607566528,NJ,34039,40.6658,-74.1913,135887,America/New_York
381,Elizabeth,9.523295607566528,CO,8039,39.3589,-104.6196,1694,America/Denver
382,Elizabeth,9.523295607566528,PA,42003,40.2715,-79.8872,1378,America/New_York
383,Elizabeth,9.523295607566528,IL,17085,42.3164,-90.2216,764,America/Chicago
384,Elizabeth,9.523295607566528,WV,54105,39.0616,-81.3979,610,America/New_York
385,Elizabeth,9.523295607566528,LA,22003,30.867,-92.7987,437,America/Chicago
386,Elizabeth,9.523295607566528,MS,28151,33.4271,-90.8808,204,America/Chicago
387,Elizabeth,9.523295607566528,MN,27111,46.3798,-96.1309,154,America/Chicago
388,Elizabeth,9.523295607566528,IN,18061,38.1241,-85.9737,126,America/Kentucky/Louisville
389,Escondido,16.124837126960042,CA,6073,33.1348,-117.0723,149913,America/Los_Angeles
390,Eugene,9.777756186984417,OR,41039,44.0564,-123.1174,272737,America/Los_Angeles
391,Eugene,9.777756186984417,IN,18165,39.9664,-87.4728,172,America/Indiana/Indianapolis
392,Eugene,9.777756186984417,MO,29051,38.3547,-92.4031,163,America/Chicago
393,Evansville,13.470390830394356,IN,18163,37.9881,-87.5341,206418,America/Chicago
394,Evansville,13.470390830394356,WI,55105,42.7781,-89.2967,5771,America/Chicago
395,Evansville,13.470390830394356,WY,56025,42.868,-106.2524,2766,America/Denver
396,Evansville,13.470390830394356,IL,17157,38.0889,-89.9322,781,America/Chicago
397,Evansville,13.470390830394356,MN,27041,46.0062,-95.6869,631,America/Chicago
398,Evansville,13.470390830394356,AR,5143,35.7924,-94.4911,39,America/Chicago
399,Evansville,13.470390830394356,AK,2290,66.9206,-151.4201,15,America/Anchorage
400,Fairfield,14.447987354577641,CA,6095,38.2583,-122.0335,150794,America/Los_Angeles
401,Fairfield,14.447987354577641,OH,39017,39.3301,-84.5409,44597,America/New_York
402,Fairfield,14.447987354577641,AL,1073,33.4747,-86.9194,9846,America/Chicago
403,Fairfield,14.447987354577641,IA,19101,41.0064,-91.9667,9438,America/Chicago
404,Fairfield,14.447987354577641,IL,17191,38.3798,-88.3723,4658,America/Chicago
405,Fairfield,14.447987354577641,TX,48161,31.7183,-96.1697,2899,America/Chicago
406,Fairfield,14.447987354577641,MT,30099,47.6151,-111.9813,746,America/Denver
407,Fairfield,14.447987354577641,OK,40001,35.8407,-94.6061,646,America/Chicago
408,Fairfield,14.447987354577641,PA,42001,39.7891,-77.3698,638,America/New_York
409,Fairfield,14.447987354577641,WA,53063,47.3848,-117.1748,607,America/Los_Angeles
410,Fairfield,14.447987354577641,ID,16025,43.3489,-114.8006,519,America/Boise
411,Fairfield,14.447987354577641,VA,51163,37.8827,-79.2829,477,America/New_York
412,Fairfield,14.447987354577641,NE,31035,40.4323,-98.1033,339,America/Chicago
413,Fairfield,14.447987354577641,NC,37095,35.5471,-76.2261,276,America/New_York
414,Fairfield,14.447987354577641,TN,47165,36.6208,-86.3425,270,America/Chicago
415,Fairfield,14.447987354577641,KY,21179,37.932,-85.3839,187,America/New_York
416,Fairfield,14.447987354577641,UT,49049,40.2462,-112.0842,147,America/Denver
417,Fayetteville,16.415527092016674,AR,5143,36.0714,-94.1661,405556,America/Chicago
418,Fayetteville,16.415527092016674,NC,37051,35.085,-78.9772,326821,America/New_York
419,Fayetteville,16.415527092016674,GA,13113,33.4501,-84.471,19364,America/New_York
420,Fayetteville,16.415527092016674,TN,47103,35.149,-86.5634,7037,America/Chicago
421,Fayetteville,16.415527092016674,NY,36067,43.0308,-75.9984,4220,America/New_York
422,Fayetteville,16.415527092016674,WV,54019,38.0622,-81.1083,2864,America/New_York
423,Fayetteville,16.415527092016674,PA,42055,39.9114,-77.5652,2431,America/New_York
424,Fayetteville,16.415527092016674,AL,1121,33.1643,-86.4412,1135,America/Chicago
425,Fayetteville,16.415527092016674,IL,17163,38.3778,-89.7966,381,America/Chicago
426,Fayetteville,16.415527092016674,TX,48149,29.9063,-96.6758,365,America/Chicago
427,Fayetteville,16.415527092016674,OH,39015,39.1854,-83.9319,281,America/New_York
428,Flint,8.52034129258198,MI,26049,43.0236,-83.6921,291688,America/Detroit
429,Fontana,17.055758725341427,CA,6071,34.0968,-117.4599,211921,America/Los_Angeles
430,Fontana,17.055758725341427,KS,20121,38.4239,-94.8441,447,America/Chicago
431,Fort Collins,8.181638900458143,CO,8069,40.5477,-105.0656,339256,America/Denver
432,Fort Lauderdale,23.068924442896936,FL,12011,26.1412,-80.1464,183032,America/New_York
433,Fort Wayne,9.700766316459726,IN,18003,41.0888,-85.1436,345279,America/Indiana/Indianapolis
434,Fort Worth,18.06272,TX,48439,32.7817,-97.3474,941311,America/Chicago
435,Fremont,14.447987354577641,CA,6001,37.5265,-121.9843,228518,America/Los_Angeles
436,Fremont,14.447987354577641,NE,31053,41.4395,-96.4873,27321,America/Chicago
437,Fremont,14.447987354577641,OH,39143,41.3535,-83.1147,15851,America/New_York
438,Fremont,14.447987354577641,MI,26123,43.4633,-85.9537,4532,America/Detroit
439,Fremont,14.447987354577641,IN,18151,41.728,-84.9396,2177,America/Detroit
440,Fremont,14.447987354577641,NC,37191,35.5436,-77.9751,948,America/New_York
441,Fremont,14.447987354577641,IA,19123,41.2125,-92.4338,937,America/Chicago
442,Fremont,14.447987354577641,WI,55135,44.2602,-88.8715,592,America/Chicago
443,Fremont,14.447987354577641,MO,29035,36.9522,-91.1623,103,America/Chicago
444,Fremont,14.447987354577641,UT,49055,38.4556,-111.6148,34,America/Denver
445,Fresno,15.817692463328276,CA,6019,36.783,-119.7939,724547,America/Los_Angeles
446,Fresno,15.817692463328276,TX,48157,29.5357,-95.4696,24087,America/Chicago
447,Fresno,15.817692463328276,OH,39031,40.3308,-81.7386,126,America/New_York
448,Fullerton,16.124837126960042,CA,6059,33.8841,-117.9279,141278,America/Los_Angeles
449,Fullerton,16.124837126960042,PA,42077,40.6309,-75.4834,16729,America/New_York
450,Fullerton,16.124837126960042,NE,31125,41.3647,-97.9726,1463,America/Chicago
451,Fullerton,16.124837126960042,ND,38021,46.1632,-98.4272,60,America/Chicago
452,Gainesville,20.139912151330556,FL,12001,29.6804,-82.3459,219946,America/New_York
453,Gainesville,20.139912151330556,GA,13139,34.2902,-83.8294,182116,America/New_York
454,Gainesville,20.139912151330556,VA,51153,38.7931,-77.6347,18036,America/New_York
455,Gainesville,20.139912151330556,TX,48097,33.639,-97.1487,17688,America/Chicago
456,Gainesville,20.139912151330556,MO,29153,36.6063,-92.4245,902,America/Chicago
457,Gainesville,20.139912151330556,AL,1119,32.8149,-88.1608,266,America/Chicago
458,Garden Grove,16.124837126960042,CA,6059,33.7787,-117.9601,170603,America/Los_Angeles
459,Garden Grove,16.124837126960042,FL,12053,28.4716,-82.4349,858,America/New_York
460,Garden Grove,16.124837126960042,IA,19053,40.8266,-93.6068,178,America/Chicago
461,Garland,18.06272,TX,48113,32.91,-96.6304,245298,America/Chicago
462,Garland,18.06272,UT,49003,41.7362,-112.1627,2609,America/Denver
463,Garland,18.06272,NC,37163,34.7859,-78.3947,914,America/New_York
464,Garland,18.06272,TN,47167,35.5823,-89.7525,472,America/Chicago
465,Garland,18.06272,AR,5091,33.3609,-93.7142,300,America/Chicago
466,Garland,18.06272,NE,31159,40.9446,-96.9855,228,America/Chicago
467,Garland,18.06272,WY,56029,44.7777,-108.6542,135,America/Denver
468,Garland,18.06272,KS,20011,37.7305,-94.6244,25,America/Chicago
469,Gilbert,21.04876905095839,AZ,4013,33.31,-111.7463,271118,America/Phoenix
470,Gilbert,21.04876905095839,MN,27137,47.4912,-92.4612,1693,America/Chicago
471,Gilbert,21.04876905095839,IA,19169,42.1062,-93.6461,1300,America/Chicago
472,Gilbert,21.04876905095839,SC,45063,33.9245,-81.3928,563,America/New_York
473,Gilbert,21.04876905095839,WV,54059,37.6142,-81.8689,320,America/New_York
474,Gilbert,21.04876905095839,LA,22041,32.0507,-91.6567,318,America/Chicago
475,Gilbert,21.04876905095839,AR,5129,35.9905,-92.7166,2,America/Chicago
476,Glendale,18.565160106899906,AZ,4013,33.5791,-112.2311,250193,America/Phoenix
477,Glendale,18.565160106899906,CA,6037,34.1819,-118.2468,192270,America/Los_Angeles
478,Glendale,18.565160106899906,WI,55079,43.1287,-87.9277,13134,America/Chicago
479,Glendale,18.565160106899906,MO,29189,38.5935,-90.3826,6111,America/Chicago
480,Glendale,18.565160106899906,CO,8005,39.7036,-104.9352,4546,America/Denver
481,Glendale,18.565160106899906,OH,39061,39.2706,-84.4584,1977,America/New_York
482,Glendale,18.565160106899906,MS,28035,31.368,-89.3086,1519,America/Chicago
483,Glendale,18.565160106899906,PA,42003,40.3979,-80.093,1420,America/New_York
484,Glendale,18.565160106899906,OR,41019,42.7381,-123.4294,719,America/Los_Angeles
485,Glendale,18.565160106899906,UT,49025,37.3342,-112.6035,488,America/Denver
486,Glendale,18.565160106899906,SC,45083,34.9452,-81.8364,173,America/New_York
487,Grand Prairie,18.06272,TX,48113,32.6871,-97.0208,198564,America/Chicago
488,Grand Rapids,8.435723654886978,MI,26081,42.9619,-85.6562,611480,America/Detroit
489,Grand Rapids,8.435723654886978,MN,27061,47.238,-93.5327,11186,America/Chicago
490,Grand Rapids,8.435723654886978,OH,39173,41.4078,-83.868,985,America/New_York
491,Green Bay,7.113489016236867,WI,55009,44.5148,-87.9895,227679,America/Chicago
492,Greensboro,14.41886117345303,NC,37081,36.0956,-79.8271,345858,America/New_York
493,Greensboro,14.41886117345303,GA,13133,33.5687,-83.1872,3603,America/New_York
494,Greensboro,14.41886117345303,MD,24011,38.9764,-75.808,2563,America/New_York
495,Greensboro,14.41886117345303,AL,1065,32.7014,-87.595,2390,America/Chicago
496,Greensboro,14.41886117345303,FL,12039,30.5705,-84.7324,684,America/New_York
497,Greensboro,14.41886117345303,PA,42059,39.7921,-79.9126,315,America/New_York
498,Greensboro,14.41886117345303,IN,18065,39.8786,-85.464,162,America/Indiana/Indianapolis
499,Hampton,15.67885604360372,VA,51650,37.0551,-76.363,137334,America/New_York
500,Hampton,15.67885604360372,GA,13151,33.3774,-84.2969,8491,America/New_York
501,Hampton,15.67885604360372,MD,24005,39.4237,-76.5685,5138,America/New_York
502,Hampton,15.67885604360372,IA,19069,42.742,-93.205,4311,America/Chicago
503,Hampton,15.67885604360372,SC,45049,32.8676,-81.1093,2691,America/New_York
504,Hampton,15.67885604360372,IL,17161,41.5555,-90.4047,1946,America/Chicago
505,Hampton,15.67885604360372,TN,47019,36.2772,-82.1728,1695,America/New_York
506,Hampton,15.67885604360372,AR,5013,33.5347,-92.4667,1185,America/Chicago
507,Hampton,15.67885604360372,MN,27037,44.6085,-93.0025,510,America/Chicago
508,Hampton,15.67885604360372,NE,31081,40.8812,-97.8876,493,America/Chicago
509,Hampton,15.67885604360372,FL,12007,29.8643,-82.138,462,America/New_York
510,Hartford,9.99492978518756,CT,9110,41.7661,-72.6834,969171,America/New_York
511,Hartford,9.99492978518756,WI,55131,43.3223,-88.3784,15761,America/Chicago
512,Hartford,9.99492978518756,SD,46099,43.621,-96.9424,3412,America/Chicago
513,Hartford,9.99492978518756,AL,1061,31.1055,-85.6916,2677,America/Chicago
514,Hartford,9.99492978518756,KY,21183,37.4507,-86.893,2653,America/Chicago
515,Hartford,9.99492978518756,MI,26159,42.2047,-86.1661,2312,America/Detroit
516,Hartford,9.99492978518756,IL,17119,38.8183,-90.0915,1456,America/Chicago
517,Hartford,9.99492978518756,IA,19181,41.4577,-93.4038,814,America/Chicago
518,Hartford,9.99492978518756,AR,5131,35.0236,-94.3799,504,America/Chicago
519,Hartford,9.99492978518756,KS,20111,38.3084,-95.9566,442,America/Chicago
520,Hartford,9.99492978518756,OH,39089,40.2395,-82.6884,414,America/New_York
521,Hayward,14.447987354577641,CA,6001,37.6328,-122.0766,159201,America/Los_Angeles
522,Hayward,14.447987354577641,WI,55113,46.0094,-91.4826,2549,America/Chicago
523,Hayward,14.447987354577641,MN,27047,43.6499,-93.246,219,America/Chicago
524,Hayward,14.447987354577641,MO,29155,36.3959,-89.6669,91,America/Chicago
525,Henderson,17.45498153547133,NV,32003,36.0133,-115.0381,324523,America/Los_Angeles
526,Henderson,17.45498153547133,KY,21101,37.8397,-87.5798,27994,America/Chicago
527,Henderson,17.45498153547133,NC,37181,36.3256,-78.4151,14922,America/New_York
528,Henderson,17.45498153547133,TX,48401,32.1576,-94.796,13348,America/Chicago
529,Henderson,17.45498153547133,TN,47023,35.4446,-88.6531,6349,America/Chicago
530,Henderson,17.45498153547133,GA,13051,32.0102,-81.2655,2591,America/New_York
531,Henderson,17.45498153547133,LA,22099,30.3184,-91.8065,1640,America/Chicago
532,Henderson,17.45498153547133,MN,27143,44.5278,-93.9091,933,America/Chicago
533,Henderson,17.45498153547133,NE,31185,40.78,-97.8117,918,America/Chicago
534,Henderson,17.45498153547133,AR,5005,36.3774,-92.2155,494,America/Chicago
535,Henderson,17.45498153547133,MI,26155,43.0872,-84.1933,330,America/Detroit
536,Henderson,17.45498153547133,IL,17095,41.0238,-90.3535,253,America/Chicago
537,Henderson,17.45498153547133,IA,19129,41.1399,-95.4302,205,America/Chicago
538,Henderson,17.45498153547133,WV,54053,38.8305,-82.136,172,America/New_York
539,Henderson,17.45498153547133,MD,24011,39.075,-75.766,148,America/New_York
540,Hialeah,23.068924442896936,FL,12086,25.8696,-80.3045,221901,America/New_York
541,Highlands Ranch,8.777836262323188,CO,8035,39.5419,-104.9708,101437,America/Denver
542,Hollywood,23.068924442896936,FL,12011,26.0293,-80.1679,152935,America/New_York
543,Hollywood,23.068924442896936,SC,45019,32.752,-80.2118,5330,America/New_York
544,Hollywood,23.068924442896936,AL,1071,34.7195,-85.9641,939,America/Chicago
545,Hollywood,23.068924442896936,MO,29069,36.0515,-90.186,0,America/Chicago
546,Houston,20.22896430107527,TX,48201,29.786,-95.3885,6046392,America/Chicago
547,Houston,20.22896430107527,MS,28017,33.8963,-89.0031,3757,America/Chicago
548,Houston,20.22896430107527,MO,29215,37.3212,-91.961,2407,America/Chicago
549,Houston,20.22896430107527,AK,2170,61.6159,-149.8003,1693,America/Anchorage
550,Houston,20.22896430107527,PA,42125,40.2494,-80.211,1219,America/New_York
551,Houston,20.22896430107527,MN,27055,43.7583,-91.5706,883,America/Chicago
552,Houston,20.22896430107527,DE,10001,38.9174,-75.5039,456,America/New_York
553,Houston,20.22896430107527,AR,5105,35.0349,-92.6945,218,America/Chicago
554,Huntington Beach,16.124837126960042,CA,6059,33.696,-118.0018,196010,America/Los_Angeles
555,Huntsville,15.076709842898365,AL,1089,34.6981,-86.6412,359389,America/Chicago
556,Huntsville,15.076709842898365,TX,48471,30.7009,-95.5567,46917,America/Chicago
557,Huntsville,15.076709842898365,AR,5087,36.0985,-93.7363,3086,America/Chicago
558,Huntsville,15.076709842898365,MO,29175,39.4364,-92.5437,1806,America/Chicago
559,Huntsville,15.076709842898365,TN,47151,36.4112,-84.5056,1632,America/New_York
560,Huntsville,15.076709842898365,UT,49057,41.2602,-111.774,493,America/Denver
561,Huntsville,15.076709842898365,OH,39091,40.4425,-83.8043,450,America/New_York
562,Independence,11.795634238569955,MO,29095,39.0871,-94.3501,121944,America/Chicago
563,Independence,11.795634238569955,KY,21117,38.951,-84.5492,29024,America/New_York
564,Independence,11.795634238569955,OR,41053,44.8547,-123.1952,10088,America/Los_Angeles
565,Independence,11.795634238569955,KS,20125,37.2119,-95.7327,8469,America/Chicago
566,Independence,11.795634238569955,OH,39035,41.378,-81.6385,7543,America/New_York
567,Independence,11.795634238569955,IA,19019,42.4621,-91.9027,6149,America/Chicago
568,Independence,11.795634238569955,MN,27053,45.0219,-93.7076,3695,America/Chicago
569,Independence,11.795634238569955,LA,22105,30.6361,-90.5056,2045,America/Chicago
570,Independence,11.795634238569955,WI,55121,44.3328,-91.4172,1477,America/Chicago
571,Independence,11.795634238569955,VA,51077,36.6254,-81.1511,1144,America/New_York
572,Independence,11.795634238569955,CA,6027,36.8275,-118.2132,875,America/Los_Angeles
573,Independence,11.795634238569955,MS,28137,34.7078,-89.8075,106,America/Chicago
574,Independence,11.795634238569955,UT,49051,40.4108,-111.2958,71,America/Denver
575,Independence,11.795634238569955,IN,18171,40.3378,-87.1717,37,America/Indiana/Indianapolis
576,Indianapolis,11.22867393395319,IN,18097,39.7771,-86.1458,1740984,America/Indiana/Indianapolis
577,Inglewood,15.878038442083966,CA,6037,33.9566,-118.3444,105575,America/Los_Angeles
578,Inglewood,15.878038442083966,NE,31053,41.416,-96.5025,574,America/Chicago
579,Irvine,16.124837126960042,CA,6059,33.6772,-117.7738,308160,America/Los_Angeles
580,Irvine,16.124837126960042,KY,21065,37.6964,-83.9678,2811,America/New_York
581,Irving,18.06272,TX,48113,32.8583,-96.9702,255036,America/Chicago
582,Irving,18.06272,IL,17135,39.2055,-89.4052,407,America/Chicago
583,Jackson,17.71823204994797,MS,28049,32.3157,-90.2125,331332,America/Chicago
584,Jackson,17.71823204994797,MI,26075,42.2431,-84.4038,81058,America/Detroit
585,Jackson,17.71823204994797,TN,47113,35.6538,-88.8354,74049,America/Chicago
586,Jackson,17.71823204994797,MO,29031,37.3792,-89.6522,15532,America/Chicago
587,Jackson,17.71823204994797,WY,56039,43.472,-110.7746,10746,America/Denver
588,Jackson,17.71823204994797,WI,55131,43.3233,-88.1666,7882,America/Chicago
589,Jackson,17.71823204994797,OH,39079,39.0448,-82.6458,6222,America/New_York
590,Jackson,17.71823204994797,GA,13035,33.292,-83.9679,5648,America/New_York
591,Jackson,17.71823204994797,CA,6005,38.3485,-120.7728,5061,America/Los_Angeles
592,Jackson,17.71823204994797,AL,1025,31.5318,-87.8915,4654,America/Chicago
593,Jackson,17.71823204994797,LA,22037,30.8346,-91.208,3976,America/Chicago
594,Jackson,17.71823204994797,MN,27063,43.6265,-94.9891,3298,America/Chicago
595,Jackson,17.71823204994797,KY,21025,37.5589,-83.3783,2128,America/New_York
596,Jackson,17.71823204994797,SC,45003,33.3283,-81.7925,1782,America/New_York
597,Jackson,17.71823204994797,NC,37131,36.3901,-77.4193,688,America/New_York
598,Jackson,17.71823204994797,NE,31043,42.4507,-96.5787,281,America/Chicago
599,Jackson,17.71823204994797,MT,30001,45.3679,-113.4097,23,America/Denver
600,Jacksonville,21.045303622956073,FL,12031,30.3322,-81.6749,1303156,America/New_York
601,Jacksonville,21.045303622956073,NC,37133,34.7289,-77.3941,109958,America/New_York
602,Jacksonville,21.045303622956073,AR,5119,34.8807,-92.1304,29285,America/Chicago
603,Jacksonville,21.045303622956073,IL,17137,39.7292,-90.2317,17490,America/Chicago
604,Jacksonville,21.045303622956073,AL,1015,33.8088,-85.7545,14345,America/Chicago
605,Jacksonville,21.045303622956073,TX,48073,31.9642,-95.2617,14186,America/Chicago
606,Jacksonville,21.045303622956073,OR,41029,42.3127,-122.9692,2991,America/Los_Angeles
607,Jacksonville,21.045303622956073,PA,42063,40.5615,-79.2997,548,America/New_York
608,Jacksonville,21.045303622956073,NY,36109,42.5088,-76.6167,539,America/New_York
609,Jacksonville,21.045303622956073,OH,39009,39.4761,-82.0796,343,America/New_York
610,Jacksonville,21.045303622956073,VT,50025,42.7976,-72.8192,152,America/New_York
611,Jacksonville,21.045303622956073,GA,13271,31.8125,-82.979,130,America/New_York
612,Jacksonville,21.045303622956073,MO,29175,39.5877,-92.4728,106,America/Chicago
613,Jacksonville,21.045303622956073,IA,19165,41.6452,-95.1515,6,America/Chicago
614,Jersey City,9.523295607566528,NJ,34017,40.7184,-74.0686,289691,America/New_York
615,Joliet,9.903639923591212,IL,17197,41.5188,-88.1499,149785,America/Chicago
616,Joliet,9.903639923591212,MT,30009,45.4846,-108.9723,614,America/Denver
617,Kansas City,11.795634238569955,MO,29095,39.1238,-94.5541,1686807,America/Chicago
618,Kansas City,11.795634238569955,KS,20209,39.1235,-94.7443,154776,America/Chicago
619,Killeen,18.54272430107527,TX,48027,31.0753,-97.7297,261099,America/Chicago
620,Knoxville,12.93762359730683,TN,47093,35.9692,-83.9496,618226,America/New_York
621,Knoxville,12.93762359730683,IA,19125,41.3188,-93.1024,7493,America/Chicago
622,Knoxville,12.93762359730683,IL,17095,40.907,-90.2857,3137,America/Chicago
623,Knoxville,12.93762359730683,PA,42117,41.9605,-77.4379,923,America/New_York
624,Knoxville,12.93762359730683,AR,5071,35.378,-93.363,621,America/Chicago
625,Knoxville,12.93762359730683,GA,13079,32.7233,-83.9959,103,America/New_York
626,Lafayette,20.107618924731185,LA,22055,30.2082,-92.0325,231548,America/Chicago
627,Lafayette,20.107618924731185,IN,18157,40.3991,-86.8593,160373,America/Indiana/Indianapolis
628,Lafayette,20.107618924731185,CO,8013,39.9946,-105.0998,102615,America/Denver
629,Lafayette,20.107618924731185,CA,6013,37.8919,-122.1189,25277,America/Los_Angeles
630,Lafayette,20.107618924731185,TN,47111,36.5241,-86.0304,5643,America/Chicago
631,Lafayette,20.107618924731185,OR,41071,45.2463,-123.1115,4428,America/Los_Angeles
632,Lafayette,20.107618924731185,VA,51121,37.233,-80.2051,528,America/New_York
633,Lafayette,20.107618924731185,MN,27103,44.4471,-94.3927,478,America/Chicago
634,Lafayette,20.107618924731185,OH,39003,40.7589,-83.9499,339,America/New_York
635,Lakewood,8.777836262323188,CO,8059,39.6977,-105.1172,156309,America/Denver
636,Lakewood,8.777836262323188,CA,6037,33.8471,-118.1222,80510,America/Los_Angeles
637,Lakewood,8.777836262323188,WA,53053,47.1628,-122.5299,63034,America/Los_Angeles
638,Lakewood,8.777836262323188,OH,39035,41.4822,-81.8008,50229,America/New_York
639,Lakewood,8.777836262323188,IL,17111,42.2279,-88.3931,4699,America/Chicago
640,Lakewood,8.777836262323188,SC,45085,33.8428,-80.3492,3154,America/New_York
641,Lakewood,8.777836262323188,NY,36013,42.0992,-79.3201,2975,America/New_York
642,Lakewood,8.777836262323188,IN,18167,39.3955,-87.3001,530,America/Indiana/Indianapolis
643,Lakewood,8.777836262323188,WI,55083,45.3006,-88.5145,297,America/Chicago
644,Lakewood,8.777836262323188,IL,17173,39.3235,-88.8981,18,America/Chicago
645,Lancaster,15.878038442083966,PA,42071,40.042,-76.3012,408023,America/New_York
646,Lancaster,15.878038442083966,CA,6037,34.6935,-118.1753,170013,America/Los_Angeles
647,Lancaster,15.878038442083966,OH,39045,39.7248,-82.6049,40902,America/New_York
648,Lancaster,15.878038442083966,TX,48113,32.5922,-96.7739,40753,America/Chicago
649,Lancaster,15.878038442083966,SC,45057,34.7248,-80.7804,8738,America/New_York
650,Lancaster,15.878038442083966,KY,21079,37.6148,-84.5815,3960,America/New_York
651,Lancaster,15.878038442083966,WI,55043,42.8473,-90.7065,3916,America/Chicago
652,Lancaster,15.878038442083966,MO,29197,40.5238,-92.5314,618,America/Chicago
653,Lancaster,15.878038442083966,KS,20005,39.571,-95.3037,356,America/Chicago
654,Lancaster,15.878038442083966,MN,27069,48.8577,-96.8019,344,America/Chicago
655,Lancaster,15.878038442083966,VA,51103,37.7675,-76.4549,22,America/New_York
656,Lansing,8.435723654886978,MI,26065,42.7142,-84.5601,318001,America/Detroit
657,Lansing,8.435723654886978,IL,17031,41.5648,-87.5462,28415,America/Chicago
658,Lansing,8.435723654886978,KS,20103,39.2428,-94.8972,11229,America/Chicago
659,Lansing,8.435723654886978,IA,19005,43.3602,-91.2256,1111,America/Chicago
660,Lansing,8.435723654886978,OH,39013,40.0758,-80.7919,352,America/New_York
661,Lansing,8.435723654886978,NC,37009,36.4994,-81.5106,222,America/New_York
662,Lansing,8.435723654886978,MN,27099,43.7476,-92.9657,155,America/Chicago
663,Laredo,21.851215034965037,TX,48479,27.5625,-99.4874,255949,America/Chicago
