,transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn,Seconds,Hours,Shop
3967,254,2019-04-03,16:19:08,5,26,5849,N,1,1,52,1,2.5,2.5,N,58748,16,B
3968,268,2019-04-03,16:29:19,5,26,5200,Y,1,1,27,2,7.0,3.5,N,59359,16,B
3969,268,2019-04-03,16:29:19,5,26,5200,Y,1,5,72,1,3.25,3.25,N,59359,16,B
3970,274,2019-04-03,16:17:22,5,12,5893,Y,1,1,57,1,3.1,3.1,N,58642,16,B
3971,277,2019-04-03,09:11:50,5,26,5910,Y,1,1,34,2,4.9,2.45,N,33110,9,B
3972,278,2019-04-03,07:06:53,5,12,5332,Y,1,1,29,2,5.0,2.5,N,25613,7,B
3973,279,2019-04-03,09:23:33,5,30,5406,N,1,1,25,1,2.2,2.2,N,33813,9,B
3974,281,2019-04-03,08:30:14,5,30,5817,Y,1,1,40,2,7.5,3.75,N,30614,8,B
3975,284,2019-04-03,11:02:11,5,12,5104,Y,1,1,54,1,2.5,2.5,N,39731,11,B
3976,290,2019-04-03,18:25:04,5,30,5598,N,1,1,24,1,3.0,3.0,N,66304,18,B
3977,290,2019-04-03,18:25:04,5,30,5598,N,1,5,71,1,3.75,3.75,N,66304,18,B
3978,305,2019-04-03,15:29:20,5,26,5091,N,1,1,41,2,8.5,4.25,N,55760,15,B
3979,309,2019-04-03,07:37:05,5,12,5026,Y,1,1,56,2,5.1,2.55,N,27425,7,B
3980,317,2019-04-03,17:08:41,5,26,5599,Y,1,1,25,1,2.2,2.2,N,61721,17,B
3981,326,2019-04-03,07:16:30,5,26,5558,Y,1,1,46,1,2.5,2.5,N,26190,7,B
3982,327,2019-04-03,14:52:10,5,30,5030,N,1,1,61,2,9.5,4.75,N,53530,14,B
3983,327,2019-04-03,14:52:10,5,30,5030,N,1,5,69,1,3.25,3.25,N,53530,14,B
3984,328,2019-04-03,07:47:05,5,12,5083,Y,1,1,46,2,5.0,2.5,N,28025,7,B
3985,328,2019-04-03,07:47:05,5,12,5083,Y,1,5,70,1,3.25,3.25,N,28025,7,B
3986,339,2019-04-03,17:57:08,5,30,5704,Y,1,1,51,1,3.0,3.0,N,64628,17,B
3987,345,2019-04-03,08:10:37,5,26,5196,Y,1,1,26,2,6.0,3.0,N,29437,8,B
3988,348,2019-04-03,18:20:15,5,30,5360,N,1,1,43,1,3.0,3.0,N,66015,18,B
3989,349,2019-04-03,13:57:04,5,26,5524,Y,1,1,31,1,2.2,2.2,N,50224,13,B
3990,352,2019-04-03,08:49:32,5,12,5563,N,1,1,61,2,9.5,4.75,N,31772,8,B
3991,354,2019-04-03,14:59:54,5,26,5020,N,1,1,57,2,6.2,3.1,N,53994,14,B
3992,358,2019-04-03,15:50:02,5,12,5013,Y,1,1,43,2,6.0,3.0,N,57002,15,B
3993,364,2019-04-03,08:37:16,5,26,5306,N,1,1,48,1,2.5,2.5,N,31036,8,B
3994,367,2019-04-03,10:54:16,5,26,5575,N,1,1,39,2,8.5,4.25,N,39256,10,B
3995,381,2019-04-03,17:27:22,5,12,5042,N,1,1,61,1,4.75,4.75,N,62842,17,B
3996,384,2019-04-03,09:49:52,5,26,5943,Y,1,1,59,2,9.0,4.5,N,35392,9,B
3997,400,2019-04-03,13:09:19,5,12,5056,Y,1,1,29,1,2.5,2.5,N,47359,13,B
3998,406,2019-04-03,14:07:34,5,26,5769,Y,1,1,23,2,5.0,2.5,N,50854,14,B
3999,409,2019-04-03,09:54:42,5,26,5563,Y,1,1,25,1,2.2,2.2,N,35682,9,B
4000,417,2019-04-03,07:59:15,5,26,5169,Y,1,1,30,1,3.0,3.0,N,28755,7,B
4001,417,2019-04-03,07:59:15,5,26,5169,Y,1,5,79,1,3.75,3.75,N,28755,7,B
4002,419,2019-04-03,17:26:45,5,26,5341,Y,1,1,27,2,7.0,3.5,N,62805,17,B
4003,419,2019-04-03,17:26:45,5,26,5341,Y,1,5,77,1,3.0,3.0,N,62805,17,B
4004,420,2019-04-03,07:07:48,5,30,5163,Y,1,1,51,2,6.0,3.0,N,25668,7,B
4005,420,2019-04-03,07:07:48,5,30,5163,Y,1,5,74,1,3.5,3.5,N,25668,7,B
4006,421,2019-04-03,16:49:49,5,12,5877,N,1,1,45,1,3.0,3.0,N,60589,16,B
4007,424,2019-04-03,08:12:23,5,26,5275,N,1,1,43,2,6.0,3.0,N,29543,8,B
4008,430,2019-04-03,12:05:06,5,12,5773,Y,1,1,30,2,6.0,3.0,N,43506,12,B
4009,430,2019-04-03,12:05:06,5,12,5773,Y,1,5,70,1,3.25,3.25,N,43506,12,B
4010,437,2019-04-03,12:17:20,5,12,5731,N,1,1,53,1,3.0,3.0,N,44240,12,B
4011,437,2019-04-03,12:17:20,5,12,5731,N,1,5,78,1,4.5,4.5,N,44240,12,B
4012,441,2019-04-03,14:23:03,5,30,5118,Y,1,1,52,1,2.5,2.5,N,51783,14,B
4013,445,2019-04-03,07:37:27,5,12,5300,Y,1,1,31,1,2.2,2.2,N,27447,7,B
4014,445,2019-04-03,07:37:27,5,12,5300,Y,1,5,73,1,3.75,3.75,N,27447,7,B
4015,446,2019-04-03,13:22:29,5,12,5825,N,1,1,33,2,7.0,3.5,N,48149,13,B
4016,446,2019-04-03,13:22:29,5,12,5825,N,1,5,75,1,3.5,3.5,N,48149,13,B
4017,457,2019-04-03,16:18:53,5,30,5694,N,1,1,29,1,2.5,2.5,N,58733,16,B
4018,460,2019-04-03,07:05:48,5,30,5471,Y,1,1,40,1,3.75,3.75,N,25548,7,B
4019,470,2019-04-03,12:19:34,5,26,5265,N,1,1,32,2,6.0,3.0,N,44374,12,B
4020,470,2019-04-03,12:19:34,5,26,5265,N,1,5,72,1,3.25,3.25,N,44374,12,B
4021,472,2019-04-03,07:04:09,5,30,5171,N,1,1,45,1,3.0,3.0,N,25449,7,B
4022,478,2019-04-03,08:16:23,5,30,5173,Y,1,1,22,1,2.0,2.0,N,29783,8,B
4023,494,2019-04-03,07:16:26,5,30,5905,N,1,1,59,2,9.0,4.5,N,26186,7,B
4024,494,2019-04-03,07:16:26,5,30,5905,N,1,5,73,1,3.75,3.75,N,26186,7,B
4025,508,2019-04-03,08:32:08,5,30,5524,Y,1,1,40,1,3.75,3.75,N,30728,8,B
4026,510,2019-04-03,13:57:57,5,30,5281,N,1,1,59,2,9.0,4.5,N,50277,13,B
4027,516,2019-04-03,08:22:14,5,12,5474,Y,1,1,27,1,3.5,3.5,N,30134,8,B
4028,518,2019-04-03,11:51:03,5,30,5853,N,1,1,44,2,5.0,2.5,N,42663,11,B
4029,519,2019-04-03,10:13:59,5,26,5532,N,1,1,34,2,4.9,2.45,N,36839,10,B
4030,528,2019-04-03,09:03:18,5,12,5275,N,1,1,47,2,6.0,3.0,N,32598,9,B
4031,529,2019-04-03,11:33:44,5,30,5883,N,1,1,26,2,6.0,3.0,N,41624,11,B
4032,529,2019-04-03,11:33:44,5,30,5883,N,1,5,75,1,3.5,3.5,N,41624,11,B
4033,531,2019-04-03,17:15:31,5,12,5437,N,1,1,87,2,6.0,3.0,N,62131,17,B
4034,541,2019-04-03,13:46:55,5,12,5881,Y,1,1,35,1,3.1,3.1,N,49615,13,B
4035,542,2019-04-03,10:03:51,5,26,5634,N,1,1,28,1,2.0,2.0,N,36231,10,B
4036,547,2019-04-03,14:20:53,5,26,5604,Y,1,1,39,2,8.5,4.25,N,51653,14,B
4037,548,2019-04-03,09:18:59,5,12,5021,N,1,1,22,2,4.0,2.0,N,33539,9,B
4038,552,2019-04-03,09:25:10,5,26,5130,N,1,1,35,1,3.1,3.1,N,33910,9,B
4039,554,2019-04-03,08:37:51,5,26,5202,Y,1,1,33,2,7.0,3.5,N,31071,8,B
4040,557,2019-04-03,09:20:16,5,12,5293,Y,1,1,29,2,5.0,2.5,N,33616,9,B
4041,570,2019-04-03,15:40:47,5,26,5917,Y,1,1,44,1,2.5,2.5,N,56447,15,B
4042,571,2019-04-03,13:47:08,5,30,5677,N,1,1,32,2,6.0,3.0,N,49628,13,B
4043,574,2019-04-03,08:54:33,5,12,5673,N,1,1,50,2,5.0,2.5,N,32073,8,B
4044,574,2019-04-03,08:54:33,5,12,5673,N,1,5,71,1,3.75,3.75,N,32073,8,B
4045,585,2019-04-03,14:43:26,5,12,5435,Y,1,1,57,2,6.2,3.1,N,53006,14,B
4046,588,2019-04-03,08:58:38,5,12,5412,Y,1,1,32,2,6.0,3.0,N,32318,8,B
4047,590,2019-04-03,07:10:35,5,26,5575,N,1,1,43,2,6.0,3.0,N,25835,7,B
4048,597,2019-04-03,17:45:47,5,30,5547,N,1,1,38,2,7.5,3.75,N,63947,17,B
4049,597,2019-04-03,17:45:47,5,30,5547,N,1,5,71,1,3.75,3.75,N,63947,17,B
4050,603,2019-04-03,08:43:06,5,26,5260,N,1,1,30,2,6.0,3.0,N,31386,8,B
4051,605,2019-04-03,15:11:41,5,30,5008,Y,1,1,30,2,6.0,3.0,N,54701,15,B
4052,609,2019-04-03,14:15:14,5,12,5177,Y,1,1,32,1,3.0,3.0,N,51314,14,B
4053,609,2019-04-03,14:15:14,5,12,5177,Y,1,5,74,1,3.5,3.5,N,51314,14,B
4054,615,2019-04-03,07:29:50,5,26,5702,Y,1,1,30,2,6.0,3.0,N,26990,7,B
4055,617,2019-04-03,09:09:39,5,26,5094,Y,1,1,37,1,3.0,3.0,N,32979,9,B
4056,621,2019-04-03,07:46:14,5,26,5829,N,1,1,51,2,6.0,3.0,N,27974,7,B
4057,626,2019-04-03,14:25:36,5,30,5712,N,1,1,56,1,2.55,2.55,N,51936,14,B
4058,628,2019-04-03,17:13:41,5,12,5160,Y,1,1,54,2,5.0,2.5,N,62021,17,B
4059,632,2019-04-03,14:59:35,5,26,5922,N,1,1,60,1,3.75,3.75,N,53975,14,B
4060,635,2019-04-03,10:56:53,5,30,5426,Y,1,1,43,2,6.0,3.0,N,39413,10,B
4061,635,2019-04-03,10:56:53,5,30,5426,Y,1,5,73,1,3.75,3.75,N,39413,10,B
4062,646,2019-04-03,12:42:56,5,26,5150,Y,1,1,52,1,2.5,2.5,N,45776,12,B
4063,655,2019-04-03,10:43:23,5,12,5665,Y,1,1,47,1,3.0,3.0,N,38603,10,B
4064,676,2019-04-03,10:51:18,5,26,5040,N,1,1,29,2,5.0,2.5,N,39078,10,B
4065,676,2019-04-03,10:51:18,5,26,5040,N,1,5,69,1,3.25,3.25,N,39078,10,B
4066,683,2019-04-03,14:46:54,5,30,5663,N,1,1,29,2,5.0,2.5,N,53214,14,B
4067,685,2019-04-03,12:08:07,5,26,5254,N,1,1,45,2,6.0,3.0,N,43687,12,B
4068,688,2019-04-03,18:08:40,5,12,5035,Y,1,1,59,2,9.0,4.5,N,65320,18,B
4069,701,2019-04-03,09:03:49,5,12,5929,N,1,1,50,2,5.0,2.5,N,32629,9,B
4070,703,2019-04-03,11:22:02,5,12,5424,N,1,1,24,1,3.0,3.0,N,40922,11,B
4071,711,2019-04-03,15:44:10,5,26,5732,N,1,1,33,2,7.0,3.5,N,56650,15,B
4072,717,2019-04-03,15:43:10,5,26,5129,Y,1,1,55,1,4.0,4.0,N,56590,15,B
4073,719,2019-04-03,09:54:02,5,12,5247,N,1,1,31,2,4.4,2.2,N,35642,9,B
4074,720,2019-04-03,09:07:30,5,26,5155,N,1,1,87,2,6.0,3.0,N,32850,9,B
4075,720,2019-04-03,09:07:30,5,26,5155,N,1,5,70,1,3.25,3.25,N,32850,9,B
4076,722,2019-04-03,13:22:09,5,26,5912,N,1,1,55,1,4.0,4.0,N,48129,13,B
4077,737,2019-04-03,17:04:37,5,26,5009,Y,1,1,58,1,3.5,3.5,N,61477,17,B
4078,739,2019-04-03,09:45:43,5,12,5115,N,1,1,50,2,5.0,2.5,N,35143,9,B
4079,742,2019-04-03,17:25:30,5,26,5935,N,1,1,28,1,2.0,2.0,N,62730,17,B
4080,747,2019-04-03,12:58:20,5,30,5786,Y,1,1,35,2,6.2,3.1,N,46700,12,B
4081,762,2019-04-03,12:51:07,5,12,5469,N,1,1,51,2,6.0,3.0,N,46267,12,B
4082,765,2019-04-03,16:41:20,5,26,5069,Y,1,1,25,1,2.2,2.2,N,60080,16,B
4083,766,2019-04-03,10:12:21,5,30,5537,Y,1,1,40,1,3.75,3.75,N,36741,10,B
4084,769,2019-04-03,15:04:07,5,12,5409,N,1,1,43,2,6.0,3.0,N,54247,15,B
4085,771,2019-04-03,17:39:49,5,12,5261,N,1,1,39,2,8.5,4.25,N,63589,17,B
4086,772,2019-04-03,14:27:52,5,26,5892,Y,1,1,48,2,5.0,2.5,N,52072,14,B
4087,774,2019-04-03,09:02:14,5,30,5101,N,1,1,57,2,6.2,3.1,N,32534,9,B
4088,785,2019-04-03,07:29:51,5,12,5731,Y,1,1,37,1,3.0,3.0,N,26991,7,B
4089,786,2019-04-03,08:09:10,5,26,5516,Y,1,1,47,1,3.0,3.0,N,29350,8,B
4090,786,2019-04-03,08:09:10,5,26,5516,Y,1,5,70,1,3.25,3.25,N,29350,8,B
4091,791,2019-04-03,07:24:35,5,30,5914,N,1,1,32,2,6.0,3.0,N,26675,7,B
4092,791,2019-04-03,07:24:35,5,30,5914,N,1,5,70,1,3.25,3.25,N,26675,7,B
4093,795,2019-04-03,08:20:55,5,26,5125,Y,1,1,32,1,3.0,3.0,N,30055,8,B
4094,796,2019-04-03,12:55:49,5,26,5396,N,1,1,45,1,3.0,3.0,N,46549,12,B
4095,800,2019-04-03,09:00:48,5,26,5360,Y,1,1,52,1,2.5,2.5,N,32448,9,B
4096,813,2019-04-03,10:36:00,5,30,5341,Y,1,1,40,2,7.5,3.75,N,38160,10,B
4097,817,2019-04-03,17:13:15,5,12,5794,Y,1,1,23,1,2.5,2.5,N,61995,17,B
4098,817,2019-04-03,17:13:15,5,12,5794,Y,1,5,79,1,3.75,3.75,N,61995,17,B
4099,830,2019-04-03,15:30:39,5,30,5242,N,1,1,52,1,2.5,2.5,N,55839,15,B
4100,833,2019-04-03,16:33:20,5,30,5367,Y,1,1,59,2,9.0,4.5,N,59600,16,B
4101,837,2019-04-03,17:55:24,5,30,5158,Y,1,1,58,2,7.0,3.5,N,64524,17,B
4102,845,2019-04-03,14:25:23,5,26,5934,Y,1,1,41,1,4.25,4.25,N,51923,14,B
4103,845,2019-04-03,14:25:23,5,26,5934,Y,1,5,79,1,3.75,3.75,N,51923,14,B
4104,854,2019-04-03,13:12:49,5,12,5057,Y,1,1,42,2,5.0,2.5,N,47569,13,B
4105,854,2019-04-03,13:12:49,5,12,5057,Y,1,5,78,1,4.5,4.5,N,47569,13,B
4106,860,2019-04-03,16:28:21,5,12,5699,N,1,1,28,2,4.0,2.0,N,59301,16,B
4107,863,2019-04-03,16:48:55,5,30,5504,N,1,1,51,1,3.0,3.0,N,60535,16,B
4108,867,2019-04-03,14:17:42,5,12,5368,Y,1,1,41,1,4.25,4.25,N,51462,14,B
4109,876,2019-04-03,17:01:20,5,30,5850,Y,1,1,51,1,3.0,3.0,N,61280,17,B
4110,876,2019-04-03,17:01:20,5,30,5850,Y,1,5,79,1,3.75,3.75,N,61280,17,B
4111,896,2019-04-03,16:27:37,5,30,5424,Y,1,1,87,1,3.0,3.0,N,59257,16,B
4112,896,2019-04-03,16:27:37,5,30,5424,Y,1,5,73,1,3.75,3.75,N,59257,16,B
4113,898,2019-04-03,17:49:43,5,26,5197,Y,1,1,22,2,4.0,2.0,N,64183,17,B
4114,906,2019-04-03,16:12:27,5,30,5240,N,1,1,53,2,6.0,3.0,N,58347,16,B
4115,913,2019-04-03,11:20:27,5,30,5193,Y,1,1,87,1,3.0,3.0,N,40827,11,B
4116,920,2019-04-03,14:02:32,5,30,5108,Y,1,1,57,1,3.1,3.1,N,50552,14,B
4117,934,2019-04-03,13:04:48,5,26,5704,N,1,1,35,2,6.2,3.1,N,47088,13,B
4118,934,2019-04-03,13:04:48,5,26,5704,N,1,5,74,1,3.5,3.5,N,47088,13,B
4119,946,2019-04-03,15:28:11,5,26,5318,N,1,1,53,1,3.0,3.0,N,55691,15,B
4120,947,2019-04-03,11:51:09,5,26,5174,N,1,1,48,2,5.0,2.5,N,42669,11,B
4121,952,2019-04-03,18:06:01,5,26,5487,N,1,1,35,2,6.2,3.1,N,65161,18,B
4122,953,2019-04-03,10:22:26,5,30,5128,N,1,1,49,2,6.0,3.0,N,37346,10,B
4123,957,2019-04-03,10:16:14,5,30,5351,Y,1,1,59,2,9.0,4.5,N,36974,10,B
4124,957,2019-04-03,10:16:14,5,30,5351,Y,1,5,72,1,3.25,3.25,N,36974,10,B
4125,964,2019-04-03,16:07:48,5,26,5778,Y,1,1,38,2,7.5,3.75,N,58068,16,B
4126,965,2019-04-03,16:39:44,5,12,5928,N,1,1,32,1,3.0,3.0,N,59984,16,B
4127,969,2019-04-03,09:24:46,5,26,5467,N,1,1,54,1,2.5,2.5,N,33886,9,B
4128,975,2019-04-03,08:49:35,5,12,5716,Y,1,1,51,2,6.0,3.0,N,31775,8,B
4129,975,2019-04-03,08:49:35,5,12,5716,Y,1,5,72,1,3.25,3.25,N,31775,8,B
4130,984,2019-04-03,12:48:38,5,30,5831,N,1,1,33,1,3.5,3.5,N,46118,12,B
4131,984,2019-04-03,12:48:38,5,30,5831,N,1,5,76,1,3.5,3.5,N,46118,12,B
4132,987,2019-04-03,10:13:44,5,26,5575,N,1,1,49,2,6.0,3.0,N,36824,10,B
4133,987,2019-04-03,10:13:44,5,26,5575,N,1,5,75,1,3.5,3.5,N,36824,10,B
4134,998,2019-04-03,07:50:13,5,30,5320,Y,1,1,43,2,6.0,3.0,N,28213,7,B
4135,999,2019-04-03,07:50:42,5,30,5796,Y,1,1,46,1,2.5,2.5,N,28242,7,B
4136,999,2019-04-03,07:50:42,5,30,5796,Y,1,5,72,1,3.25,3.25,N,28242,7,B
4137,1007,2019-04-03,12:04:30,5,30,5281,N,1,1,26,2,6.0,3.0,N,43470,12,B
4138,1007,2019-04-03,12:04:30,5,30,5281,N,1,5,72,1,3.25,3.25,N,43470,12,B
4139,1009,2019-04-03,09:02:44,5,30,5044,N,1,1,36,1,3.75,3.75,N,32564,9,B
4140,1011,2019-04-03,16:14:44,5,30,5434,N,1,1,45,1,3.0,3.0,N,58484,16,B
4141,1013,2019-04-03,15:38:41,5,12,5511,Y,1,1,50,2,5.0,2.5,N,56321,15,B
4142,1018,2019-04-03,08:35:30,5,26,5935,Y,1,1,29,1,2.5,2.5,N,30930,8,B
4143,1020,2019-04-03,11:11:10,5,26,5468,Y,1,1,26,2,6.0,3.0,N,40270,11,B
4144,1028,2019-04-03,17:49:47,5,12,5157,N,1,1,23,2,5.0,2.5,N,64187,17,B
4145,1028,2019-04-03,17:49:47,5,12,5157,N,1,5,73,1,3.75,3.75,N,64187,17,B
4146,1030,2019-04-03,17:17:06,5,26,5062,N,1,1,36,1,3.75,3.75,N,62226,17,B
4147,1030,2019-04-03,17:17:06,5,26,5062,N,1,5,75,1,3.5,3.5,N,62226,17,B
4148,1032,2019-04-03,08:05:59,5,26,5825,N,1,1,46,1,2.5,2.5,N,29159,8,B
4149,1035,2019-04-03,15:33:40,5,30,5914,N,1,1,38,2,7.5,3.75,N,56020,15,B
4150,1055,2019-04-03,15:33:58,5,26,5805,Y,1,1,37,1,3.0,3.0,N,56038,15,B
4151,1057,2019-04-03,11:24:54,5,12,5446,N,1,1,60,2,7.5,3.75,N,41094,11,B
4152,1059,2019-04-03,18:11:15,5,26,5587,Y,1,1,56,1,2.55,2.55,N,65475,18,B
4153,1060,2019-04-03,12:15:24,5,26,5727,N,1,1,42,2,5.0,2.5,N,44124,12,B
4154,1067,2019-04-03,08:32:04,5,30,5171,Y,1,1,51,2,6.0,3.0,N,30724,8,B
4155,1101,2019-04-03,12:51:22,5,26,5065,N,1,1,41,2,8.5,4.25,N,46282,12,B
4156,1104,2019-04-03,09:11:10,5,30,5724,N,1,1,47,2,6.0,3.0,N,33070,9,B
4157,1107,2019-04-03,11:20:52,5,26,5782,N,1,1,52,1,2.5,2.5,N,40852,11,B
4158,1111,2019-04-03,10:49:07,5,26,5431,N,1,1,54,2,5.0,2.5,N,38947,10,B
4159,1112,2019-04-03,15:06:10,5,26,5633,Y,1,1,52,1,2.5,2.5,N,54370,15,B
4160,1112,2019-04-03,15:06:10,5,26,5633,Y,1,5,77,1,3.0,3.0,N,54370,15,B
4161,1118,2019-04-03,17:57:48,5,12,5639,Y,1,1,49,1,3.0,3.0,N,64668,17,B
4162,1128,2019-04-03,13:04:25,5,30,5453,N,1,1,42,1,2.5,2.5,N,47065,13,B
4163,1136,2019-04-03,07:30:00,5,30,5596,N,1,1,31,1,2.2,2.2,N,27000,7,B
4164,1139,2019-04-03,12:20:44,5,12,5126,Y,1,1,47,2,6.0,3.0,N,44444,12,B
4165,1142,2019-04-03,16:20:41,5,30,5091,N,1,1,32,1,3.0,3.0,N,58841,16,B
4166,1143,2019-04-03,07:23:11,5,26,5838,N,1,1,55,1,4.0,4.0,N,26591,7,B
4167,1147,2019-04-03,17:35:36,5,12,5527,N,1,1,43,1,3.0,3.0,N,63336,17,B
4168,1157,2019-04-03,16:19:05,5,12,5665,Y,1,1,51,1,3.0,3.0,N,58745,16,B
4169,1157,2019-04-03,16:19:05,5,12,5665,Y,1,5,77,1,3.0,3.0,N,58745,16,B
4170,1159,2019-04-03,10:01:51,5,12,5478,Y,1,1,87,1,3.0,3.0,N,36111,10,B
4171,1169,2019-04-03,10:41:29,5,30,5278,Y,1,1,33,1,3.5,3.5,N,38489,10,B
4172,1169,2019-04-03,10:41:29,5,30,5278,Y,1,5,72,1,3.25,3.25,N,38489,10,B
4173,1171,2019-04-03,13:44:54,5,26,5425,N,1,1,47,1,3.0,3.0,N,49494,13,B
4174,1175,2019-04-03,10:30:50,5,30,5877,N,1,1,22,2,4.0,2.0,N,37850,10,B
4175,1175,2019-04-03,10:30:50,5,30,5877,N,1,5,79,1,3.75,3.75,N,37850,10,B
4176,1179,2019-04-03,11:58:06,5,30,5407,N,1,1,36,1,3.75,3.75,N,43086,11,B
4177,1183,2019-04-03,15:49:11,5,12,5089,Y,1,1,59,1,4.5,4.5,N,56951,15,B
4178,1190,2019-04-03,18:27:13,5,26,5808,Y,1,1,43,1,3.0,3.0,N,66433,18,B
4179,1192,2019-04-03,08:49:51,5,30,5879,Y,1,1,34,2,4.9,2.45,N,31791,8,B
4180,1205,2019-04-03,18:26:39,5,12,5678,Y,1,1,43,2,6.0,3.0,N,66399,18,B
4181,1207,2019-04-03,08:28:33,5,26,5191,Y,1,1,30,2,6.0,3.0,N,30513,8,B
4182,1214,2019-04-03,11:23:05,5,30,5338,N,1,1,26,2,6.0,3.0,N,40985,11,B
4183,1214,2019-04-03,11:23:05,5,30,5338,N,1,5,73,1,3.75,3.75,N,40985,11,B
4184,1237,2019-04-03,15:29:50,5,26,5604,Y,1,1,39,1,4.25,4.25,N,55790,15,B
4185,1237,2019-04-03,15:29:50,5,26,5604,Y,1,5,71,1,3.75,3.75,N,55790,15,B
4186,1241,2019-04-03,07:52:04,5,12,5506,Y,1,1,41,1,4.25,4.25,N,28324,7,B
4187,1247,2019-04-03,14:04:38,5,30,5515,Y,1,1,38,2,7.5,3.75,N,50678,14,B
4188,1297,2019-04-03,11:57:55,5,26,5389,Y,1,1,33,1,3.5,3.5,N,43075,11,B
4189,1307,2019-04-03,11:42:01,5,26,5827,Y,1,1,28,2,4.0,2.0,N,42121,11,B
4190,1313,2019-04-03,17:28:33,5,12,5101,N,1,1,32,2,6.0,3.0,N,62913,17,B
4191,1320,2019-04-03,15:48:46,5,30,5887,Y,1,1,55,2,8.0,4.0,N,56926,15,B
4192,1323,2019-04-03,09:27:47,5,12,5423,Y,1,1,32,2,6.0,3.0,N,34067,9,B
4193,1327,2019-04-03,12:47:30,5,12,5694,Y,1,1,59,1,4.5,4.5,N,46050,12,B
4194,1332,2019-04-03,11:47:50,5,12,5261,N,1,1,48,1,2.5,2.5,N,42470,11,B
4195,1337,2019-04-03,08:53:31,5,30,5848,Y,1,1,54,2,5.0,2.5,N,32011,8,B
4196,1344,2019-04-03,16:33:26,5,26,5797,N,1,1,30,1,3.0,3.0,N,59606,16,B
4197,1347,2019-04-03,14:35:13,5,12,5349,Y,1,1,31,2,4.4,2.2,N,52513,14,B
4198,1352,2019-04-03,12:04:32,5,26,5767,N,1,1,38,2,7.5,3.75,N,43472,12,B
4199,1353,2019-04-03,14:56:14,5,26,5769,Y,1,1,52,2,5.0,2.5,N,53774,14,B
4200,1353,2019-04-03,14:56:14,5,26,5769,Y,1,5,71,1,3.75,3.75,N,53774,14,B
4201,1354,2019-04-03,15:44:56,5,12,5410,N,1,1,38,1,3.75,3.75,N,56696,15,B
4202,1354,2019-04-03,15:44:56,5,12,5410,N,1,5,76,1,3.5,3.5,N,56696,15,B
4203,1355,2019-04-03,12:44:41,5,26,5119,N,1,1,46,1,2.5,2.5,N,45881,12,B
4204,1359,2019-04-03,11:11:22,5,26,5016,N,1,1,52,1,2.5,2.5,N,40282,11,B
4205,1366,2019-04-03,13:44:22,5,30,5370,Y,1,1,23,1,2.5,2.5,N,49462,13,B
4206,1374,2019-04-03,16:43:58,5,30,5820,Y,1,1,46,1,2.5,2.5,N,60238,16,B
4207,1374,2019-04-03,16:43:58,5,30,5820,Y,1,5,71,1,3.75,3.75,N,60238,16,B
4208,1376,2019-04-03,14:55:03,5,12,5769,Y,1,1,51,1,3.0,3.0,N,53703,14,B
4209,1382,2019-04-03,07:34:30,5,30,5575,N,1,1,30,1,3.0,3.0,N,27270,7,B
4210,1384,2019-04-03,09:15:44,5,26,5046,Y,1,1,45,1,3.0,3.0,N,33344,9,B
4211,1386,2019-04-03,08:52:00,5,26,5034,Y,1,1,28,1,2.0,2.0,N,31920,8,B
4212,1388,2019-04-03,11:11:53,5,26,5847,N,1,1,22,2,4.0,2.0,N,40313,11,B
4213,1407,2019-04-03,15:57:20,5,26,5187,N,1,1,87,2,6.0,3.0,N,57440,15,B
4214,1412,2019-04-03,17:50:37,5,26,5573,Y,1,1,48,2,5.0,2.5,N,64237,17,B
4215,1423,2019-04-03,17:50:27,5,12,5195,N,1,1,48,2,5.0,2.5,N,64227,17,B
4216,1433,2019-04-03,11:31:00,5,30,5128,N,1,1,39,2,8.5,4.25,N,41460,11,B
4217,1433,2019-04-03,11:31:00,5,30,5128,N,1,5,70,1,3.25,3.25,N,41460,11,B
4218,1443,2019-04-03,08:44:54,5,12,5635,Y,1,1,52,1,2.5,2.5,N,31494,8,B
4219,1448,2019-04-03,13:55:12,5,12,5260,Y,1,1,54,1,2.5,2.5,N,50112,13,B
4220,1450,2019-04-03,09:48:25,5,26,5085,Y,1,1,49,2,6.0,3.0,N,35305,9,B
4221,1453,2019-04-03,13:59:04,5,12,5597,Y,1,1,49,1,3.0,3.0,N,50344,13,B
4222,1463,2019-04-03,13:09:01,5,30,5826,Y,1,1,56,2,5.1,2.55,N,47341,13,B
4223,1463,2019-04-03,13:09:01,5,30,5826,Y,1,5,74,1,3.5,3.5,N,47341,13,B
4224,1477,2019-04-03,16:23:10,5,12,5093,Y,1,1,39,1,4.25,4.25,N,58990,16,B
4225,1477,2019-04-03,16:23:10,5,12,5093,Y,1,5,77,1,3.0,3.0,N,58990,16,B
4226,1484,2019-04-03,08:19:47,5,26,5538,Y,1,1,51,1,3.0,3.0,N,29987,8,B
4227,1504,2019-04-03,08:39:48,5,12,5188,N,1,1,27,2,7.0,3.5,N,31188,8,B
4228,1506,2019-04-03,15:16:34,5,26,5012,Y,1,1,52,2,5.0,2.5,N,54994,15,B
