,staff_id,customer_id,product_id,quantity,unit_price,Hours,Shop
13503,10,201,35,2,3.1,8,Shop A
13518,9,0,38,2,3.75,8,Shop A
13521,7,0,47,2,3.0,7,Shop A
13524,6,734,36,2,3.75,8,Shop A
13526,6,481,41,2,4.25,10,Shop A
13533,6,0,41,2,4.25,17,Shop A
13534,9,392,56,2,2.55,16,Shop A
13542,7,0,58,2,3.5,13,Shop A
13544,10,789,23,2,2.5,14,Shop A
13546,8,737,47,2,3.0,11,Shop A
13549,9,533,57,2,3.1,18,Shop A
13550,10,411,25,2,2.2,12,Shop A
13551,6,35,57,2,3.1,18,Shop A
13568,9,0,47,2,3.0,17,Shop A
13571,9,0,34,2,2.45,16,Shop A
13574,6,721,47,2,3.0,19,Shop A
13577,8,0,31,2,2.2,15,Shop A
13580,10,0,37,2,3.0,15,Shop A
13581,6,120,45,2,3.0,14,Shop A
13591,10,0,51,2,3.0,15,Shop A
13594,8,0,25,2,2.2,13,Shop A
13597,9,0,50,2,2.5,14,Shop A
13598,9,648,59,2,4.5,13,Shop A
13599,10,16,40,2,3.75,17,Shop A
13600,8,0,41,2,4.25,19,Shop A
13615,9,470,26,2,3.0,14,Shop A
13621,9,768,49,2,3.0,18,Shop A
13625,10,0,25,2,2.2,18,Shop A
13629,8,0,29,2,2.5,16,Shop A
13632,6,45,34,2,2.45,16,Shop A
13634,7,0,54,2,2.5,14,Shop A
13638,9,0,35,2,3.1,11,Shop A
13643,8,0,52,2,2.5,11,Shop A
13644,9,710,48,2,2.5,12,Shop A
13645,7,0,29,2,2.5,18,Shop A
13646,6,0,34,2,2.45,18,Shop A
13651,9,438,49,2,3.0,17,Shop A
13652,8,0,57,2,3.1,12,Shop A
13654,10,458,38,2,3.75,12,Shop A
13656,10,226,50,2,2.5,13,Shop A
13661,8,0,46,2,2.5,18,Shop A
13666,7,597,35,2,3.1,15,Shop A
13679,10,0,56,2,2.55,15,Shop A
13683,9,642,61,2,4.75,11,Shop A
13684,10,422,44,2,2.5,16,Shop A
13687,7,0,42,2,2.5,15,Shop A
13688,7,0,46,2,2.5,12,Shop A
13692,7,355,53,2,3.0,12,Shop A
13698,7,0,61,2,4.75,13,Shop A
13711,10,520,22,2,2.0,18,Shop A
13713,8,424,22,2,2.0,16,Shop A
13714,7,463,31,2,2.2,18,Shop A
13716,8,607,31,2,2.2,19,Shop A
13726,8,0,41,2,4.25,19,Shop A
13731,25,5620,29,2,2.5,8,Shop B
13737,25,0,61,2,4.75,10,Shop B
13740,27,0,25,2,2.2,10,Shop B
13741,28,5316,47,2,3.0,9,Shop B
13744,25,0,43,2,3.0,7,Shop B
13745,29,5395,43,2,3.0,7,Shop B
13746,29,0,57,2,3.1,8,Shop B
13747,25,0,45,2,3.0,9,Shop B
13748,28,0,31,2,2.2,9,Shop B
13751,29,5196,33,2,3.5,9,Shop B
13754,28,5412,52,2,2.5,10,Shop B
13758,27,0,56,2,2.55,10,Shop B
13761,25,0,50,2,2.5,9,Shop B
13770,29,0,43,2,3.0,8,Shop B
13771,27,0,55,2,4.0,8,Shop B
13773,25,0,63,2,0.8,9,Shop B
13776,27,5204,39,2,4.25,8,Shop B
13781,27,0,47,2,3.0,9,Shop B
13783,25,0,30,2,3.0,10,Shop B
13784,28,5172,61,2,4.75,9,Shop B
13785,29,5737,34,2,2.45,8,Shop B
13786,27,0,34,2,2.45,9,Shop B
13787,29,0,22,2,2.0,10,Shop B
13788,29,0,42,2,2.5,9,Shop B
13790,25,5320,42,2,2.5,10,Shop B
13792,29,5466,26,2,3.0,8,Shop B
13794,29,5100,28,2,2.0,10,Shop B
13796,28,5944,35,2,3.1,10,Shop B
13798,29,0,24,2,3.0,9,Shop B
13800,29,5106,31,2,2.2,10,Shop B
13802,25,0,29,2,2.5,8,Shop B
13817,25,0,28,2,2.0,9,Shop B
13819,25,0,52,2,2.5,10,Shop B
13820,25,0,31,2,2.2,8,Shop B
13821,27,0,54,2,2.5,8,Shop B
13822,27,0,37,2,3.0,7,Shop B
13823,27,0,65,2,0.8,7,Shop B
13825,29,5651,59,2,4.5,10,Shop B
13827,28,0,50,2,2.5,9,Shop B
13832,28,0,54,2,2.5,7,Shop B
13834,29,0,25,2,2.2,8,Shop B
13836,27,0,31,2,2.2,7,Shop B
13841,27,0,39,2,4.25,7,Shop B
13842,28,0,47,2,3.0,8,Shop B
13847,28,5524,34,2,2.45,9,Shop B
13852,28,5665,42,2,2.5,7,Shop B
13854,27,5568,42,2,2.5,8,Shop B
13857,27,0,44,2,2.5,8,Shop B
13859,27,5347,61,2,4.75,8,Shop B
13861,27,0,32,2,3.0,10,Shop B
13863,25,5612,44,2,2.5,8,Shop B
13867,29,0,41,2,4.25,8,Shop B
13870,29,0,41,2,4.25,10,Shop B
13874,25,5259,39,2,4.25,9,Shop B
13880,27,0,52,2,2.5,10,Shop B
13884,29,0,41,2,4.25,7,Shop B
13886,27,0,56,2,2.55,10,Shop B
13892,29,0,35,2,3.1,10,Shop B
13895,29,0,58,2,3.5,8,Shop B
13896,25,5207,37,2,3.0,10,Shop B
13897,29,5444,59,2,4.5,10,Shop B
13898,27,0,40,2,3.75,8,Shop B
13899,29,5913,25,2,2.2,8,Shop B
13900,28,0,32,2,3.0,9,Shop B
13906,25,0,61,2,4.75,8,Shop B
13908,25,5852,33,2,3.5,10,Shop B
13909,29,5745,60,2,3.75,10,Shop B
13913,27,0,45,2,3.0,9,Shop B
13914,28,0,35,2,3.1,7,Shop B
13917,25,5219,50,2,2.5,10,Shop B
13918,28,0,43,2,3.0,8,Shop B
13921,29,0,29,2,2.5,7,Shop B
13922,29,0,57,2,3.1,10,Shop B
13924,29,5204,52,2,2.5,7,Shop B
13926,27,0,59,2,4.5,10,Shop B
13928,28,0,59,2,4.5,8,Shop B
13930,29,5359,41,2,4.25,10,Shop B
13933,28,0,49,2,3.0,8,Shop B
13938,28,5528,47,2,3.0,9,Shop B
13939,28,0,38,2,3.75,7,Shop B
13940,25,0,23,2,2.5,9,Shop B
13941,25,0,82,6,12.0,9,Shop B
13944,28,0,51,2,3.0,9,Shop B
13945,25,0,41,2,4.25,10,Shop B
13946,29,0,56,2,2.55,10,Shop B
13947,28,0,56,2,2.55,8,Shop B
13948,27,5057,53,2,3.0,8,Shop B
13951,27,0,29,2,2.5,10,Shop B
13953,27,0,41,2,4.25,8,Shop B
13958,28,5784,24,2,3.0,10,Shop B
13959,29,0,26,2,3.0,7,Shop B
13961,25,5437,22,2,2.0,7,Shop B
13963,29,0,83,4,14.0,8,Shop B
13964,27,0,41,2,4.25,10,Shop B
13967,27,0,38,2,3.75,8,Shop B
13968,28,0,51,2,3.0,10,Shop B
13969,28,0,83,2,14.0,10,Shop B
13971,28,0,52,2,2.5,10,Shop B
13972,29,0,54,2,2.5,10,Shop B
13976,29,0,51,2,3.0,9,Shop B
13977,25,0,59,2,4.5,9,Shop B
13979,29,5187,39,2,4.25,9,Shop B
13980,25,5331,37,2,3.0,9,Shop B
13992,28,0,28,2,2.0,7,Shop B
13995,27,5221,49,2,3.0,9,Shop B
13996,27,5563,39,2,4.25,7,Shop B
13997,29,5402,36,2,3.75,8,Shop B
14002,28,5544,22,2,2.0,7,Shop B
14003,28,0,26,2,3.0,7,Shop B
14004,29,5181,61,2,4.75,10,Shop B
14005,27,0,43,2,3.0,10,Shop B
14007,27,5928,38,2,3.75,7,Shop B
14008,25,5304,44,2,2.5,10,Shop B
14010,28,0,38,2,3.75,10,Shop B
14012,25,0,58,2,3.5,9,Shop B
14016,29,0,61,2,4.75,9,Shop B
14019,27,5218,39,2,4.25,8,Shop B
14020,27,5179,40,2,3.75,9,Shop B
14024,29,0,30,2,3.0,9,Shop B
14025,29,0,43,2,3.0,10,Shop B
14029,27,0,38,2,3.75,10,Shop B
14036,27,5677,38,2,3.75,9,Shop B
14038,29,0,59,2,4.5,9,Shop B
14039,28,5246,34,2,2.45,7,Shop B
14041,27,5049,41,2,4.25,10,Shop B
14042,27,5049,82,2,12.0,10,Shop B
14043,25,5426,34,2,2.45,10,Shop B
14045,25,0,57,2,3.1,9,Shop B
14049,28,0,22,2,2.0,8,Shop B
14050,28,0,25,2,2.2,9,Shop B
14051,28,0,58,2,3.5,9,Shop B
14052,27,0,33,2,3.5,10,Shop B
14053,28,0,24,2,3.0,8,Shop B
14056,25,0,50,2,2.5,9,Shop B
14057,28,0,26,2,3.0,7,Shop B
14058,25,0,22,2,2.0,8,Shop B
14060,28,0,40,2,3.75,10,Shop B
14064,27,0,38,2,3.75,10,Shop B
14068,28,5702,46,2,2.5,10,Shop B
14069,27,5207,61,2,4.75,9,Shop B
14073,25,5849,58,2,3.5,9,Shop B
14074,25,5504,39,2,4.25,10,Shop B
14075,29,5090,31,2,2.2,9,Shop B
14080,30,0,31,2,2.2,16,Shop B
14082,29,5190,42,2,2.5,12,Shop B
14085,30,0,48,2,2.5,12,Shop B
14086,30,0,38,2,3.75,15,Shop B
14088,29,5595,38,2,3.75,15,Shop B
14089,30,0,31,2,2.2,17,Shop B
14091,30,0,35,2,3.1,15,Shop B
14093,29,0,38,2,3.75,16,Shop B
14096,30,0,28,2,2.0,16,Shop B
14098,30,0,59,2,4.5,18,Shop B
14102,26,0,28,2,2.0,12,Shop B
14105,26,0,38,2,3.75,14,Shop B
14106,29,0,38,2,3.75,17,Shop B
14109,26,0,32,2,3.0,12,Shop B
14111,26,0,40,2,3.75,17,Shop B
14112,26,0,42,2,2.5,15,Shop B
14114,26,0,51,2,3.0,15,Shop B
14119,29,5818,57,2,3.1,13,Shop B
14123,26,5244,56,2,2.55,11,Shop B
14124,30,0,61,2,4.75,19,Shop B
14130,26,5724,41,2,4.25,20,Shop B
14131,26,5144,39,2,4.25,19,Shop B
14138,30,5210,23,2,2.5,12,Shop B
14139,30,0,36,2,3.75,17,Shop B
14142,26,5727,26,2,3.0,14,Shop B
14143,26,0,51,2,3.0,18,Shop B
14146,26,0,40,2,3.75,19,Shop B
14147,30,0,57,2,3.1,16,Shop B
14159,30,0,46,2,2.5,15,Shop B
14162,26,5061,32,2,3.0,14,Shop B
14165,29,0,46,2,2.5,11,Shop B
14167,26,0,54,2,2.5,12,Shop B
14174,26,0,60,2,3.75,13,Shop B
14177,29,5593,57,2,3.1,13,Shop B
14183,30,0,47,2,3.0,17,Shop B
14184,26,5074,60,2,3.75,17,Shop B
14185,30,0,58,2,3.5,16,Shop B
14189,29,5686,29,2,2.5,12,Shop B
14190,29,0,40,2,3.75,19,Shop B
14193,29,0,31,2,2.2,11,Shop B
14194,30,5277,47,2,3.0,13,Shop B
14195,29,5560,53,2,3.0,12,Shop B
14199,26,0,50,2,2.5,18,Shop B
14201,30,0,48,2,2.5,15,Shop B
14205,26,0,59,2,4.5,12,Shop B
14207,30,0,54,2,2.5,12,Shop B
14208,30,0,34,2,2.45,19,Shop B
14213,26,0,28,2,2.0,18,Shop B
14216,26,0,58,2,3.5,19,Shop B
14217,29,0,38,2,3.75,17,Shop B
14219,30,0,46,2,2.5,17,Shop B
14222,26,0,47,2,3.0,16,Shop B
14223,26,5183,56,2,2.55,15,Shop B
14227,29,0,46,2,2.5,19,Shop B
14228,26,0,54,2,2.5,18,Shop B
14233,26,5313,38,2,3.75,12,Shop B
14236,26,0,60,2,3.75,17,Shop B
14237,30,5800,35,2,3.1,11,Shop B
14238,30,0,45,2,3.0,14,Shop B
14239,30,5235,49,2,3.0,19,Shop B
14240,26,5861,39,2,4.25,19,Shop B
14242,29,0,32,2,3.0,18,Shop B
14243,30,5564,31,2,2.2,12,Shop B
14244,29,5314,42,2,2.5,14,Shop B
14246,30,0,40,2,3.75,17,Shop B
14247,30,5623,38,2,3.75,15,Shop B
14252,29,0,30,2,3.0,14,Shop B
14253,29,5789,32,2,3.0,11,Shop B
14254,29,0,22,2,2.0,18,Shop B
14257,30,0,23,2,2.5,18,Shop B
14262,30,5405,56,2,2.55,12,Shop B
14263,30,0,45,2,3.0,15,Shop B
14265,29,0,25,2,2.2,14,Shop B
14266,30,0,28,2,2.0,11,Shop B
14269,29,5054,64,2,0.8,12,Shop B
14277,26,0,35,2,3.1,15,Shop B
14279,30,0,59,2,4.5,12,Shop B
14283,45,0,41,2,4.25,11,Shop C
14284,45,0,64,2,0.8,11,Shop C
14287,41,0,51,2,3.0,11,Shop C
14288,41,0,48,2,2.5,9,Shop C
14289,41,0,23,2,2.5,7,Shop C
14290,42,0,24,2,3.0,7,Shop C
14294,45,0,39,2,4.25,10,Shop C
14296,42,8232,61,2,4.75,6,Shop C
14297,45,0,22,2,2.0,10,Shop C
14301,42,0,63,2,0.8,10,Shop C
14310,41,8103,56,2,2.55,8,Shop C
14312,42,8101,29,2,2.5,10,Shop C
14313,45,0,60,2,3.75,11,Shop C
14319,41,0,45,2,3.0,11,Shop C
14321,42,0,47,2,3.0,7,Shop C
14322,42,0,47,2,3.0,10,Shop C
14328,45,0,57,2,3.1,9,Shop C
14329,41,8318,37,2,3.0,10,Shop C
14330,41,8318,63,2,0.8,10,Shop C
14333,45,0,35,2,3.1,10,Shop C
14334,41,0,46,2,2.5,6,Shop C
14335,41,0,59,2,4.5,10,Shop C
14339,45,8427,32,2,3.0,11,Shop C
14342,42,8252,65,2,0.8,7,Shop C
14343,42,0,37,2,3.0,10,Shop C
14347,45,0,35,2,3.1,9,Shop C
14352,45,0,42,2,2.5,9,Shop C
14360,42,0,52,2,2.5,8,Shop C
14362,42,0,27,2,3.5,8,Shop C
14365,42,0,30,2,3.0,8,Shop C
14366,45,0,60,2,3.75,8,Shop C
14368,41,0,22,2,2.0,8,Shop C
14370,42,8361,24,2,3.0,9,Shop C
14371,45,0,36,2,3.75,10,Shop C
14374,45,0,33,2,3.5,9,Shop C
14378,42,8324,43,2,3.0,9,Shop C
14380,42,0,58,2,3.5,11,Shop C
14382,41,0,87,2,3.0,8,Shop C
14383,41,8324,26,2,3.0,10,Shop C
14384,42,0,49,2,3.0,7,Shop C
14389,42,0,35,2,3.1,10,Shop C
14390,41,8286,32,2,3.0,11,Shop C
14395,45,0,65,2,0.8,8,Shop C
14396,45,0,51,2,3.0,6,Shop C
14398,45,0,54,2,2.5,7,Shop C
14399,41,0,24,2,3.0,8,Shop C
14400,45,0,32,2,3.0,9,Shop C
14404,41,8275,54,2,2.5,9,Shop C
14405,41,0,54,2,2.5,7,Shop C
14408,42,0,39,2,4.25,9,Shop C
14411,42,0,56,2,2.55,8,Shop C
14413,42,0,26,2,3.0,7,Shop C
14421,42,0,51,2,3.0,10,Shop C
14426,41,0,63,2,0.8,10,Shop C
14427,45,0,50,2,2.5,10,Shop C
14428,41,0,56,2,2.55,6,Shop C
14429,45,8229,56,2,2.55,7,Shop C
14431,42,0,34,2,2.45,7,Shop C
14432,45,0,51,2,3.0,9,Shop C
14435,41,8466,63,2,0.8,7,Shop C
14440,45,0,38,2,3.75,9,Shop C
14444,45,0,55,2,4.0,7,Shop C
14447,42,8170,65,2,0.8,6,Shop C
14449,42,0,61,2,4.75,7,Shop C
14453,42,8191,53,2,3.0,8,Shop C
14456,41,0,22,2,2.0,9,Shop C
14457,41,0,53,2,3.0,6,Shop C
14458,42,0,45,2,3.0,9,Shop C
14459,41,0,61,2,4.75,11,Shop C
14460,42,0,48,2,2.5,9,Shop C
14463,42,0,44,2,2.5,11,Shop C
14465,45,0,63,2,0.8,10,Shop C
14466,41,0,87,2,3.0,7,Shop C
14467,45,0,26,2,3.0,10,Shop C
14471,45,0,57,2,3.1,9,Shop C
14474,42,0,31,2,2.2,6,Shop C
14476,41,0,40,2,3.75,10,Shop C
14478,45,8352,30,2,3.0,9,Shop C
14479,42,0,58,2,3.5,10,Shop C
14480,45,0,24,2,3.0,9,Shop C
14482,45,8489,61,2,4.75,6,Shop C
14483,41,0,87,2,3.0,7,Shop C
14487,41,0,36,2,3.75,10,Shop C
14488,42,0,35,2,3.1,9,Shop C
14491,42,0,49,2,3.0,7,Shop C
14492,45,0,53,2,3.0,8,Shop C
14494,42,0,36,2,3.75,7,Shop C
14496,41,0,47,2,3.0,11,Shop C
14499,45,0,63,2,0.8,7,Shop C
14500,41,0,43,2,3.0,9,Shop C
14502,41,8159,51,2,3.0,8,Shop C
14506,41,0,59,2,4.5,11,Shop C
14511,42,0,60,2,3.75,9,Shop C
14518,45,0,87,2,3.0,7,Shop C
14519,41,0,45,2,3.0,9,Shop C
14522,41,0,59,2,4.5,9,Shop C
14525,41,8468,64,2,0.8,11,Shop C
14527,41,0,50,2,2.5,11,Shop C
14528,41,0,46,2,2.5,6,Shop C
14530,42,8045,63,2,0.8,11,Shop C
14531,42,8157,61,2,4.75,8,Shop C
14533,45,8239,24,2,3.0,10,Shop C
14535,42,0,45,2,3.0,7,Shop C
14537,41,8181,39,2,4.25,8,Shop C
14539,42,8173,39,2,4.25,7,Shop C
14540,42,8173,65,2,0.8,7,Shop C
14545,45,8091,36,2,3.75,10,Shop C
14566,42,0,37,2,3.0,10,Shop C
14569,45,0,47,2,3.0,9,Shop C
14571,41,0,65,2,0.8,7,Shop C
14573,41,0,35,2,3.1,8,Shop C
14574,45,8397,22,2,2.0,9,Shop C
14577,42,0,65,2,0.8,10,Shop C
14579,45,0,45,2,3.0,10,Shop C
14582,45,0,33,2,3.5,9,Shop C
14586,42,0,45,2,3.0,7,Shop C
14588,41,8222,29,2,2.5,6,Shop C
14590,41,0,50,2,2.5,10,Shop C
14591,41,8376,44,2,2.5,7,Shop C
14592,45,0,32,2,3.0,11,Shop C
14594,42,0,38,2,3.75,10,Shop C
14598,41,8094,61,2,4.75,10,Shop C
14599,42,0,25,2,2.2,8,Shop C
14601,42,8100,35,2,3.1,10,Shop C
14603,45,0,32,2,3.0,9,Shop C
14606,45,0,22,2,2.0,8,Shop C
14608,45,8147,29,2,2.5,11,Shop C
14610,45,0,42,2,2.5,7,Shop C
14612,45,8239,48,2,2.5,9,Shop C
14616,41,0,44,2,2.5,8,Shop C
14617,42,0,23,2,2.5,11,Shop C
14618,41,8217,27,2,3.5,10,Shop C
14619,45,0,52,2,2.5,10,Shop C
14622,42,0,55,2,4.0,10,Shop C
14624,41,0,52,2,2.5,9,Shop C
14627,45,8297,36,2,3.75,10,Shop C
14629,41,0,41,2,4.25,9,Shop C
14630,41,0,64,2,0.8,9,Shop C
14631,42,8079,55,2,4.0,8,Shop C
14632,45,0,40,2,3.75,11,Shop C
14633,45,0,65,2,0.8,11,Shop C
14637,41,0,65,2,0.8,11,Shop C
14638,42,8276,30,2,3.0,7,Shop C
14642,41,0,25,2,2.2,9,Shop C
14644,41,8284,39,2,4.25,10,Shop C
14646,41,0,40,2,3.75,7,Shop C
14648,42,8346,35,2,3.1,9,Shop C
14653,45,0,23,2,2.5,10,Shop C
14654,45,0,36,2,3.75,10,Shop C
14658,45,8220,33,2,3.5,10,Shop C
14659,41,0,23,2,2.5,10,Shop C
14661,41,0,33,2,3.5,10,Shop C
14664,42,0,61,2,4.75,9,Shop C
14669,41,0,29,2,2.5,8,Shop C
14673,42,0,60,2,3.75,7,Shop C
14674,45,0,52,2,2.5,10,Shop C
14676,45,8466,46,2,2.5,9,Shop C
14677,45,8149,29,2,2.5,8,Shop C
14681,42,0,59,2,4.5,9,Shop C
14685,42,8169,46,2,2.5,8,Shop C
14686,42,0,46,2,2.5,7,Shop C
14687,42,8168,38,2,3.75,8,Shop C
14689,45,8061,35,2,3.1,7,Shop C
14691,41,0,25,2,2.2,10,Shop C
14692,41,0,59,2,4.5,6,Shop C
14694,42,8428,65,2,0.8,7,Shop C
14695,45,0,41,2,4.25,7,Shop C
14699,41,0,51,2,3.0,10,Shop C
14700,41,8322,40,2,3.75,9,Shop C
14701,41,8322,63,2,0.8,9,Shop C
14704,45,0,39,2,4.25,10,Shop C
14707,41,0,22,2,2.0,9,Shop C
14710,45,0,23,2,2.5,7,Shop C
14711,41,8088,33,2,3.5,9,Shop C
14712,41,0,42,2,2.5,8,Shop C
14714,42,0,55,2,4.0,8,Shop C
14716,42,0,37,2,3.0,9,Shop C
14717,42,0,64,2,0.8,9,Shop C
14718,41,8044,33,2,3.5,7,Shop C
14719,42,8394,53,2,3.0,9,Shop C
14720,41,0,55,2,4.0,9,Shop C
14721,45,0,30,2,3.0,8,Shop C
14725,43,0,57,2,3.1,13,Shop C
14729,44,0,42,2,2.5,15,Shop C
14732,41,0,59,2,4.5,15,Shop C
14742,43,0,64,2,0.8,14,Shop C
14744,41,0,38,2,3.75,13,Shop C
14748,41,0,41,2,4.25,14,Shop C
14749,41,0,65,2,0.8,14,Shop C
14750,41,0,37,2,3.0,12,Shop C
14751,41,0,65,2,0.8,12,Shop C
14754,43,0,51,2,3.0,11,Shop C
14758,44,0,48,2,2.5,15,Shop C
14759,44,0,61,2,4.75,14,Shop C
14771,43,0,60,2,3.75,12,Shop C
14775,44,0,43,2,3.0,13,Shop C
14779,44,0,36,2,3.75,12,Shop C
14790,41,0,55,2,4.0,13,Shop C
14791,43,0,30,2,3.0,12,Shop C
14805,44,8197,24,2,3.0,13,Shop C
14809,43,0,23,2,2.5,15,Shop C
14812,44,0,58,2,3.5,15,Shop C
14814,41,0,61,2,4.75,15,Shop C
14817,43,0,26,2,3.0,13,Shop C
14828,44,8228,36,2,3.75,13,Shop C
14836,43,0,23,2,2.5,13,Shop C
14839,41,0,46,2,2.5,11,Shop C
14841,44,0,55,2,4.0,12,Shop C
14847,43,0,37,2,3.0,14,Shop C
14848,43,0,65,2,0.8,14,Shop C
14851,44,8353,61,2,4.75,11,Shop C
14855,41,0,28,2,2.0,14,Shop C
14860,43,8083,47,2,3.0,11,Shop C
14861,41,0,50,2,2.5,14,Shop C
14869,43,8369,47,2,3.0,15,Shop C
14870,41,0,32,2,3.0,12,Shop C
14871,44,0,59,2,4.5,13,Shop C
14873,41,8224,28,2,2.0,13,Shop C
14878,44,0,47,2,3.0,12,Shop C
14890,43,0,60,2,3.75,15,Shop C
14892,43,8407,33,2,3.5,12,Shop C
14899,41,0,64,2,0.8,12,Shop C
14902,41,0,31,2,2.2,15,Shop C
14907,41,8016,32,2,3.0,12,Shop C
14908,41,0,38,2,3.75,12,Shop C
14909,41,0,63,2,0.8,12,Shop C
14915,41,0,35,2,3.1,12,Shop C
14927,44,0,25,2,2.2,14,Shop C
14928,43,0,35,2,3.1,13,Shop C
14934,44,0,29,2,2.5,14,Shop C
14947,44,8223,25,2,2.2,13,Shop C
14964,20,160,52,2,2.5,10,Shop A
14965,18,172,44,2,2.5,8,Shop A
14966,18,179,24,2,3.0,10,Shop A
14967,18,92,58,2,3.5,8,Shop A
14968,20,89,35,2,3.1,10,Shop A
14970,19,0,48,2,2.5,8,Shop A
14973,18,0,39,2,4.25,8,Shop A
14978,18,562,55,2,4.0,9,Shop A
14981,19,0,84,2,0.8,8,Shop A
14984,18,0,37,2,3.0,7,Shop A
14985,18,0,63,2,0.8,7,Shop A
14987,20,0,63,2,0.8,9,Shop A
14988,18,0,60,2,3.75,8,Shop A
14989,20,0,27,2,3.5,10,Shop A
14992,19,0,49,2,3.0,10,Shop A
14995,19,0,28,2,2.0,8,Shop A
14996,20,318,56,2,2.55,10,Shop A
14998,18,0,45,2,3.0,8,Shop A
15002,18,0,38,2,3.75,7,Shop A
15007,18,0,41,2,4.25,7,Shop A
15009,18,0,61,2,4.75,10,Shop A
15010,19,10,58,2,3.5,9,Shop A
15011,18,0,38,2,3.75,10,Shop A
15012,18,0,63,2,0.8,10,Shop A
15015,19,117,56,2,2.55,8,Shop A
15016,19,198,38,2,3.75,7,Shop A
15020,18,0,44,2,2.5,10,Shop A
15021,19,0,41,2,4.25,10,Shop A
15022,19,0,84,2,0.8,10,Shop A
15023,20,0,39,2,4.25,10,Shop A
15024,20,0,65,2,0.8,10,Shop A
15025,20,0,44,2,2.5,10,Shop A
15027,18,0,32,2,3.0,7,Shop A
15031,18,480,35,2,3.1,8,Shop A
15032,18,0,50,2,2.5,9,Shop A
15033,19,0,51,2,3.0,7,Shop A
15043,18,0,35,2,3.1,8,Shop A
15045,18,687,48,2,2.5,8,Shop A
15048,20,0,32,2,3.0,10,Shop A
15050,18,310,51,2,3.0,8,Shop A
15052,20,760,50,2,2.5,8,Shop A
15053,18,0,57,2,3.1,10,Shop A
15055,20,0,46,2,2.5,9,Shop A
15058,18,548,51,2,3.0,9,Shop A
15061,18,456,44,2,2.5,7,Shop A
15063,18,0,26,2,3.0,9,Shop A
15064,19,255,26,2,3.0,9,Shop A
15069,20,0,60,2,3.75,7,Shop A
15071,18,0,44,2,2.5,10,Shop A
15076,20,0,46,2,2.5,9,Shop A
15078,18,0,46,2,2.5,9,Shop A
15080,19,0,59,2,4.5,9,Shop A
15085,20,0,52,2,2.5,7,Shop A
15086,20,328,22,2,2.0,9,Shop A
15089,20,0,25,2,2.2,8,Shop A
15091,20,529,56,2,2.55,7,Shop A
15094,20,0,58,2,3.5,7,Shop A
15096,20,0,35,2,3.1,9,Shop A
15097,18,180,60,2,3.75,8,Shop A
15098,19,275,55,2,4.0,8,Shop A
15100,19,0,41,2,4.25,9,Shop A
15101,19,0,64,2,0.8,9,Shop A
15103,19,0,46,2,2.5,8,Shop A
15104,19,197,38,2,3.75,8,Shop A
15111,20,468,63,2,0.8,7,Shop A
15112,18,0,23,2,2.5,7,Shop A
15115,18,430,25,2,2.2,8,Shop A
15117,20,154,57,2,3.1,10,Shop A
15118,18,0,23,2,2.5,9,Shop A
15121,19,39,29,2,2.5,8,Shop A
15122,20,154,30,2,3.0,10,Shop A
15123,18,0,56,2,2.55,10,Shop A
15125,19,0,54,2,2.5,7,Shop A
15128,20,22,52,2,2.5,10,Shop A
15129,18,0,59,2,4.5,8,Shop A
15133,20,133,43,2,3.0,10,Shop A
15135,18,0,56,2,2.55,7,Shop A
15136,19,269,28,2,2.0,8,Shop A
15138,20,0,30,2,3.0,8,Shop A
15139,20,0,39,2,4.25,9,Shop A
15140,20,0,65,2,0.8,9,Shop A
15141,18,413,53,2,3.0,10,Shop A
15147,20,0,38,2,3.75,7,Shop A
15148,20,0,65,2,0.8,7,Shop A
15152,18,131,57,2,3.1,8,Shop A
15154,20,48,26,2,3.0,8,Shop A
15155,18,733,27,2,3.5,10,Shop A
15156,20,0,24,2,3.0,7,Shop A
15157,19,744,60,2,3.75,8,Shop A
15158,19,0,53,2,3.0,7,Shop A
15159,19,0,37,2,3.0,7,Shop A
15161,20,154,40,2,3.75,10,Shop A
15162,20,154,63,2,0.8,10,Shop A
15163,18,0,35,2,3.1,9,Shop A
15168,19,0,41,2,4.25,10,Shop A
15169,19,0,65,2,0.8,10,Shop A
15172,20,0,43,2,3.0,9,Shop A
15174,20,302,28,2,2.0,9,Shop A
15177,20,747,52,2,2.5,10,Shop A
15180,19,0,45,2,3.0,9,Shop A
15184,18,0,54,2,2.5,8,Shop A
15186,20,112,51,2,3.0,9,Shop A
15187,20,608,45,2,3.0,7,Shop A
15188,19,119,55,2,4.0,9,Shop A
15190,18,56,37,2,3.0,9,Shop A
15192,19,746,55,2,4.0,8,Shop A
15193,20,0,45,2,3.0,7,Shop A
15196,19,0,63,2,0.8,8,Shop A
15200,20,0,51,2,3.0,8,Shop A
15202,19,0,41,2,4.25,8,Shop A
15203,19,0,65,2,0.8,8,Shop A
15205,18,0,45,2,3.0,10,Shop A
15206,18,329,43,2,3.0,10,Shop A
15208,20,0,53,2,3.0,10,Shop A
15212,19,0,56,2,2.55,10,Shop A
15214,20,0,43,2,3.0,7,Shop A
15215,18,16,50,2,2.5,9,Shop A
15221,18,0,25,2,2.2,7,Shop A
15226,20,11,25,2,2.2,8,Shop A
15228,20,492,56,2,2.55,10,Shop A
15234,18,0,49,2,3.0,10,Shop A
15235,20,0,45,2,3.0,7,Shop A
15236,19,33,53,2,3.0,9,Shop A
