Team,Week ,Date,Opp,Game Type,Result,Winning Points,Losing Point,Spread Result,Spread,O/U result,Over/Under,Point Total,Temperature,Weather,Wind (mph),Bad Weather,,,,,,,,
Denver,Week 1,8-Sep-24,@ Seattle,REG,L,26,20,W,6.5,O,42.5,46,65,Mostly Cloudy,7,No,,,,,,,,
Denver,Week 2,15-Sep-24,vs Pittsburgh,REG,L,13,6,L,2.5,U,36.5,19,82,Mostly Cloudy,10,No,,,,,,,,
Denver,Week 3,22-Sep-24,@ Tampa Bay,REG,W,26,7,W,6,U,40.5,33,85,Partly Cloudy,5,No,,,,,,,,
Denver,Week 4,29-Sep-24,@ NY Jets,REG,W,10,9,W,8,U,39.5,19,61,Rain,5,Yes,,,,,,,,
Denver,Week 5,6-Oct-24,vs Las Vegas,REG,W,34,18,W,-3,O,36,52,68,Clear,9,No,,,,,,,,
Denver,Week 6,13-Oct-24,vs LA Chargers,REG,L,23,16,L,3,O,37,39,61,Partly Cloudy,8,No,,,,,,,,
Denver,Week 7,17-Oct-24,@ New Orleans,REG,W,33,10,W,-2.5,O,37,43,75,Clear,0,No,,,,,,,,
Denver,Week 8,27-Oct-24,vs Carolina,REG,W,28,14,W,-13,O,40.5,42,70,Mostly Cloudy,3,No,,,,,,,,
Denver,Week 9,3-Nov-24,@ Baltimore,REG,L,41,10,L,9,O,46.5,51,56,Clear,5,No,,,,,,,,
Denver,Week 10,10-Nov-24,@ Kansas City,REG,L,16,14,W,7,U,42.5,30,57,Clear,11,No,,,,,,,,
Denver,Week 11,17-Nov-24,vs Atlanta,REG,W,38,6,W,-2,U,44.5,44,52,Clear,9,No,,,,,,,,
Denver,Week 12,24-Nov-24,@ Las Vegas,REG,W,29,19,W,-5.5,O,41.5,48,75,Clear,0,No,,,,,,,,
Denver,Week 13,2-Dec-24,vs Cleveland,REG,W,41,32,W,-6.5,O,41.5,73,45,Clear,9,No,,,,,,,,
Denver,Week 15,15-Dec-24,vs Indianapolis,REG,W,31,13,W,-4.5,P,44,44,54,Clear,21,Yes,,,,,,,,
Denver,Week 16,19-Dec-24,@ LA Chargers,REG,L,34,27,L,2.5,O,41.5,61,75,Clear,0,No,,,,,,,,
Denver,Week 17,28-Dec-24,@ Cincinnati,REG,L,30,24,L,3,O,50.5,54,61,Partly Cloudy,8,No,,,,,,,,
Denver,Week 18,5-Jan-25,vs Kansas City,REG,W,38,0,W,-11,U,40.5,38,30,Partly Cloudy,6,Yes,,,,,,,,
Kansas City,Week 1,5-Sep-24,vs Baltimore,REG,W,27,20,W,-2.5,O,46,47,84,Partly Cloudy,6,No,,,,,,,,
Kansas City,Week 2,15-Sep-24,vs Cincinnati,REG,W,26,25,L,-6.5,O,47.5,51,88,Mostly Cloudy,7,No,,,,,,,,
Kansas City,Week 3,22-Sep-24,@ Atlanta,REG,W,22,17,W,-3,U,46.5,39,75,Clear,0,No,,,,,,,,
Kansas City,Week 4,29-Sep-24,@ LA Chargers,REG,W,17,10,P,-7,U,41.5,27,75,Clear,0,No,,,,,,,,
Kansas City,Week 5,7-Oct-24,vs New Orleans,REG,W,26,13,W,-5.5,U,43,39,71,Clear,0,No,,,,,,,,
Kansas City,Week 7,20-Oct-24,@ San Francisco,REG,W,28,18,W,2.5,U,48,46,78,Clear,0,No,,,,,,,,
Kansas City,Week 8,27-Oct-24,@ Las Vegas,REG,W,27,20,L,-8.5,O,43,47,75,Clear,0,No,,,,,,,,
Kansas City,Week 9,4-Nov-24,vs Tampa Bay,REG,W,30,24,L,-9,O,45.5,54,63,Rain,6,Yes,,,,,,,,
Kansas City,Week 10,10-Nov-24,vs Denver,REG,W,16,14,L,-7,U,42.5,30,57,Clear,11,No,,,,,,,,
Kansas City,Week 11,17-Nov-24,@ Buffalo,REG,L,30,21,L,2.5,O,47,51,51,Overcast,0,No,,,,,,,,
Kansas City,Week 12,24-Nov-24,@ Carolina,REG,W,30,27,L,-10.5,O,43,57,60,Clear,8,No,,,,,,,,
Kansas City,Week 13,29-Nov-24,vs Las Vegas,REG,W,19,17,L,-13.5,U,42.5,36,38,Partly Cloudy,6,Yes,,,,,,,,
Kansas City,Week 14,8-Dec-24,vs LA Chargers,REG,W,19,17,L,-4.5,U,43,36,50,Overcast,13,No,,,,,,,,
Kansas City,Week 15,15-Dec-24,@ Cleveland,REG,W,21,7,W,-4,U,41,28,41,Overcast,17,Yes,,,,,,,,
Kansas City,Week 16,21-Dec-24,vs Houston,REG,W,27,19,W,-3,O,42.5,46,32,Clear,0,Yes,,,,,,,,
Kansas City,Week 17,25-Dec-24,@ Pittsburgh,REG,W,29,10,W,-1.5,U,46,39,38,Overcast ,5,Yes,,,,,,,,
Kansas City,Week 18,5-Jan-25,@ Denver,REG,L,38,0,L,11,U,40.5,38,30,Partly Cloudy,6,Yes,,,,,,,,
Los Angeles,Week 1,8-Sep-24,vs Las Vegas,REG,W,22,10,W,-3,U,40.5,32,96,Clear,0,No,,,,,,,,
Los Angeles,Week 2,15-Sep-24,@ Carolina,REG,W,26,3,W,-4.5,U,38.5,29,76,Mostly Cloudy,14,No,,,,,,,,
Los Angeles,Week 3,22-Sep-24,@ Pittsburgh,REG,L,20,10,L,2.5,U,36,30,72,Clear,8,No,,,,,,,,
Los Angeles,Week 4,29-Sep-24,vs Kansas City,REG,L,17,10,P,7,U,41.5,27,75,Clear,0,No,,,,,,,,
Los Angeles,Week 6,13-Oct-24,@ Denver,REG,W,23,16,W,-3,O,37,39,61,Partly Cloudy,8,No,,,,,,,,
Los Angeles,Week 7,21-Oct-24,@ Arizona,REG,L,17,15,L,-1.5,U,44.5,32,75,Clear,0,No,,,,,,,,
Los Angeles,Week 8,27-Oct-24,vs New Orleans,REG,W,26,8,W,-7.5,U,41.5,34,75,Clear,0,No,,,,,,,,
Los Angeles,Week 9,3-Nov-24,@ Cleveland,REG,W,27,10,W,-2,U,41.5,37,62,Clear,11,No,,,,,,,,
Los Angeles,Week 10,10-Nov-24,vs Tennessee,REG,W,27,17,W,-8.5,O,39.5,44,75,Clear,0,No,,,,,,,,
Los Angeles,Week 11,17-Nov-24,vs Cincinnati,REG,W,34,27,W,-1,O,48,61,75,Clear,0,No,,,,,,,,
Los Angeles,Week 12,25-Nov-24,vs Baltimore,REG,L,30,23,L,3,O,51,53,75,Clear,0,No,,,,,,,,
Los Angeles,Week 13,1-Dec-24,@ Atlanta,REG,W,17,13,W,-1,U,47,30,75,Clear,0,No,,,,,,,,
Los Angeles,Week 14,8-Dec-24,@ Kansas City,REG,L,19,17,W,4.5,U,43,36,50,Overcast,13,No,,,,,,,,
Los Angeles,Week 15,15-Dec-24,vs Tampa Bay,REG,L,40,17,L,-3,O,46,57,75,Clear,0,No,,,,,,,,
Los Angeles,Week 16,19-Dec-24,vs Denver,REG,W,34,27,W,-2.5,O,41.5,61,75,Clear,0,No,,,,,,,,
Los Angeles,Week 17,28-Dec-24,@ New England,REG,W,40,7,W,-6,O,41.5,47,43,Cloudy,5,No,,,,,,,,
Los Angeles,Week 18,5-Jan-25,@ Las Vegas,REG,W,34,20,W,-7,O,42,54,75,Clear,0,No,,,,,,,,
Las Vegas,Week 1,8-Sep-24,@ LA Chargers,REG,L,22,10,L,3,U,40.5,32,96,Clear,0,No,,,,,,,,
Las Vegas,Week 2,15-Sep-24,@ Baltimore,REG,W,26,23,W,8.5,O,42.5,49,78,Clear,13,No,,,,,,,,
Las Vegas,Week 3,22-Sep-24,vs Carolina,REG,L,36,22,L,-5.5,O,40,58,75,Clear,0,No,,,,,,,,
Las Vegas,Week 4,29-Sep-24,vs Cleveland,REG,W,20,16,W,2.5,U,37,36,75,Clear,0,No,,,,,,,,
Las Vegas,Week 5,6-Oct-24,@ Denver,REG,L,34,18,L,3,O,36,52,68,Clear,9,No,,,,,,,,
Las Vegas,Week 6,13-Oct-24,vs Pittsburgh,REG,L,32,13,L,3.5,O,37,45,75,Clear,0,No,,,,,,,,
Las Vegas,Week 7,20-Oct-24,@ LA Rams,REG,L,20,15,W,7,U,43.5,35,75,Clear,0,No,,,,,,,,
Las Vegas,Week 8,27-Oct-24,vs Kansas City,REG,L,27,20,W,8.5,O,43,47,75,Clear,0,No,,,,,,,,
Las Vegas,Week 9,3-Nov-24,@ Cincinnati,REG,L,41,24,L,7.5,O,44.5,65,72,Clear,6,No,,,,,,,,
Las Vegas,Week 11,17-Nov-24,@ Miami,REG,L,34,19,L,8,O,43.5,53,82,Overcast,13,No,,,,,,,,
Las Vegas,Week 12,24-Nov-24,vs Denver,REG,L,29,19,L,5.5,O,41.5,48,75,Clear,0,No,,,,,,,,
Las Vegas,Week 13,29-Nov-24,@ Kansas City,REG,L,19,17,W,13.5,U,42.5,36,38,Partly Cloudy,6,Yes,,,,,,,,
Las Vegas,Week 14,8-Dec-24,@ Tampa Bay,REG,L,28,13,L,6.5,U,47,41,70,Mostly Cloudy,13,No,,,,,,,,
Las Vegas,Week 15,16-Dec-24,vs Atlanta,REG,L,15,9,P,6,U,44.5,24,75,Clear,0,No,,,,,,,,
Las Vegas,Week 16,22-Dec-24,vs Jacksonville,REG,W,19,14,W,-2.5,U,41.5,33,75,Clear,0,No,,,,,,,,
Las Vegas,Week 17,29-Dec-24,@ New Orleans,REG,W,25,10,W,-1.5,U,37.5,35,75,Clear,0,No,,,,,,,,
Las Vegas,Week 18,5-Jan-25,vs LA Chargers,REG,L,34,20,L,7,O,42,54,75,Clear,0,No,,,,,,,,
Dallas,Week 1,8-Sep-24,@ Cleveland,REG,W,33,17,W,2,O,42,50,67,Partly Cloudy,18,Yes,,,,,,,,
Dallas,Week 2,15-Sep-24,vs New Orleans,REG,L,44,19,L,-6.5,O,47,63,84,Clear,0,No,,,,,,,,
Dallas,Week 3,22-Sep-24,vs Baltimore,REG,L,28,25,L,1.5,O,47.5,53,75,Clear,0,No,,,,,,,,
Dallas,Week 4,26-Sep-24,@ NY Giants,REG,W,20,15,L,-5.5,U,45,35,74,Overcast,3,No,,,,,,,,
Dallas,Week 5,6-Oct-24,@ Pittsburgh,REG,W,20,17,W,2.5,U,43.5,37,79,Rain,12,Yes,,,,,,,,
Dallas,Week 6,13-Oct-24,vs Detroit,REG,L,47,9,L,3.5,O,53.5,56,75,Clear,0,No,,,,,,,,
Dallas,Week 8,27-Oct-24,@ San Francisco,REG,L,30,24,L,5.5,O,47.5,54,72,Mostly Cloudy,13,No,,,,,,,,
Dallas,Week 9,3-Nov-24,@ Atlanta,REG,L,27,21,L,3,U,52,48,75,Clear,0,No,,,,,,,,
Dallas,Week 10,10-Nov-24,vs Philadelphia,REG,L,34,6,L,7.5,U,44.5,40,75,Clear,0,No,,,,,,,,
Dallas,Week 11,18-Nov-24,vs Houston,REG,L,34,10,L,7,O,41.5,44,75,Clear,0,No,,,,,,,,
Dallas,Week 12,24-Nov-24,@ Washington,REG,W,34,26,W,10.5,O,44.5,60,55,Clear,8,No,,,,,,,,
Dallas,Week 13,28-Nov-24,vs NY Giants,REG,W,27,20,W,-4,O,38.5,47,75,Clear,0,No,,,,,,,,
Dallas,Week 14,9-Dec-24,vs Cincinnati,REG,L,27,20,L,4.5,U,50.5,47,75,Clear,0,No,,,,,,,,
Dallas,Week 15,15-Dec-24,@ Carolina,REG,W,30,14,W,2.5,O,42,44,45,Mostly Cloudy,8,No,,,,,,,,
Dallas,Week 16,22-Dec-24,vs Tampa Bay,REG,W,26,24,W,4.5,O,47,50,75,Clear,0,No,,,,,,,,
Dallas,Week 17,29-Dec-24,@ Philadelphia,REG,L,41,7,L,7.5,O,37.5,48,64,Mostly Cloudy,14,No,,,,,,,,
Dallas,Week 18,5-Jan-25,vs Washington,REG,L,23,19,W,7,U,43.5,42,75,Clear,0,No,,,,,,,,
New York,Week 1,8-Sep-24,vs Minnesota,REG,L,28,6,L,1,U,42,34,64,Clear,10,No,,,,,,,,
New York,Week 2,15-Sep-24,@ Washington,REG,L,21,18,L,1.5,U,43,39,75,Partly Cloudy,7,No,,,,,,,,
New York,Week 3,22-Sep-24,@ Cleveland,REG,W,21,15,W,6.5,U,38.5,36,80,Clear,6,No,,,,,,,,
New York,Week 4,26-Sep-24,vs Dallas,REG,L,20,15,W,5.5,U,45,35,74,Overcast,3,No,,,,,,,,
New York,Week 5,6-Oct-24,@ Seattle,REG,W,29,20,W,7,O,42.5,49,60,Clear,3,No,,,,,,,,
New York,Week 6,13-Oct-24,vs Cincinnati,REG,L,17,7,L,4,U,46.5,24,61,Clear,0,No,,,,,,,,
New York,Week 7,20-Oct-24,vs Philadelphia,REG,L,28,3,L,3,U,42,31,62,Cloudy,8,No,,,,,,,,
New York,Week 8,28-Oct-24,@ Pittsburgh,REG,L,26,18,L,6,O,37.5,44,65,Clear,7,No,,,,,,,,
New York,Week 9,3-Nov-24,vs Washington,REG,L,27,22,L,4,O,44,49,52,Clear,6,No,,,,,,,,
New York,Week 10,10-Nov-24,@ Carolina,REG,L,20,17,L,-6.5,U,40.5,37,43,Mostly Cloudy,8,No,,,,,,,,
New York,Week 12,24-Nov-24,vs Tampa Bay,REG,L,30,7,L,6,U,40,37,50,Mostly Cloudy,13,No,,,,,,,,
New York,Week 13,28-Nov-24,@ Dallas,REG,L,27,20,L,4,O,38.5,47,75,Clear,0,No,,,,,,,,
New York,Week 14,8-Dec-24,vs New Orleans,REG,L,14,11,W,5.5,U,41,25,53,Clear,18,Yes,,,,,,,,
New York,Week 15,15-Dec-24,vs Baltimore,REG,L,35,14,L,16.5,O,43.5,49,36,Clear,6,Yes,,,,,,,,
New York,Week 16,22-Dec-24,@ Atlanta,REG,L,34,7,L,9.5,U,43,41,75,Clear,0,No,,,,,,,,
New York,Week 17,29-Dec-24,vs Indianapolis,REG,W,45,33,W,7.5,O,40.5,78,54,Cloudy,0,No,,,,,,,,
New York,Week 18,5-Jan-25,@ Philadelphia,REG,L,20,13,L,3,U,36,33,29,Clear,17,Yes,,,,,,,,
Philadelphia,Week 1,6-Sep-24,vs Green Bay,REG,W,34,29,W,-2,O,49.5,63,63,Mostly Cloudy,7,No,,,,,,,,
Philadelphia,Week 2,16-Sep-24,vs Atlanta,REG,L,22,21,L,-5.5,U,46.5,43,71,Overcast,6,No,,,,,,,,
Philadelphia,Week 3,22-Sep-24,@ New Orleans,REG,W,15,12,W,2.5,U,49,27,75,Clear,0,No,,,,,,,,
Philadelphia,Week 4,29-Sep-24,@ Tampa Bay,REG,L,33,16,L,-1,O,42.5,49,88,Clear,9,No,,,,,,,,
Philadelphia,Week 6,13-Oct-24,vs Cleveland,REG,W,20,16,L,-8.5,U,42,36,72,Clear,7,No,,,,,,,,
Philadelphia,Week 7,20-Oct-24,@ NY Giants,REG,W,28,3,W,-3,U,42,31,62,Cloudy,8,No,,,,,,,,
Philadelphia,Week 8,27-Oct-24,@ Cincinnati,REG,W,37,17,W,2.5,O,47.5,54,56,Clear,5,No,,,,,,,,
Philadelphia,Week 9,3-Nov-24,vs Jacksonville,REG,W,28,23,L,-7.5,O,46,51,58,Partly Cloudy,6,No,,,,,,,,
Philadelphia,Week 10,10-Nov-24,@ Dallas,REG,W,34,6,W,-7.5,U,44.5,40,75,Clear,0,No,,,,,,,,
Philadelphia,Week 11,14-Nov-24,vs Washington,REG,W,26,18,W,-4.5,U,49.5,44,45,Overcast,8,No,,,,,,,,
Philadelphia,Week 12,24-Nov-24,@ LA Rams,REG,W,37,20,W,-3,O,48.5,57,75,Clear,0,No,,,,,,,,
Philadelphia,Week 13,1-Dec-24,@ Baltimore,REG,W,24,19,W,3,U,50,43,41,Mostly Cloudy,7,No,,,,,,,,
Philadelphia,Week 14,8-Dec-24,vs Carolina,REG,W,22,16,L,-14,U,45,38,57,Mostly Cloudy,14,No,,,,,,,,
Philadelphia,Week 15,15-Dec-24,vs Pittsburgh,REG,W,27,13,W,-5.5,U,43,40,40,Overcast,8,No,,,,,,,,
Philadelphia,Week 16,22-Dec-24,@ Washington,REG,L,36,33,L,-4,O,47,69,33,Clear,9,Yes,,,,,,,,
Philadelphia,Week 17,29-Dec-24,vs Dallas,REG,W,41,7,W,-7.5,O,37.5,48,64,Mostly Cloudy,14,No,,,,,,,,
Philadelphia,Week 18,5-Jan-25,vs NY Giants,REG,W,20,13,W,-3,U,36,33,29,Clear,17,Yes,,,,,,,,
Washington,Week 1,8-Sep-24,@ Tampa Bay,REG,L,37,20,L,4,O,42.5,57,90,Mostly Cloudy,6,No,,,,,,,,
Washington,Week 2,15-Sep-24,vs NY Giants,REG,W,21,18,W,-1.5,U,43,39,75,Partly Cloudy,7,No,,,,,,,,
Washington,Week 3,23-Sep-24,@ Cincinnati,REG,W,38,33,W,7.5,O,46,71,70,Cloudy,0,No,,,,,,,,
Washington,Week 4,29-Sep-24,@ Arizona,REG,W,42,14,W,3.5,O,48.5,56,75,Clear,0,No,,,,,,,,
Washington,Week 5,6-Oct-24,vs Cleveland,REG,W,34,13,W,-3,O,43.5,47,74,Partly Cloudy,6,No,,,,,,,,
Washington,Week 6,13-Oct-24,@ Baltimore,REG,L,30,23,P,7,O,50.5,53,74,Clear,10,No,,,,,,,,
Washington,Week 7,20-Oct-24,vs Carolina,REG,W,40,7,W,-10,U,51,47,75,Clear,3,No,,,,,,,,
Washington,Week 8,27-Oct-24,vs Chicago,REG,W,18,15,W,-1.5,U,46.5,33,59,Clear,0,No,,,,,,,,
Washington,Week 9,3-Nov-24,@ NY Giants,REG,W,27,22,W,-4,O,44,49,52,Clear,6,No,,,,,,,,
Washington,Week 10,10-Nov-24,vs Pittsburgh,REG,L,28,27,L,-2,O,45.5,55,54,Clear,7,No,,,,,,,,
Washington,Week 11,14-Nov-24,@ Philadelphia,REG,L,26,18,L,4.5,U,49.5,44,45,Overcast,8,No,,,,,,,,
Washington,Week 12,24-Nov-24,vs Dallas,REG,L,34,26,L,-10.5,O,44.5,60,55,Clear,8,No,,,,,,,,
Washington,Week 13,1-Dec-24,vs Tennessee,REG,W,42,19,W,-6,O,45,61,42,Partly Cloudy,6,No,,,,,,,,
Washington,Week 15,15-Dec-24,@ New Orleans,REG,W,20,19,L,-7.5,U,44.5,39,75,Clear,0,No,,,,,,,,
Washington,Week 16,22-Dec-24,vs Philadelphia,REG,W,36,33,W,4,O,47,69,33,Clear,9,Yes,,,,,,,,
Washington,Week 17,29-Dec-24,vs Atlanta,REG,W,30,24,W,-3.5,O,46.5,54,58,Overcast,7,No,,,,,,,,
Washington,Week 18,5-Jan-25,@ Dallas,REG,W,23,19,L,-7,U,43.5,42,75,Clear,0,No,,,,,,,,
Chicago,Week 1,8-Sep-24,vs Tennessee,REG,W,24,17,W,-4,U,43,41,65,Partly Cloudy,11,No,,,,,,,,
Chicago,Week 2,15-Sep-24,@ Houston,REG,L,19,13,P,6,U,45.5,32,75,Clear,0,No,,,,,,,,
Chicago,Week 3,22-Sep-24,@ Indianapolis,REG,L,21,16,L,1.5,U,43.5,37,75,Clear,0,No,,,,,,,,
Chicago,Week 4,29-Sep-24,vs LA Rams,REG,W,24,18,W,-3,O,40.5,42,71,Overcast,16,Yes,,,,,,,,
Chicago,Week 5,6-Oct-24,vs Carolina,REG,W,36,10,W,-4,O,40.5,46,73,Clear,14,No,,,,,,,,
Chicago,Week 6,13-Oct-24,vs Jacksonville,REG,W,35,16,W,1.5,O,44.5,51,57,Overcast,6,No,,,,,,,,
Chicago,Week 8,27-Oct-24,@ Washington,REG,L,18,15,L,1.5,U,46.5,33,59,Clear,0,No,,,,,,,,
Chicago,Week 9,3-Nov-24,@ Arizona,REG,L,29,9,L,1.5,U,44.5,38,75,Clear,0,No,,,,,,,,
Chicago,Week 10,10-Nov-24,vs New England,REG,L,19,3,L,-6.5,U,37.5,22,60,Mostly Cloudy,13,No,,,,,,,,
Chicago,Week 11,17-Nov-24,vs Green Bay,REG,L,20,19,W,6,U,41,39,55,Overcast,13,No,,,,,,,,
Chicago,Week 12,24-Nov-24,vs Minnesota,REG,L,30,27,P,3,O,39.5,57,49,Mostly Cloudy,9,No,,,,,,,,
Chicago,Week 13,28-Nov-24,@ Detroit,REG,L,23,20,W,10,U,48,43,75,Clear,0,No,,,,,,,,
Chicago,Week 14,8-Dec-24,@ San Francisco,REG,L,38,13,L,3,O,43.5,51,66,Mostly Cloudy,6,No,,,,,,,,
Chicago,Week 15,16-Dec-24,@ Minnesota,REG,L,30,12,L,7,U,43.5,42,75,Clear,0,No,,,,,,,,
Chicago,Week 16,22-Dec-24,vs Detroit,REG,L,34,17,L,6.5,O,47.5,51,30,Mostly Cloudy,11,Yes,,,,,,,,
Chicago,Week 17,26-Dec-24,vs Seattle,REG,L,6,3,W,4,U,42,9,49,Overcast,7,No,,,,,,,,
Chicago,Week 18,5-Jan-25,@ Green Bay,REG,W,24,22,W,10,O,41.5,46,15,Overcast,7,Yes,,,,,,,,
Detroit,Week 1,8-Sep-24,vs LA Rams,REG,W,26,20,W,-5.5,U,53.5,46,69,Clear,0,No,,,,,,,,
Detroit,Week 2,15-Sep-24,vs Tampa Bay,REG,L,20,16,L,-7.5,U,52,36,81,Clear,0,No,,,,,,,,
Detroit,Week 3,22-Sep-24,@ Arizona,REG,W,20,13,W,-3,U,51.5,33,75,Clear,0,No,,,,,,,,
Detroit,Week 4,30-Sep-24,vs Seattle,REG,W,42,29,W,-4.5,O,47,71,75,Clear,0,No,,,,,,,,
Detroit,Week 6,13-Oct-24,@ Dallas,REG,W,47,9,W,-3.5,O,53.5,56,75,Clear,0,No,,,,,,,,
Detroit,Week 7,20-Oct-24,@ Minnesota,REG,W,31,29,W,1.5,O,50,60,75,Clear,0,No,,,,,,,,
Detroit,Week 8,27-Oct-24,vs Tennessee,REG,W,52,14,W,-12.5,O,45.5,66,75,Clear,0,No,,,,,,,,
Detroit,Week 9,3-Nov-24,@ Green Bay,REG,W,24,14,W,-2.5,U,48.5,38,51,Rain,9,Yes,,,,,,,,
Detroit,Week 10,10-Nov-24,@ Houston,REG,W,26,23,L,-4,P,49,49,75,Clear,0,No,,,,,,,,
Detroit,Week 11,17-Nov-24,vs Jacksonville,REG,W,52,6,W,-13.5,O,47.5,58,75,Clear,0,No,,,,,,,,
Detroit,Week 12,24-Nov-24,@ Indianapolis,REG,W,24,6,W,-7,U,50.5,30,75,Clear,0,No,,,,,,,,
Detroit,Week 13,28-Nov-24,vs Chicago,REG,W,23,20,L,-10,U,48,43,75,Clear,0,No,,,,,,,,
Detroit,Week 14,5-Dec-24,vs Green Bay,REG,W,34,31,L,-3.5,O,53,65,75,Clear,0,No,,,,,,,,
Detroit,Week 15,15-Dec-24,vs Buffalo,REG,L,48,42,L,-2.5,O,55.5,90,75,Clear,0,No,,,,,,,,
Detroit,Week 16,22-Dec-24,@ Chicago,REG,W,34,17,W,-6.5,O,47.5,51,30,Mostly Cloudy,11,Yes,,,,,,,,
Detroit,Week 17,30-Dec-24,@ San Francisco,REG,W,40,34,W,-3.5,O,50.5,74,57,Mostly Cloudy,11,No,,,,,,,,
Detroit,Week 18,5-Jan-25,vs Minnesota,REG,W,31,9,W,-3,U,56.5,40,75,Clear,0,No,,,,,,,,
Green Bay,Week 1,6-Sep-24,@ Philadelphia,REG,L,34,29,L,2,O,49.5,63,63,Mostly Cloudy,7,No,,,,,,,,
Green Bay,Week 2,15-Sep-24,vs Indianapolis,REG,W,16,10,W,2.5,U,41.5,26,82,Clear,7,No,,,,,,,,
Green Bay,Week 3,22-Sep-24,@ Tennessee,REG,W,30,14,W,3,O,37,44,88,Mostly Cloudy,11,No,,,,,,,,
Green Bay,Week 4,29-Sep-24,vs Minnesota,REG,L,31,29,L,-2.5,O,44.5,60,70,Clear,15,Yes,,,,,,,,
Green Bay,Week 5,6-Oct-24,@ LA Rams,REG,W,24,19,W,-3,U,49.5,43,75,Clear,0,No,,,,,,,,
Green Bay,Week 6,13-Oct-24,vs Arizona,REG,W,34,13,W,-5.5,P,47,47,50,Rain,9,Yes,,,,,,,,
Green Bay,Week 7,20-Oct-24,vs Houston,REG,W,24,22,L,-3,U,47.5,46,68,Clear,9,No,,,,,,,,
Green Bay,Week 8,27-Oct-24,@ Jacksonville,REG,W,30,27,L,-3.5,O,49,57,81,Clear,6,No,,,,,,,,
Green Bay,Week 9,3-Nov-24,vs Detroit,REG,L,24,14,L,2.5,U,48.5,38,51,Rain,9,Yes,,,,,,,,
Green Bay,Week 11,17-Nov-24,@ Chicago,REG,W,20,19,L,-6,U,41,39,55,Overcast,13,No,,,,,,,,
Green Bay,Week 12,24-Nov-24,vs San Francisco,REG,W,38,10,W,-6.5,O,44.5,48,43,Overcast,11,No,,,,,,,,
Green Bay,Week 13,28-Nov-24,vs Miami,REG,W,30,17,W,-3.5,U,47.5,47,27,Overcast,10,Yes,,,,,,,,
Green Bay,Week 14,5-Dec-24,@ Detroit,REG,L,34,31,W,3.5,O,53,65,75,Clear,0,No,,,,,,,,
Green Bay,Week 15,15-Dec-24,@ Seattle,REG,W,30,13,W,-3,U,48,43,46,Partly Cloudy,0,No,,,,,,,,
Green Bay,Week 16,23-Dec-24,vs New Orleans,REG,W,34,0,W,-14,U,43.5,34,34,Overcast,10,Yes,,,,,,,,
Green Bay,Week 17,29-Dec-24,@ Minnesota,REG,L,27,25,L,1,O,49,52,75,Clear,0,No,,,,,,,,
Green Bay,Week 18,5-Jan-25,vs Chicago,REG,L,24,22,L,-10,O,41.5,46,15,Overcast,7,Yes,,,,,,,,
Minnesota,Week 1,8-Sep-24,@ NY Giants,REG,W,28,6,W,-1,U,42,34,64,Clear,10,No,,,,,,,,
Minnesota,Week 2,15-Sep-24,vs San Francisco,REG,W,23,17,W,4,U,46.5,40,79,Partly Cloudy,8,No,,,,,,,,
Minnesota,Week 3,22-Sep-24,vs Houston,REG,W,34,7,W,1.5,U,46.5,41,75,Clear ,0,No,,,,,,,,
Minnesota,Week 4,29-Sep-24,@ Green Bay,REG,W,31,29,W,2.5,O,44.5,60,70,Clear,15,Yes,,,,,,,,
Minnesota,Week 5,6-Oct-24,vs NY Jets,REG,W,23,17,W,-2.5,U,42,40,75,Clear,0,No,,,,,,,,
Minnesota,Week 7,20-Oct-24,vs Detroit,REG,L,31,29,L,-1.5,O,50,60,75,Clear,0,No,,,,,,,,
Minnesota,Week 8,24-Oct-24,@ LA Rams,REG,L,30,20,L,-2.5,O,47,50,75,Clear,0,No,,,,,,,,
Minnesota,Week 9,3-Nov-24,vs Indianapolis,REG,W,21,13,W,-5.5,U,47,34,75,Clear,0,No,,,,,,,,
Minnesota,Week 10,10-Nov-24,@ Jacksonville,REG,W,12,7,L,-7,U,42.5,19,78,Mostly Cloudy,16,Yes,,,,,,,,
Minnesota,Week 11,17-Nov-24,@ Tennessee,REG,W,23,13,W,-6,U,40,36,72,Clear,9,No,,,,,,,,
Minnesota,Week 12,24-Nov-24,@ Chicago,REG,W,30,27,P,-3,O,39.5,57,49,Mostly Cloudy,9,No,,,,,,,,
Minnesota,Week 13,1-Dec-24,vs Arizona,REG,W,23,22,L,-3.5,U,45.5,45,75,Clear,0,No,,,,,,,,
Minnesota,Week 14,8-Dec-24,vs Atlanta,REG,W,42,21,W,-6,O,46.5,63,75,Clear,0,No,,,,,,,,
Minnesota,Week 15,16-Dec-24,vs Chicago,REG,W,30,12,W,-7,U,43.5,42,75,Clear,0,No,,,,,,,,
Minnesota,Week 16,22-Dec-24,@ Seattle,REG,W,27,24,W,-2.5,O,43,51,48,Overcast,7,No,,,,,,,,
Minnesota,Week 17,29-Dec-24,vs Green Bay,REG,W,27,25,W,-1,O,49,52,75,Clear,0,No,,,,,,,,
Minnesota,Week 18,5-Jan-25,@ Detroit,REG,L,31,9,L,3,U,56.5,40,75,Clear,0,No,,,,,,,,
Atlanta,Week 1,8-Sep-24,vs Pittsburgh,REG,L,18,10,L,-4,U,42.5,28,76,Partly Cloudy,8,No,,,,,,,,
