YEAR,STATE,FERTILITY RATE,BIRTHS,URL
2016,SD,77.7,12275,/nchs/pressroom/states/southdakota/southdakota.htm
2016,TN,62,80807,/nchs/pressroom/states/tenessee/tennessee.htm
2016,TX,68.6,398047,/nchs/pressroom/states/texas/texas.htm
2016,UT,76.2,50464,/nchs/pressroom/states/utah/utah.htm
2016,VT,50.3,5756,/nchs/pressroom/states/vermont/vermont.htm
2016,VA,61.1,102460,/nchs/pressroom/states/virginia/virginia.htm
2016,WA,63,90505,/nchs/pressroom/states/washington/washington.htm
2016,WV,58.2,19079,/nchs/pressroom/states/westvirginia/westvirginia.htm
2016,WI,61.6,66615,/nchs/pressroom/states/wisconsin/wisconsin.htm
2016,WY,67.2,7386,/nchs/pressroom/states/wyoming/wyoming.htm
2015,AL,62.2,59657,/nchs/pressroom/states/alabama/alabama.htm
2015,AK,77,11282,/nchs/pressroom/states/alaska/alaska.htm
2015,AZ,64.7,85351,/nchs/pressroom/states/arizona/arizona.htm
2015,AR,67.5,38886,/nchs/pressroom/states/arkansas/arkansas.htm
2015,CA,60.8,491748,/nchs/pressroom/states/california/california.htm
2015,CO,60.2,66581,/nchs/pressroom/states/colorado/colorado.htm
2015,CT,52.5,35746,/nchs/pressroom/states/connecticut/connecticut.htm
2015,DE,61.8,11166,/nchs/pressroom/states/delaware/delaware.htm
2015,FL,60,224269,/nchs/pressroom/states/florida/florida.htm
2015,GA,62,131404,/nchs/pressroom/states/georgia/georgia.htm
2015,HI,68.7,18420,/nchs/pressroom/states/hawaii/hawaii.htm
2015,ID,71.8,22827,/nchs/pressroom/states/idaho/idaho.htm
2015,IL,61.3,158116,/nchs/pressroom/states/illinois/illinois.htm
2015,IN,64.8,84040,/nchs/pressroom/states/indiana/indiana.htm
2015,IA,67.1,39482,/nchs/pressroom/states/iowa/iowa.htm
2015,KS,69.9,39154,/nchs/pressroom/states/kansas/kansas.htm
2015,KY,65.7,55971,/nchs/pressroom/states/kentucky/kentucky.htm
2015,LA,68.5,64692,/nchs/pressroom/states/louisiana/louisiana.htm
2015,ME,54.3,12607,/nchs/pressroom/states/maine/maine.htm
2015,MD,61.3,73616,/nchs/pressroom/states/maryland/maryland.htm
2015,MA,52,71492,/nchs/pressroom/states/massachusetts/massachusetts.htm
2015,MI,60.3,113312,/nchs/pressroom/states/michigan/michigan.htm
2015,MN,66.3,69834,/nchs/pressroom/states/minnesota/minnesota.htm
2015,MS,64,38394,/nchs/pressroom/states/mississippi/mississippi.htm
2015,MO,63.8,75061,/nchs/pressroom/states/missouri/missouri.htm
2015,MT,67.3,12583,/nchs/pressroom/states/montana/montana.htm
2015,NE,72.8,26679,/nchs/pressroom/states/nebraska/nebraska.htm
2015,NV,63.3,36298,/nchs/pressroom/states/nevada/nevada.htm
2015,NH,51.3,12433,/nchs/pressroom/states/newhampshire/newhampshire.htm
2015,NJ,60,103127,/nchs/pressroom/states/newjersey/newjersey.htm
2015,NM,65.3,25816,/nchs/pressroom/states/newmexico/newmexico.htm
2015,NY,58.8,237274,/nchs/pressroom/states/newyork/newyork.htm
2015,NC,60.7,120843,/nchs/pressroom/states/northcarolina/northcarolina.htm
2015,ND,76.4,11314,/nchs/pressroom/states/northdakota/northdakota.htm
2015,OH,63.1,139264,/nchs/pressroom/states/ohio/ohio.htm
2015,OK,69.1,53122,/nchs/pressroom/states/oklahoma/oklahoma.htm
2015,OR,58.1,45655,/nchs/pressroom/states/oregon/oregon.htm
2015,PA,58.7,141047,/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2015,RI,52.5,10993,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2015,SC,61.1,58139,/nchs/pressroom/states/southcarolina/southcarolina.htm
2015,SD,78.2,12336,/nchs/pressroom/states/southdakota/southdakota.htm
2015,TN,62.8,81685,/nchs/pressroom/states/tenessee/tennessee.htm
2015,TX,70.2,403618,/nchs/pressroom/states/texas/texas.htm
2015,UT,78,50778,/nchs/pressroom/states/utah/utah.htm
2015,VT,51.1,5903,/nchs/pressroom/states/vermont/vermont.htm
2015,VA,61.3,103303,/nchs/pressroom/states/virginia/virginia.htm
2015,WA,62.8,88990,/nchs/pressroom/states/washington/washington.htm
2015,WV,59.4,19805,/nchs/pressroom/states/westvirginia/westvirginia.htm
2015,WI,61.8,67041,/nchs/pressroom/states/wisconsin/wisconsin.htm
2015,WY,70.2,7765,/nchs/pressroom/states/wyoming/wyoming.htm
