,Event,Revenue,Offer ID
122203,transaction,10.33,Bogo 5
122204,transaction,25.42,Bogo 10
122208,transaction,20.6,Bogo 10
122216,transaction,15.05,Bogo 5
122226,transaction,18.61,2off10
122230,transaction,26.47,Bogo 5
122245,transaction,21.39,Bogo 5
122246,transaction,27.27,Bogo 5
122249,transaction,9.4,Bogo 5
122262,transaction,10.28,Bogo 10
122266,transaction,13.34,Bogo 5
122274,transaction,19.52,Bogo 5
122278,transaction,5.51,Bogo 5
122281,transaction,42.81,Bogo 5
122283,transaction,20.49,2off10
122290,transaction,49.38,Bogo 10
122293,transaction,9.64,3off7
122303,transaction,25.9,Bogo 5
122311,transaction,12.52,2off10
122313,transaction,12.57,2off10
122315,transaction,13.22,Bogo 10
122319,transaction,12.82,2off10
122320,transaction,5.76,2off10
122322,transaction,4.06,3off7
122325,transaction,29.33,2off10
122328,transaction,17.45,3off7
122331,transaction,29.96,5off20
122332,offer completed,0,5off20
122341,transaction,6.42,Bogo 5
122342,transaction,25.56,5off20
122346,transaction,10.8,2off10
122352,transaction,26.89,Bogo 10
122374,transaction,26.73,2off10
122376,transaction,12.77,5off20
122377,offer completed,0,Bogo 5
122382,transaction,11.55,3off7
122385,transaction,28.52,Bogo 5
122393,transaction,15.29,Bogo 5
122399,transaction,6.65,Bogo 5
122404,transaction,11.83,Bogo 5
122408,transaction,30.6,Bogo 5
122424,transaction,17.04,Bogo 5
122442,transaction,17.75,Bogo 5
122444,transaction,12.37,Bogo 5
122462,transaction,15.77,Bogo 10
122466,transaction,22.51,Bogo 5
122468,transaction,14.55,Bogo 10
122471,transaction,36.23,Bogo 5
122477,transaction,12.53,Bogo 5
122487,transaction,13.29,2off10
122488,transaction,23.76,5off20
122491,transaction,44.85,2off10
122492,transaction,5.11,Bogo 5
122509,transaction,30.34,Bogo 5
122516,transaction,20.59,Bogo 10
122526,transaction,29.61,Bogo 5
122551,transaction,25.24,Bogo 5
122560,transaction,13.99,Bogo 10
122572,transaction,17.36,3off7
122573,transaction,22.73,5off20
122577,transaction,7.93,2off10
122579,transaction,14.88,2off10
122585,transaction,13.62,3off7
122589,transaction,12.81,Bogo 5
122593,transaction,20.37,3off7
122595,transaction,13.96,Bogo 5
122602,transaction,21.37,Bogo 10
122605,transaction,16.15,2off10
122608,transaction,15.33,Bogo 5
122611,transaction,25.35,Bogo 10
122615,transaction,13.4,Bogo 10
122622,transaction,13.99,Bogo 10
122623,transaction,6.07,Bogo 5
122627,transaction,13.96,3off7
122630,transaction,12.54,Bogo 10
122635,transaction,18.15,Bogo 10
122651,transaction,21.38,Bogo 10
122654,transaction,23.72,2off10
122683,transaction,33.71,Bogo 5
122684,transaction,19.41,2off10
122694,transaction,22.06,3off7
122703,transaction,26.6,Bogo 5
122718,transaction,7.92,3off7
122721,transaction,18.77,2off10
122726,transaction,37.33,Bogo 5
122740,transaction,23.02,Bogo 10
122741,transaction,19.78,Bogo 10
122744,transaction,28.53,3off7
122748,transaction,19.79,2off10
122756,transaction,7.89,Bogo 5
122767,transaction,7.28,3off7
122799,transaction,14.34,Bogo 10
122800,transaction,16.39,Bogo 10
122813,transaction,18.87,Bogo 5
122814,transaction,10.94,Bogo 5
122816,transaction,7.32,Bogo 5
122818,transaction,5.68,3off7
122824,transaction,23.24,Bogo 5
122828,transaction,792.54,Bogo 10
122836,transaction,22.24,2off10
122837,transaction,16.21,2off10
122838,transaction,20.03,2off10
122840,transaction,13.59,2off10
122846,transaction,577.21,5off20
122853,transaction,27.1,Bogo 10
122855,transaction,32.61,Bogo 10
122862,transaction,9.37,Bogo 5
122865,transaction,7.12,Bogo 5
122879,transaction,14.24,Bogo 10
122880,transaction,15.44,2off10
122888,transaction,11.98,Bogo 10
122892,transaction,10.59,Bogo 10
122902,transaction,25.95,3off7
122908,transaction,12,Bogo 10
122912,transaction,26.51,Bogo 5
122919,transaction,27.64,Bogo 10
122921,transaction,20.18,5off20
122923,transaction,23.64,Bogo 5
122927,transaction,10.69,5off20
122928,transaction,15.88,2off10
122930,transaction,13.56,Bogo 5
122942,transaction,26.17,2off10
122952,transaction,13.7,2off10
122957,transaction,10.7,2off10
122970,transaction,29.7,Bogo 5
122974,transaction,15.22,Bogo 10
122980,transaction,22.16,3off7
122983,transaction,17.04,3off7
122987,transaction,14.29,2off10
122989,transaction,13.17,Bogo 5
122991,transaction,12.88,2off10
122993,transaction,22.31,3off7
122994,transaction,15.91,2off10
123000,transaction,22.37,Bogo 5
123011,transaction,12.13,Bogo 5
123012,transaction,28.12,3off7
123019,transaction,9.63,3off7
123025,transaction,33.1,2off10
123042,transaction,29.6,Bogo 10
123045,transaction,12.08,3off7
123050,transaction,10.11,Bogo 10
123052,transaction,10.5,2off10
123061,transaction,11.42,2off10
123062,transaction,11.69,Bogo 5
123064,transaction,13.81,Bogo 5
123067,transaction,14.41,Bogo 5
123071,transaction,19.68,Bogo 10
123079,transaction,20.82,2off10
123086,transaction,7.16,Bogo 5
123092,transaction,23.52,Bogo 5
123094,transaction,26.72,3off7
123107,transaction,29.63,2off10
123108,transaction,8.33,3off7
123111,transaction,10.12,Bogo 5
123119,transaction,36.99,2off10
123120,transaction,23.24,Bogo 10
123124,transaction,24.09,Bogo 10
123134,transaction,2.02,3off7
123140,transaction,13.45,Bogo 10
123145,transaction,14.76,Bogo 10
123152,transaction,17.87,5off20
123153,offer completed,0,Bogo 10
123155,transaction,10.67,2off10
123156,transaction,11.19,2off10
123172,transaction,21.57,3off7
123184,transaction,16.92,2off10
123188,transaction,11.35,Bogo 10
123194,transaction,24.18,5off20
123195,transaction,17.52,3off7
123197,transaction,29.93,2off10
123204,transaction,22.57,2off10
123210,transaction,25.37,3off7
123211,transaction,13.17,3off7
123226,transaction,17.5,3off7
123229,transaction,22.46,Bogo 10
123232,transaction,16.24,Bogo 5
123238,transaction,20.75,Bogo 5
123242,transaction,19.55,Bogo 10
123253,transaction,28.66,2off10
123271,transaction,16.67,Bogo 10
123273,transaction,9.69,5off20
123274,offer completed,0,Bogo 5
123283,transaction,20.75,2off10
123287,transaction,39.62,Bogo 10
123304,transaction,11.88,Bogo 5
123307,transaction,24.22,5off20
123314,transaction,23.53,Bogo 10
123319,transaction,16.53,Bogo 10
123320,transaction,7.57,3off7
123336,transaction,5.7,Bogo 5
123337,transaction,27.14,3off7
123339,transaction,13.6,Bogo 5
123341,transaction,10.78,Bogo 10
123345,transaction,18.66,Bogo 5
123348,transaction,14.76,Bogo 5
123356,transaction,18.46,2off10
123359,transaction,11.24,5off20
123361,transaction,21.66,Bogo 5
123364,transaction,1.05,3off7
123368,transaction,22.02,Bogo 10
123372,transaction,23.48,2off10
123383,transaction,10.72,3off7
123388,transaction,24.23,Bogo 10
123390,transaction,10.18,3off7
123392,transaction,619.63,3off7
123396,transaction,22.96,Bogo 5
123398,transaction,15.32,Bogo 10
123409,transaction,27.28,Bogo 5
123411,transaction,12.77,2off10
123416,transaction,12.89,Bogo 5
123423,transaction,22.97,Bogo 10
123439,transaction,26.64,Bogo 5
123451,transaction,23.31,2off10
123453,transaction,17.9,2off10
123455,transaction,13.95,Bogo 10
123459,transaction,8.32,Bogo 5
123463,transaction,15.72,2off10
123466,transaction,33.71,2off10
123468,transaction,15.22,Bogo 10
123471,transaction,24.92,Bogo 10
123476,transaction,12.51,Bogo 10
123478,transaction,9.9,2off10
123483,transaction,33.56,Bogo 5
123484,transaction,14.92,2off10
123485,transaction,20.29,Bogo 10
123503,transaction,17.44,3off7
123514,transaction,23.4,2off10
123516,transaction,12.28,Bogo 5
123520,transaction,11.44,2off10
123525,transaction,24.46,2off10
123538,transaction,15.72,Bogo 10
123549,transaction,20.54,Bogo 10
123555,transaction,32.67,Bogo 5
123558,transaction,18.48,2off10
123563,transaction,34.26,Bogo 10
123573,transaction,26.69,Bogo 5
123597,transaction,19.87,Bogo 5
123609,transaction,33.89,5off20
123611,transaction,14.6,Bogo 10
123616,transaction,15.24,5off20
123617,transaction,20.99,Bogo 10
123624,transaction,13.81,2off10
123626,transaction,5.48,Bogo 5
123643,transaction,18.6,3off7
123645,transaction,13.12,Bogo 5
123646,transaction,7.78,3off7
123655,transaction,6.08,Bogo 5
123668,transaction,8.38,3off7
123672,transaction,9.11,2off10
123673,transaction,23.25,5off20
123680,transaction,27.17,5off20
123689,transaction,16.72,Bogo 5
123691,transaction,7.75,Bogo 5
123703,transaction,12.05,Bogo 10
123704,transaction,6.32,3off7
123707,transaction,10.43,Bogo 10
123712,transaction,23.79,Bogo 10
123713,transaction,12.98,Bogo 5
123716,transaction,14.32,Bogo 10
123729,transaction,20.38,2off10
123730,transaction,7.36,Bogo 5
123738,transaction,10.36,2off10
123741,transaction,13.01,Bogo 10
123748,transaction,19.03,Bogo 10
123750,transaction,25.12,5off20
123760,transaction,15.32,Bogo 10
123778,transaction,9.52,2off10
123781,transaction,15.12,Bogo 5
123803,transaction,22.31,3off7
123806,transaction,10.7,Bogo 10
123812,transaction,13.3,3off7
123820,transaction,16.93,Bogo 10
123822,transaction,11.61,3off7
123828,transaction,21.75,Bogo 10
123842,transaction,23.99,2off10
123848,transaction,7.85,3off7
123849,transaction,14.53,Bogo 5
123851,transaction,16.01,2off10
123867,transaction,19.87,Bogo 5
123874,transaction,17.48,5off20
123876,transaction,10.34,3off7
123878,transaction,16.56,2off10
123879,transaction,15.97,2off10
123882,transaction,25.8,2off10
123885,transaction,32.09,Bogo 5
123888,transaction,21.33,Bogo 5
123893,transaction,27.01,3off7
123897,transaction,11.68,Bogo 10
123901,transaction,10.89,2off10
123914,transaction,28.82,Bogo 5
123915,transaction,28.17,5off20
123920,transaction,22.82,2off10
123926,transaction,14.27,Bogo 5
123927,transaction,24.64,3off7
123936,transaction,14.75,3off7
123938,transaction,28.03,Bogo 5
123939,transaction,9.1,3off7
123940,transaction,22.09,3off7
123957,transaction,17,3off7
123959,transaction,13.53,2off10
123963,transaction,14.28,3off7
123968,transaction,26.98,2off10
123979,transaction,15.07,2off10
123981,transaction,14.19,Bogo 5
123982,transaction,25.92,2off10
123995,transaction,9.89,Bogo 5
124001,transaction,30.89,2off10
124002,transaction,12.05,3off7
124005,transaction,13.02,2off10
124010,transaction,16.28,2off10
124029,transaction,16.28,3off7
124035,transaction,24.05,Bogo 10
124039,transaction,16.33,2off10
124043,transaction,29.32,Bogo 5
124050,transaction,22.19,Bogo 5
124051,transaction,6.23,Bogo 5
124053,transaction,8.55,5off20
124054,offer completed,0,2off10
124055,transaction,19.59,5off20
124056,offer completed,0,2off10
124058,transaction,18.6,3off7
124065,transaction,35.55,2off10
124067,transaction,13.36,Bogo 10
124069,transaction,12.93,2off10
124070,transaction,27.28,5off20
124079,transaction,10.37,Bogo 10
124082,transaction,18.09,2off10
124084,transaction,26.82,3off7
124109,transaction,18.06,3off7
124118,transaction,16.25,Bogo 5
124121,transaction,13.19,Bogo 5
124126,transaction,14.4,Bogo 10
124127,transaction,24.55,Bogo 10
124134,transaction,6.08,2off10
124148,transaction,5.56,Bogo 5
124152,transaction,23.67,Bogo 5
124156,transaction,11.92,2off10
124161,transaction,14.7,Bogo 5
124170,transaction,10.15,2off10
124172,transaction,8.29,2off10
124175,transaction,30.59,2off10
124179,transaction,26.19,Bogo 5
124192,transaction,27.41,Bogo 10
124204,transaction,14.74,3off7
124210,transaction,15.4,Bogo 5
124211,transaction,10,2off10
124220,transaction,21.88,Bogo 5
124221,transaction,23.59,2off10
124224,transaction,23.88,5off20
124231,transaction,14.76,2off10
124241,transaction,30.19,2off10
124248,transaction,23.88,2off10
124251,transaction,1.43,2off10
124256,transaction,12.7,5off20
124257,offer completed,0,Bogo 5
124260,transaction,16.2,Bogo 10
124266,transaction,22.87,3off7
124267,transaction,21.64,3off7
124268,transaction,7.36,3off7
124269,transaction,24.28,Bogo 5
124270,transaction,637.32,3off7
124272,transaction,13.12,Bogo 10
124287,transaction,20.97,Bogo 10
124291,transaction,12,Bogo 10
124312,transaction,14.43,3off7
124314,transaction,27.15,Bogo 10
124317,transaction,29.83,Bogo 5
124329,transaction,23.49,Bogo 5
124334,transaction,22.37,Bogo 5
124338,transaction,9.79,Bogo 5
124361,transaction,16.32,Bogo 5
124375,transaction,18.46,Bogo 10
124377,transaction,14.66,3off7
124379,transaction,10.29,3off7
124381,transaction,13.2,Bogo 5
124382,transaction,13.51,5off20
124383,offer completed,0,2off10
124385,transaction,13,Bogo 10
124387,transaction,27.07,Bogo 10
124391,transaction,13.77,Bogo 5
124393,transaction,12.09,Bogo 5
124402,transaction,13.64,2off10
124405,transaction,22.38,Bogo 5
124412,transaction,6.51,Bogo 5
124430,transaction,33.3,Bogo 10
124440,transaction,10.98,Bogo 5
124446,transaction,13.17,5off20
124449,transaction,36.42,2off10
124451,transaction,6.5,Bogo 5
124453,transaction,16.42,3off7
124454,transaction,7.36,Bogo 5
124463,transaction,13.68,Bogo 10
124475,transaction,31.01,Bogo 5
124477,transaction,10.22,2off10
124485,transaction,22.53,Bogo 10
124494,transaction,8.99,5off20
124495,transaction,17,Bogo 5
124502,transaction,27.64,Bogo 5
124507,transaction,10.51,Bogo 5
124512,transaction,10.48,Bogo 5
124518,transaction,18.7,Bogo 10
124528,transaction,20.35,3off7
124533,transaction,10.84,2off10
124545,transaction,36.49,3off7
124546,transaction,12.68,Bogo 10
124556,transaction,29.9,Bogo 5
124567,transaction,28.18,Bogo 5
124570,transaction,14.93,Bogo 5
124584,transaction,7.34,Bogo 5
124585,transaction,13.49,3off7
124590,transaction,22.93,Bogo 5
124595,transaction,27.16,Bogo 10
124597,transaction,12.47,Bogo 5
124599,transaction,25.77,2off10
124615,transaction,23.26,5off20
124616,offer completed,0,Bogo 10
124618,transaction,18.59,2off10
124623,transaction,15.98,Bogo 5
124625,transaction,6.05,Bogo 5
124626,transaction,11.34,2off10
124627,transaction,19.36,Bogo 10
124633,transaction,11.15,3off7
124646,transaction,417.59,2off10
124649,transaction,19.36,2off10
124662,transaction,13.79,2off10
124663,transaction,18.24,3off7
124665,transaction,24.73,Bogo 5
124666,transaction,12.49,Bogo 10
124667,transaction,29.41,Bogo 5
124672,transaction,14.94,Bogo 10
124682,transaction,20.59,5off20
124683,offer completed,0,Bogo 5
124688,transaction,31.33,5off20
124691,transaction,17.36,5off20
124692,offer completed,0,Bogo 5
124695,transaction,18.74,5off20
124702,transaction,16.6,3off7
124703,transaction,13.05,Bogo 5
124706,transaction,25,Bogo 5
124712,transaction,27.14,3off7
124717,transaction,17.9,Bogo 5
124720,transaction,11.25,2off10
124722,transaction,25.62,Bogo 5
124723,transaction,32.8,5off20
124726,transaction,25.81,Bogo 10
124728,transaction,8.61,Bogo 5
124733,transaction,14.66,3off7
124738,transaction,14.04,2off10
124748,transaction,35.95,Bogo 5
124752,transaction,12.12,Bogo 5
124753,transaction,12.82,Bogo 5
124756,transaction,16.94,2off10
124780,transaction,19.3,3off7
124781,transaction,2.04,5off20
124828,transaction,15.78,2off10
124832,transaction,11.81,Bogo 5
124833,transaction,16.22,Bogo 5
124850,transaction,13.21,3off7
124851,transaction,14.55,5off20
124865,transaction,24.85,2off10
124890,transaction,12.51,3off7
124892,transaction,27.45,3off7
124893,transaction,8.35,3off7
124900,transaction,18.32,Bogo 10
124901,transaction,22.48,2off10
124910,transaction,29.52,2off10
124916,transaction,7.04,2off10
124918,transaction,10.94,Bogo 10
124919,transaction,19.32,Bogo 10
124922,transaction,18.55,2off10
124926,transaction,4.59,3off7
124930,transaction,10.88,Bogo 10
124931,transaction,10.09,Bogo 10
124938,transaction,19.65,2off10
124941,transaction,6.03,Bogo 5
124952,transaction,5.03,2off10
124953,transaction,16.32,3off7
124954,transaction,4.52,3off7
124955,transaction,16.12,5off20
124965,transaction,26.68,Bogo 10
124967,transaction,16.42,2off10
124969,transaction,30.54,5off20
124970,offer completed,0,Bogo 5
124975,transaction,33.74,Bogo 10
124989,transaction,11.22,Bogo 5
124990,transaction,1.06,2off10
124995,transaction,19.98,3off7
124999,transaction,14.44,Bogo 5
125003,transaction,6.35,2off10
125025,transaction,14.85,2off10
125031,transaction,7.22,5off20
125036,transaction,21.71,5off20
125037,offer completed,0,Bogo 5
125043,transaction,11,Bogo 10
125045,transaction,21.62,2off10
125052,transaction,12.48,2off10
125054,transaction,12.81,2off10
125060,transaction,8.83,Bogo 5
125061,transaction,19.8,Bogo 10
125069,transaction,9.78,Bogo 5
125081,transaction,9.07,Bogo 5
125083,transaction,5.58,3off7
125088,transaction,20.68,2off10
125089,transaction,39.02,5off20
125090,offer completed,0,5off20
125096,transaction,20.96,2off10
125102,transaction,9.69,3off7
125107,transaction,25.75,3off7
125112,transaction,34.13,Bogo 10
125116,transaction,23.91,2off10
125120,transaction,13.16,5off20
125122,transaction,15.75,2off10
125138,transaction,32.96,Bogo 10
125140,transaction,17.44,2off10
125148,transaction,27.77,Bogo 10
125149,transaction,24.96,5off20
125150,offer completed,0,Bogo 10
125155,transaction,28.01,2off10
125156,offer completed,0,5off20
125157,transaction,15.2,Bogo 10
125160,transaction,14.68,Bogo 10
125162,transaction,17.21,3off7
125170,transaction,16.59,3off7
125171,transaction,5.93,Bogo 5
125172,transaction,23.81,3off7
125176,transaction,14.46,3off7
125177,transaction,15.68,Bogo 10
125180,transaction,7.96,Bogo 5
125189,transaction,10.25,Bogo 10
125190,transaction,21.39,Bogo 5
125197,transaction,16.6,Bogo 10
125204,transaction,8.56,5off20
125205,transaction,15.26,2off10
125227,transaction,19.76,2off10
125235,transaction,22.6,Bogo 5
125237,transaction,15.49,3off7
125238,transaction,3.58,2off10
125241,transaction,14.19,Bogo 5
125254,transaction,15.55,2off10
125255,offer completed,0,Bogo 5
125263,transaction,28.38,2off10
125282,transaction,8.7,5off20
125294,transaction,29.62,3off7
125296,transaction,31.61,Bogo 5
125300,transaction,17.21,Bogo 10
125307,transaction,17.85,Bogo 10
125317,transaction,19.98,Bogo 5
125327,transaction,17.84,Bogo 10
125332,transaction,41.06,3off7
125333,transaction,12.13,2off10
125339,transaction,26.87,5off20
125346,transaction,28.54,Bogo 5
125350,transaction,14.23,2off10
125352,transaction,16.2,3off7
125353,transaction,12.34,3off7
125356,transaction,14.93,Bogo 5
125368,transaction,10.33,Bogo 10
125375,transaction,17.7,3off7
125380,transaction,17.73,Bogo 5
125386,transaction,19.77,5off20
125389,transaction,20.76,Bogo 5
125390,transaction,10.29,Bogo 10
125394,transaction,17.58,2off10
125402,transaction,30.41,Bogo 10
125403,transaction,6.33,Bogo 5
125426,transaction,27.51,2off10
125438,transaction,17.5,Bogo 5
125439,transaction,25.63,5off20
125446,transaction,19.74,Bogo 5
125449,transaction,24.51,Bogo 5
125459,transaction,14.6,Bogo 5
125468,transaction,10.81,2off10
125474,transaction,18.09,Bogo 10
125476,transaction,20.58,Bogo 10
125487,transaction,0.57,2off10
125490,transaction,12.43,2off10
125492,transaction,15.05,Bogo 10
125495,transaction,22.86,Bogo 5
125508,transaction,25.36,3off7
125519,transaction,15.85,Bogo 5
125520,transaction,18.56,2off10
125521,transaction,33.9,5off20
125525,transaction,25.88,Bogo 5
125531,transaction,14.02,Bogo 5
125539,transaction,35.19,Bogo 5
125545,transaction,5.05,Bogo 5
125549,transaction,24.33,2off10
125553,transaction,5.88,Bogo 5
125558,transaction,13.92,Bogo 5
125590,transaction,12.33,3off7
125592,transaction,35.54,Bogo 10
125594,transaction,10.75,Bogo 10
125604,transaction,41.91,2off10
125623,transaction,15.35,Bogo 10
125627,transaction,11.73,Bogo 5
125633,transaction,9.77,Bogo 5
125637,transaction,15.21,Bogo 10
125639,transaction,10.45,3off7
125640,transaction,24.53,5off20
125651,transaction,42.95,Bogo 10
125653,transaction,28.43,Bogo 10
125654,transaction,8.61,2off10
125657,transaction,30.6,Bogo 10
125663,transaction,33.52,5off20
125667,transaction,18.24,5off20
125669,transaction,11.45,2off10
125675,transaction,36.38,Bogo 10
125676,transaction,26.38,5off20
125677,transaction,15.66,Bogo 5
125679,transaction,16.28,Bogo 5
125686,transaction,11.38,Bogo 5
125693,transaction,15.49,2off10
125694,offer completed,0,Bogo 5
125698,transaction,27.32,Bogo 5
125699,transaction,8.93,2off10
125703,transaction,9.64,Bogo 5
125707,transaction,22.98,2off10
125714,transaction,7.22,Bogo 5
125715,transaction,31.89,2off10
125716,transaction,29.01,2off10
125726,transaction,18.75,2off10
125728,transaction,12.41,Bogo 10
125729,transaction,19.24,Bogo 5
125730,transaction,28.3,Bogo 10
125735,transaction,4.72,2off10
125749,transaction,16.64,3off7
125756,transaction,10.75,Bogo 10
125770,transaction,10.62,3off7
125779,transaction,11.29,Bogo 5
125795,transaction,21.3,2off10
125798,transaction,19.06,2off10
125830,transaction,23.81,Bogo 10
125860,transaction,8.31,3off7
125864,transaction,22.24,Bogo 10
125872,transaction,8.1,Bogo 5
125903,transaction,27.12,2off10
125905,transaction,20.66,2off10
125922,transaction,27.84,Bogo 10
125927,transaction,21.38,2off10
125930,transaction,16.3,2off10
125937,transaction,5.31,3off7
125953,transaction,15.41,Bogo 5
125959,transaction,17.04,Bogo 5
125970,transaction,10.83,Bogo 10
125984,transaction,31.8,Bogo 10
125992,transaction,16.82,Bogo 10
125994,transaction,6.52,2off10
126007,transaction,19.04,Bogo 10
126008,transaction,25.4,Bogo 10
126027,transaction,14.71,Bogo 5
126033,transaction,17.19,Bogo 10
126035,transaction,1.39,2off10
126047,transaction,18,2off10
126052,transaction,7.3,Bogo 5
126058,transaction,3.09,3off7
126059,transaction,12.06,Bogo 10
126060,transaction,34.41,3off7
126072,transaction,1.38,2off10
126074,transaction,13.93,Bogo 10
126077,transaction,21.44,Bogo 10
126087,transaction,25.51,Bogo 5
126091,transaction,22.39,2off10
126093,transaction,17.15,Bogo 5
126100,transaction,14.55,Bogo 10
126108,transaction,19.92,3off7
126113,transaction,5.45,Bogo 5
126115,transaction,18.5,2off10
126116,transaction,28.41,2off10
126119,transaction,24.8,Bogo 10
126120,transaction,18.65,2off10
126123,transaction,5.99,2off10
126130,transaction,24.42,Bogo 10
126138,transaction,19.46,3off7
126148,transaction,24.52,3off7
126149,transaction,25.45,2off10
126159,transaction,19.92,Bogo 5
126163,transaction,16.05,3off7
126169,transaction,19.75,2off10
126170,transaction,24.24,3off7
126175,transaction,18.78,Bogo 5
126182,transaction,9.27,2off10
126186,transaction,5.54,Bogo 5
126187,transaction,21.61,Bogo 10
126203,transaction,38.34,Bogo 10
126235,transaction,30.52,Bogo 10
126243,transaction,14.15,Bogo 10
126247,transaction,1.6,3off7
126256,transaction,16.33,2off10
126257,transaction,5.56,2off10
126265,transaction,10.54,3off7
126266,transaction,26.56,2off10
126277,transaction,24.17,3off7
126284,transaction,7.34,3off7
126286,transaction,10.75,2off10
126301,transaction,31.51,2off10
126303,transaction,25.73,Bogo 10
126308,transaction,31.03,2off10
126309,transaction,11.89,5off20
126315,transaction,13.98,Bogo 5
126321,transaction,29.37,Bogo 5
126322,transaction,9.46,Bogo 5
126332,transaction,15.75,Bogo 5
126341,transaction,20.22,Bogo 10
126351,transaction,9.24,Bogo 5
126352,transaction,29.89,Bogo 5
126358,transaction,15.85,Bogo 5
126378,transaction,23.39,2off10
126381,transaction,10.34,Bogo 5
126391,transaction,29.24,3off7
126394,transaction,15.54,Bogo 10
126399,transaction,7.42,2off10
126400,transaction,8.4,Bogo 5
126403,transaction,30.3,Bogo 10
126407,transaction,32.99,2off10
126410,transaction,8.9,3off7
126426,transaction,23.18,5off20
126430,transaction,29.4,Bogo 10
126432,transaction,11.22,3off7
126443,transaction,27.51,2off10
126460,transaction,14.98,Bogo 10
126470,transaction,22.29,Bogo 10
126476,transaction,12.47,2off10
126478,transaction,19.61,Bogo 5
126493,transaction,25.31,Bogo 5
126494,transaction,22.18,Bogo 10
126515,transaction,6.58,Bogo 5
126532,transaction,22.82,3off7
126543,transaction,91.17,5off20
126544,offer completed,0,2off10
126550,transaction,28.25,2off10
126555,transaction,33.83,Bogo 10
126559,transaction,16.48,2off10
126566,transaction,23.45,5off20
126569,transaction,25.76,Bogo 10
126570,transaction,3.03,2off10
126574,transaction,10.83,2off10
126577,transaction,31.93,Bogo 10
126583,transaction,26.14,Bogo 5
126588,transaction,27.2,3off7
126596,transaction,25.27,Bogo 5
126598,transaction,18.59,Bogo 5
126603,transaction,44.26,2off10
126606,transaction,26.91,2off10
126611,transaction,26.92,Bogo 10
126613,transaction,22.32,Bogo 5
126616,transaction,18.33,Bogo 10
126621,transaction,21.73,2off10
126633,transaction,15.83,Bogo 5
126637,transaction,33.01,2off10
126643,transaction,30.33,5off20
126648,transaction,3.26,2off10
126649,transaction,11.3,2off10
126663,transaction,25.21,2off10
126665,transaction,23.73,2off10
126675,transaction,27.41,2off10
126678,transaction,16.43,Bogo 5
126685,transaction,10.67,2off10
126686,transaction,18.51,3off7
126692,transaction,10.12,Bogo 5
126696,transaction,8.7,Bogo 5
126700,transaction,18.87,3off7
126704,transaction,33.29,Bogo 5
126711,transaction,27.65,5off20
126717,transaction,16.49,Bogo 5
126719,transaction,9.75,Bogo 5
126720,transaction,13.23,Bogo 5
126726,transaction,16.15,Bogo 10
126728,transaction,19.24,Bogo 5
126738,transaction,28.09,5off20
126746,transaction,12.74,2off10
126751,transaction,23.27,3off7
126756,transaction,8.77,3off7
126758,transaction,19.29,3off7
126759,transaction,1.92,2off10
126761,transaction,8.37,5off20
126771,transaction,25.52,Bogo 10
126777,transaction,16.24,Bogo 10
126784,transaction,17.05,3off7
126786,transaction,16.56,3off7
126787,transaction,30.76,Bogo 5
126794,transaction,15.57,Bogo 10
126805,transaction,11.64,Bogo 10
126810,transaction,29.25,Bogo 5
126820,transaction,6.48,Bogo 5
126833,transaction,12.7,Bogo 10
126842,transaction,21.13,Bogo 5
126846,transaction,16.97,3off7
126851,transaction,24.92,5off20
126852,offer completed,0,Bogo 5
126854,transaction,4.61,2off10
126878,transaction,11.52,2off10
126883,transaction,2.06,2off10
126887,transaction,35.88,5off20
126888,offer completed,0,5off20
126892,transaction,11.05,2off10
126894,transaction,25.12,2off10
126902,transaction,13.27,2off10
126903,transaction,11.91,3off7
126906,transaction,19.93,Bogo 10
126912,transaction,20.86,Bogo 10
126918,transaction,8.41,3off7
126925,transaction,12.61,5off20
126928,transaction,21.61,Bogo 10
126931,transaction,24.17,5off20
126932,offer completed,0,Bogo 5
126935,transaction,3.45,3off7
126940,transaction,12.96,2off10
126948,transaction,13.47,3off7
126949,transaction,24.67,Bogo 5
126957,transaction,15.3,Bogo 10
126966,transaction,24.19,Bogo 10
126973,transaction,13.9,Bogo 5
126976,transaction,23.35,Bogo 5
126977,transaction,6.5,Bogo 5
126985,transaction,20.03,2off10
126986,transaction,34.3,Bogo 10
127000,transaction,14.15,2off10
127004,transaction,28.32,Bogo 10
127010,transaction,20.32,Bogo 10
127013,transaction,18.39,Bogo 10
127021,transaction,22.72,2off10
127024,transaction,24.59,Bogo 5
127026,transaction,9.59,3off7
127027,transaction,0.96,5off20
127032,transaction,17.87,2off10
127039,transaction,15.85,2off10
127046,transaction,9.91,2off10
127051,transaction,12.98,5off20
127052,offer completed,0,Bogo 10
127080,transaction,31.62,3off7
127086,transaction,8.75,Bogo 5
127093,transaction,17.27,3off7
127095,transaction,30.93,Bogo 5
127103,transaction,12.89,2off10
127108,transaction,3.04,3off7
127109,transaction,14.15,2off10
127112,transaction,20.68,2off10
127113,transaction,14.04,2off10
127114,transaction,12.71,2off10
127130,transaction,22.26,Bogo 5
127137,transaction,13.46,Bogo 5
127145,transaction,11.5,Bogo 10
127150,transaction,21,Bogo 10
127152,transaction,21.96,Bogo 5
127155,transaction,16.34,Bogo 10
127160,transaction,14.01,Bogo 5
127163,transaction,28.39,2off10
127167,transaction,15.72,Bogo 5
127178,transaction,37.24,2off10
