,Code,Year,coffe_prod,Entity,GDP
921,COD,2011,0.03181,Democratic Republic of Congo,0.049819116
922,COD,2012,0.031561740000000005,Democratic Republic of Congo,0.053398217
923,COD,2013,0.029700709999999998,Democratic Republic of Congo,0.058995245
924,COD,2014,0.028233,Democratic Republic of Congo,0.065687257
925,COD,2015,0.03099941,Democratic Republic of Congo,0.07203522
926,COD,2016,0.02964437,Democratic Republic of Congo,0.083571016
927,COD,2017,0.04034218,Democratic Republic of Congo,0.08193624
928,COD,2018,0.051485,Democratic Republic of Congo,0.08483477
929,COD,2019,0.05294,Democratic Republic of Congo,0.08867338
980,DOM,1961,0.03621,Dominican Republic,0.010432826
981,DOM,1962,0.045968,Dominican Republic,0.011496496
982,DOM,1963,0.044783,Dominican Republic,0.011145072
983,DOM,1964,0.051974,Dominican Republic,0.011518104
984,DOM,1965,0.043072,Dominican Republic,0.0107817
985,DOM,1966,0.044535,Dominican Republic,0.011098959
986,DOM,1967,0.0424,Dominican Republic,0.011464991
987,DOM,1968,0.0445,Dominican Republic,0.011236713
988,DOM,1969,0.04355,Dominican Republic,0.012158753
989,DOM,1970,0.042494,Dominican Republic,0.013963445
990,DOM,1971,0.045,Dominican Republic,0.015098826
991,DOM,1972,0.0453,Dominican Republic,0.018190594
992,DOM,1973,0.058682,Dominican Republic,0.019987077
993,DOM,1974,0.054311,Dominican Republic,0.019877462
994,DOM,1975,0.051855,Dominican Republic,0.020800057
995,DOM,1976,0.056997,Dominican Republic,0.023703843
996,DOM,1977,0.060208,Dominican Republic,0.023466834
997,DOM,1978,0.043405,Dominican Republic,0.023636886
998,DOM,1979,0.060391,Dominican Republic,0.02453388
999,DOM,1980,0.060091,Dominican Republic,0.023783172
1000,DOM,1981,0.052206,Dominican Republic,0.027108225
1001,DOM,1982,0.063493,Dominican Republic,0.027568673
1002,DOM,1983,0.068027,Dominican Republic,0.028998031
1003,DOM,1984,0.072109,Dominican Republic,0.032450738
1004,DOM,1985,0.071965,Dominican Republic,0.033167895
1005,DOM,1986,0.068504,Dominican Republic,0.03524358
1006,DOM,1987,0.067134,Dominican Republic,0.039390994
1007,DOM,1988,0.067939,Dominican Republic,0.04185604
1008,DOM,1989,0.064611,Dominican Republic,0.03929934
1009,DOM,1990,0.059377,Dominican Republic,0.03645288
1010,DOM,1991,0.055222,Dominican Republic,0.037118358
1011,DOM,1992,0.042464,Dominican Republic,0.043368698
1012,DOM,1993,0.037744,Dominican Republic,0.04748969
1013,DOM,1994,0.03271523,Dominican Republic,0.049964347
1014,DOM,1995,0.04240733,Dominican Republic,0.05105334
1015,DOM,1996,0.047895309999999996,Dominican Republic,0.053062656
1016,DOM,1997,0.03399701,Dominican Republic,0.05875185
1017,DOM,1998,0.056943,Dominican Republic,0.065983287
1018,DOM,1999,0.034609,Dominican Republic,0.07042556
1019,DOM,2000,0.045546,Dominican Republic,0.07109113
1020,DOM,2001,0.035476,Dominican Republic,0.07867122
1021,DOM,2002,0.03733,Dominican Republic,0.07894696
1022,DOM,2003,0.036929,Dominican Republic,0.073253945
1023,DOM,2004,0.035421,Dominican Republic,0.076323635
1024,DOM,2005,0.040303,Dominican Republic,0.0858037
1025,DOM,2006,0.04135217,Dominican Republic,0.096746275
1026,DOM,2007,0.04123197,Dominican Republic,0.1065258
1027,DOM,2008,0.03558242,Dominican Republic,0.10933734
1028,DOM,2009,0.03795,Dominican Republic,0.11635404
1029,DOM,2010,0.021876,Dominican Republic,0.1269767
1030,DOM,2011,0.022679849999999998,Dominican Republic,0.12984642
1031,DOM,2012,0.027009,Dominican Republic,0.13236342
1032,DOM,2013,0.01855212,Dominican Republic,0.134532
1033,DOM,2014,0.01321328,Dominican Republic,0.14229556
1035,DOM,2016,0.01147058,Dominican Republic,0.16813105
1036,DOM,2017,0.015241,Dominican Republic,0.17406557
1037,DOM,2018,0.01841604,Dominican Republic,0.18231209
1038,DOM,2019,0.01387331,Dominican Republic,0.1925145
1039,ECU,1961,0.0535,Ecuador,0.020656091
1040,ECU,1962,0.0555,Ecuador,0.021489226
1041,ECU,1963,0.0428,Ecuador,0.021937461
1042,ECU,1964,0.047,Ecuador,0.02370455
1043,ECU,1965,0.0662,Ecuador,0.024501127
1044,ECU,1966,0.057222,Ecuador,0.02525954
1045,ECU,1967,0.061731,Ecuador,0.027216155
1046,ECU,1968,0.060493,Ecuador,0.028550083
1047,ECU,1969,0.044345,Ecuador,0.02937301
1048,ECU,1970,0.072053,Ecuador,0.031608304
1049,ECU,1971,0.062252,Ecuador,0.03365416
1050,ECU,1972,0.071385,Ecuador,0.03400416
1051,ECU,1973,0.07498,Ecuador,0.03776194
1052,ECU,1974,0.069638,Ecuador,0.045163016
1053,ECU,1975,0.076437,Ecuador,0.049507344
1054,ECU,1976,0.087101,Ecuador,0.053076795
1055,ECU,1977,0.08268,Ecuador,0.055212593
1056,ECU,1978,0.075447,Ecuador,0.058236314
1057,ECU,1979,0.089728,Ecuador,0.060619338
1058,ECU,1980,0.069445,Ecuador,0.063236305
1059,ECU,1981,0.086085,Ecuador,0.065123738
1060,ECU,1982,0.083938,Ecuador,0.06416017
1061,ECU,1983,0.081075,Ecuador,0.06233965
1062,ECU,1984,0.097258,Ecuador,0.06282835
1063,ECU,1985,0.120861,Ecuador,0.064107487
1064,ECU,1986,0.118,Ecuador,0.06176702
1065,ECU,1987,0.11172,Ecuador,0.060951822
1066,ECU,1988,0.144401,Ecuador,0.05849619
1067,ECU,1989,0.129309,Ecuador,0.05932437
1068,ECU,1990,0.13498,Ecuador,0.06327309
1069,ECU,1991,0.116917,Ecuador,0.065778647
1070,ECU,1992,0.137671,Ecuador,0.067550634
1071,ECU,1993,0.137004,Ecuador,0.0628039
1072,ECU,1994,0.186797,Ecuador,0.064386064
1073,ECU,1995,0.148205,Ecuador,0.06492862
1074,ECU,1996,0.168919,Ecuador,0.065277624
1075,ECU,1997,0.173868,Ecuador,0.068653265
1076,ECU,1998,0.04819,Ecuador,0.06996944
1077,ECU,1999,0.132939,Ecuador,0.066061218
1078,ECU,2000,0.027606,Ecuador,0.06988409
1079,ECU,2001,0.16479,Ecuador,0.07488717
1080,ECU,2002,0.023325,Ecuador,0.08193621
1081,ECU,2003,0.023579,Ecuador,0.08685915
1082,ECU,2004,0.027932,Ecuador,0.09661723
1083,ECU,2005,0.040805,Ecuador,0.1101006
1084,ECU,2006,0.031461,Ecuador,0.11894353
1085,ECU,2007,0.038687,Ecuador,0.12626859
1086,ECU,2008,0.032096,Ecuador,0.14047805
1087,ECU,2009,0.033624,Ecuador,0.13630867
1088,ECU,2010,0.031347,Ecuador,0.14873731
1089,ECU,2011,0.023829,Ecuador,0.16458695
1098,SLV,1961,0.1225,El Salvador,0.0020819145
1099,SLV,1962,0.0983,El Salvador,0.0023368753
1100,SLV,1963,0.1227,El Salvador,0.002415042
1101,SLV,1964,0.1231,El Salvador,0.0025815946
1102,SLV,1965,0.1092,El Salvador,0.0027398316
1103,SLV,1966,0.1231,El Salvador,0.0029185815
1104,SLV,1967,0.1448,El Salvador,0.0031156268
1105,SLV,1968,0.1238,El Salvador,0.0032638387
1106,SLV,1969,0.14398,El Salvador,0.0033896302
1107,SLV,1970,0.12949,El Salvador,0.0034891182
1108,SLV,1971,0.144624,El Salvador,0.0035917734
1109,SLV,1972,0.147476,El Salvador,0.00378682
1110,SLV,1973,0.1265,El Salvador,0.0040147062
1111,SLV,1974,0.159436,El Salvador,0.0042075308
1112,SLV,1975,0.161415,El Salvador,0.004450401
1113,SLV,1976,0.13869,El Salvador,0.0046286525
1114,SLV,1977,0.147465,El Salvador,0.0047828204
1115,SLV,1978,0.15849,El Salvador,0.0051215923
1116,SLV,1979,0.185625,El Salvador,0.005171559
1117,SLV,1980,0.18423,El Salvador,0.004869338
1118,SLV,1981,0.18,El Salvador,0.0046339267
1119,SLV,1982,0.174616,El Salvador,0.004589436
1120,SLV,1983,0.15456,El Salvador,0.004748164
1121,SLV,1984,0.163852,El Salvador,0.005011764
1122,SLV,1985,0.14881,El Salvador,0.005096927
1123,SLV,1986,0.138184,El Salvador,0.0055366257
1124,SLV,1987,0.14789,El Salvador,0.005545559
1125,SLV,1988,0.12029,El Salvador,0.0058282143
1126,SLV,1989,0.1219,El Salvador,0.005886793
1127,SLV,1990,0.1472,El Salvador,0.0055267026
1128,SLV,1991,0.14945,El Salvador,0.0057083254
1129,SLV,1992,0.17572,El Salvador,0.00626842
1130,SLV,1993,0.140576,El Salvador,0.0073359524
1131,SLV,1994,0.140534,El Salvador,0.007890325
1132,SLV,1995,0.139513,El Salvador,0.00912731
1133,SLV,1996,0.148859,El Salvador,0.009974494
1134,SLV,1997,0.124239,El Salvador,0.011027771
1135,SLV,1998,0.117214,El Salvador,0.011618962
1136,SLV,1999,0.160782,El Salvador,0.012402418
1137,SLV,2000,0.114087,El Salvador,0.013682063
1138,SLV,2001,0.112201,El Salvador,0.014454605
1139,SLV,2002,0.091513,El Salvador,0.015927473
1140,SLV,2003,0.081157,El Salvador,0.017475721
1141,SLV,2004,0.083088,El Salvador,0.018835706
1142,SLV,2005,0.087963,El Salvador,0.022143275
1143,SLV,2006,0.08535,El Salvador,0.02440734
1144,SLV,2007,0.096355,El Salvador,0.02697691
1145,SLV,2008,0.097727,El Salvador,0.030067354
1146,SLV,2009,0.076591,El Salvador,0.032160707
1147,SLV,2010,0.112636,El Salvador,0.037411193
1148,SLV,2011,0.082095,El Salvador,0.044810596
1149,SLV,2012,0.089489,El Salvador,0.045987172
1150,SLV,2013,0.032864,El Salvador,0.04618053
1151,SLV,2014,0.041965,El Salvador,0.047731147
1152,SLV,2015,0.035682,El Salvador,0.0479734
1153,SLV,2016,0.038636,El Salvador,0.048993014
1154,SLV,2017,0.04114136,El Salvador,0.05073511
1155,SLV,2018,0.04566,El Salvador,0.05128887
1156,SLV,2019,0.03364091,El Salvador,0.05237877
1216,ETH,1993,0.18,Ethiopia,0.03547749
1217,ETH,1994,0.207,Ethiopia,0.033141258
1218,ETH,1995,0.22998,Ethiopia,0.037184754
1219,ETH,1996,0.22998,Ethiopia,0.037822333
1220,ETH,1997,0.228,Ethiopia,0.04145616
1221,ETH,1998,0.22998,Ethiopia,0.038372184
1222,ETH,1999,0.21745,Ethiopia,0.039770583
1223,ETH,2000,0.22998,Ethiopia,0.039298023
1224,ETH,2001,0.157155,Ethiopia,0.045865353
1225,ETH,2002,0.16,Ethiopia,0.04071757
1226,ETH,2003,0.126188,Ethiopia,0.043444146
1227,ETH,2004,0.15617,Ethiopia,0.051397943
1228,ETH,2005,0.171631,Ethiopia,0.061544686
1229,ETH,2006,0.241482,Ethiopia,0.0622816
1230,ETH,2007,0.2734,Ethiopia,0.074171875
1231,ETH,2008,0.260239,Ethiopia,0.08113699
1232,ETH,2009,0.265469,Ethiopia,0.08582137
1233,ETH,2010,0.370569,Ethiopia,0.10126617
1234,ETH,2011,0.376823,Ethiopia,0.11423212
1235,ETH,2012,0.27553,Ethiopia,0.123886125
1236,ETH,2013,0.392006,Ethiopia,0.133624685
1237,ETH,2014,0.41998,Ethiopia,0.16346494
1238,ETH,2015,0.45701421999999997,Ethiopia,0.17732577
1239,ETH,2016,0.469091,Ethiopia,0.20413484
1240,ETH,2017,0.4492298,Ethiopia,0.21554212
1241,ETH,2018,0.49457438,Ethiopia,0.247509
1242,ETH,2019,0.48256055999999997,Ethiopia,0.3049372
1420,GTM,1961,0.1006,Guatemala,0.010946168
1421,GTM,1962,0.1177,Guatemala,0.011309033
1422,GTM,1963,0.1044,Guatemala,0.012041111
1423,GTM,1964,0.1052,Guatemala,0.012494832
1424,GTM,1965,0.1261,Guatemala,0.01293076
1425,GTM,1966,0.1062,Guatemala,0.013662017
1426,GTM,1967,0.102363,Guatemala,0.014182164
1427,GTM,1968,0.112392,Guatemala,0.015264354
1428,GTM,1969,0.118685,Guatemala,0.016167694
1429,GTM,1970,0.126546,Guatemala,0.017158307
1430,GTM,1971,0.128386,Guatemala,0.017982542
1431,GTM,1972,0.142682,Guatemala,0.019360911
1432,GTM,1973,0.145642,Guatemala,0.020571593
1433,GTM,1974,0.157437,Guatemala,0.021569757
1434,GTM,1975,0.139091,Guatemala,0.022245118
1435,GTM,1976,0.158433,Guatemala,0.023362523
1436,GTM,1977,0.168217,Guatemala,0.025301228
1437,GTM,1978,0.169636,Guatemala,0.026490331
1438,GTM,1979,0.16481,Guatemala,0.028093544
1439,GTM,1980,0.17743,Guatemala,0.029462198
1440,GTM,1981,0.19383,Guatemala,0.03048605
1441,GTM,1982,0.18933,Guatemala,0.030023027
1442,GTM,1983,0.18301,Guatemala,0.030019357
1443,GTM,1984,0.19661,Guatemala,0.030559742
1444,GTM,1985,0.18163,Guatemala,0.029751173
1445,GTM,1986,0.19656,Guatemala,0.03124767
1446,GTM,1987,0.1932,Guatemala,0.032332536
1447,GTM,1988,0.1794,Guatemala,0.032522654
1448,GTM,1989,0.1932,Guatemala,0.035209515
1449,GTM,1990,0.2024,Guatemala,0.03712818
1450,GTM,1991,0.19619,Guatemala,0.039627227
1451,GTM,1992,0.206586,Guatemala,0.04119915
1452,GTM,1993,0.20865,Guatemala,0.043817116
1453,GTM,1994,0.2139,Guatemala,0.045848035
1454,GTM,1995,0.21092,Guatemala,0.04902851
1455,GTM,1996,0.2403,Guatemala,0.050377503
1456,GTM,1997,0.27144,Guatemala,0.053251564
1457,GTM,1998,0.25308,Guatemala,0.05647044
1458,GTM,1999,0.29352,Guatemala,0.059619766
1459,GTM,2000,0.31206,Guatemala,0.062940516
1460,GTM,2001,0.26109684,Guatemala,0.066771562
1461,GTM,2002,0.25509128,Guatemala,0.06937969
1462,GTM,2003,0.2442,Guatemala,0.07200901
1463,GTM,2004,0.250279,Guatemala,0.07507565
1464,GTM,2005,0.248277,Guatemala,0.07882939
1465,GTM,2006,0.24033138,Guatemala,0.083518734
1466,GTM,2007,0.24861398,Guatemala,0.08942491
1467,GTM,2008,0.25491438,Guatemala,0.09381057
1468,GTM,2009,0.24750269,Guatemala,0.0963414
1469,GTM,2010,0.24835544,Guatemala,0.10155331
1470,GTM,2011,0.26540144,Guatemala,0.10929783
1471,GTM,2012,0.272432,Guatemala,0.117405925
1472,GTM,2013,0.248668,Guatemala,0.11773835
1473,GTM,2014,0.22765347,Guatemala,0.11996331
1474,GTM,2015,0.22565311999999998,Guatemala,0.12576063
1475,GTM,2016,0.23614472,Guatemala,0.12602986
1476,GTM,2017,0.224,Guatemala,0.12699701
1477,GTM,2018,0.2404,Guatemala,0.131288015
1478,GTM,2019,0.2164,Guatemala,0.13660502
1479,GIN,1961,0.015,Guinea,0.012596357
1480,GIN,1962,0.013,Guinea,0.012980636
1481,GIN,1963,0.0123,Guinea,0.013467409
1484,GIN,1966,0.013,Guinea,0.013274295
1485,GIN,1967,0.013,Guinea,0.012869436
1486,GIN,1968,0.0145,Guinea,0.01291474
1488,GIN,1970,0.0115,Guinea,0.012480092
1489,GIN,1971,0.0125,Guinea,0.013153272
1490,GIN,1972,0.013,Guinea,0.013461287
1491,GIN,1973,0.013673,Guinea,0.013674108
1492,GIN,1974,0.013809,Guinea,0.01439262
1493,GIN,1975,0.013949,Guinea,0.014838791
1494,GIN,1976,0.013975,Guinea,0.015994391
1495,GIN,1977,0.014121,Guinea,0.015455271
1496,GIN,1978,0.014283,Guinea,0.016476311
1497,GIN,1979,0.014405,Guinea,0.016262062
1498,GIN,1980,0.0144,Guinea,0.01691324
1499,GIN,1981,0.0144,Guinea,0.016727133
1500,GIN,1982,0.0145,Guinea,0.01713397
1501,GIN,1983,0.0147,Guinea,0.017154262
1502,GIN,1984,0.0148,Guinea,0.017452915
1503,GIN,1985,0.0149,Guinea,0.018225019
1506,GIN,1988,0.02,Guinea,0.02076459
1507,GIN,1989,0.0275,Guinea,0.021274128
1508,GIN,1990,0.03,Guinea,0.02195506
1509,GIN,1991,0.03,Guinea,0.022439528
1510,GIN,1992,0.028804,Guinea,0.022663442
1511,GIN,1993,0.0288,Guinea,0.023885173
1512,GIN,1994,0.03,Guinea,0.025090025
1513,GIN,1995,0.028,Guinea,0.026145782
1514,GIN,1996,0.02275,Guinea,0.028451328
1515,GIN,1997,0.02,Guinea,0.026022599
1516,GIN,1998,0.020888,Guinea,0.02632166
1517,GIN,1999,0.022119470000000002,Guinea,0.024555024
1518,GIN,2000,0.02208,Guinea,0.022994276
1519,GIN,2001,0.01416,Guinea,0.021581732
1520,GIN,2002,0.01968,Guinea,0.020679776
1521,GIN,2003,0.02088,Guinea,0.018282504
1522,GIN,2004,0.02022,Guinea,0.017592895
1523,GIN,2005,0.02077,Guinea,0.017967276
1524,GIN,2006,0.023226,Guinea,0.018618126
1525,GIN,2007,0.026556,Guinea,0.01871834
1526,GIN,2008,0.027353,Guinea,0.019298765
1527,GIN,2009,0.028173,Guinea,0.018333913
1528,GIN,2010,0.029018,Guinea,0.020600482
1529,GIN,2011,0.03032,Guinea,0.0218895
1530,GIN,2012,0.017907,Guinea,0.022976008
1531,GIN,2013,0.01844,Guinea,0.02362432
1532,GIN,2014,0.02578718,Guinea,0.023069884
1533,GIN,2015,0.03222971,Guinea,0.023850041
1534,GIN,2016,0.0389,Guinea,0.026310257
1535,GIN,2017,0.0408,Guinea,0.029231553
1536,GIN,2018,0.05,Guinea,0.027591535
1537,GIN,2019,0.13882375,Guinea,0.029205352
1588,HTI,1961,0.04572,Haiti,0.005470992
1589,HTI,1962,0.03186,Haiti,0.005792551
1590,HTI,1963,0.03498,Haiti,0.0057551334
1591,HTI,1964,0.036,Haiti,0.005729017
1592,HTI,1965,0.03672,Haiti,0.0057847956
1593,HTI,1966,0.03054,Haiti,0.0058109727
1594,HTI,1967,0.0316,Haiti,0.0056882094
1595,HTI,1968,0.03018,Haiti,0.0058447406
1596,HTI,1969,0.027,Haiti,0.006075194
1597,HTI,1970,0.03261,Haiti,0.006348691
1598,HTI,1971,0.0324,Haiti,0.006569229
1599,HTI,1972,0.0315,Haiti,0.0067258583
1600,HTI,1973,0.033,Haiti,0.0071407334
1601,HTI,1974,0.0312,Haiti,0.0078019533
1602,HTI,1975,0.039,Haiti,0.007926998
1603,HTI,1976,0.03228,Haiti,0.00898596
1604,HTI,1977,0.03114,Haiti,0.009265931
1605,HTI,1978,0.02658,Haiti,0.009645296
1606,HTI,1979,0.04014,Haiti,0.010323492
1607,HTI,1980,0.0429,Haiti,0.011030356
1608,HTI,1981,0.03325,Haiti,0.010636407
1609,HTI,1982,0.03225,Haiti,0.01004689
1610,HTI,1983,0.036,Haiti,0.010262313
1611,HTI,1984,0.03725,Haiti,0.010429677
1612,HTI,1985,0.0369,Haiti,0.010259723
1613,HTI,1986,0.037752,Haiti,0.010432893
1614,HTI,1987,0.030088,Haiti,0.010732326
1615,HTI,1988,0.037693,Haiti,0.01091029
1616,HTI,1989,0.038447,Haiti,0.010249307
1617,HTI,1990,0.0372,Haiti,0.010493994
1618,HTI,1991,0.037,Haiti,0.010386316
1619,HTI,1992,0.027355,Haiti,0.010238646
1620,HTI,1993,0.0336,Haiti,0.010052026
1621,HTI,1994,0.031,Haiti,0.008724739
1622,HTI,1995,0.029,Haiti,0.011378252
1623,HTI,1996,0.027,Haiti,0.013136088
1624,HTI,1997,0.02915462,Haiti,0.013722216
1625,HTI,1998,0.027239,Haiti,0.013699005
1626,HTI,1999,0.028,Haiti,0.015408729
1627,HTI,2000,0.03,Haiti,0.018415276
1628,HTI,2001,0.028,Haiti,0.017882728
1629,HTI,2002,0.027,Haiti,0.017793604
1630,HTI,2003,0.03,Haiti,0.01816285
1631,HTI,2004,0.029,Haiti,0.017270395
1632,HTI,2005,0.035,Haiti,0.017456194
1633,HTI,2006,0.035,Haiti,0.017258643
1634,HTI,2007,0.047,Haiti,0.018934372
1635,HTI,2008,0.035,Haiti,0.017805283
1636,HTI,2009,0.021022,Haiti,0.018411647
1637,HTI,2010,0.020968,Haiti,0.018175685
1638,HTI,2011,0.020958,Haiti,0.018517785
1639,HTI,2012,0.02093,Haiti,0.018732806
1640,HTI,2013,0.01032,Haiti,0.018899737
1647,HND,1961,0.02145,Honduras,0.004490968
1648,HND,1962,0.027939,Honduras,0.0047203144
1649,HND,1963,0.029014,Honduras,0.004829774
1650,HND,1964,0.029276,Honduras,0.005142078
1651,HND,1965,0.032195,Honduras,0.00555389
1652,HND,1966,0.033569,Honduras,0.0057597517
1653,HND,1967,0.035041,Honduras,0.005995963
1654,HND,1968,0.036512,Honduras,0.006428122
1655,HND,1969,0.037984,Honduras,0.0064539044
1656,HND,1970,0.039456,Honduras,0.006634469
1657,HND,1971,0.040927,Honduras,0.006774307
1658,HND,1972,0.042399,Honduras,0.0071970207
1659,HND,1973,0.041778,Honduras,0.007755942
1660,HND,1974,0.045342,Honduras,0.007562484
1661,HND,1975,0.046814,Honduras,0.007802557
1662,HND,1976,0.048285,Honduras,0.008893661
1663,HND,1977,0.049757,Honduras,0.009938475
1664,HND,1978,0.059796,Honduras,0.010694897
1665,HND,1979,0.072547,Honduras,0.011007036
1666,HND,1980,0.064228,Honduras,0.011269708
1667,HND,1981,0.075347,Honduras,0.011560351
1668,HND,1982,0.07242,Honduras,0.011683553
1669,HND,1983,0.079474,Honduras,0.011540595
1670,HND,1984,0.072545,Honduras,0.012125482
1671,HND,1985,0.075091,Honduras,0.012207559
1672,HND,1986,0.076318,Honduras,0.013067504
1673,HND,1987,0.079877,Honduras,0.013770847
1674,HND,1988,0.094046,Honduras,0.014807972
1675,HND,1989,0.100234,Honduras,0.015246458
1676,HND,1990,0.119784,Honduras,0.016123038
1677,HND,1991,0.10189,Honduras,0.016914658
1678,HND,1992,0.11166,Honduras,0.017454877
1679,HND,1993,0.110481,Honduras,0.018877151
1680,HND,1994,0.126182,Honduras,0.019334863
1681,HND,1995,0.1324,Honduras,0.021491692
1682,HND,1996,0.14883,Honduras,0.02053101
1683,HND,1997,0.162658,Honduras,0.021341299
1684,HND,1998,0.172772,Honduras,0.022014798
1685,HND,1999,0.157409,Honduras,0.021669374
1686,HND,2000,0.193309,Honduras,0.023283905
1687,HND,2001,0.205545,Honduras,0.023661183
1688,HND,2002,0.172727,Honduras,0.024752419
1689,HND,2003,0.175284,Honduras,0.025962183
1690,HND,2004,0.18509,Honduras,0.027523457
1691,HND,2005,0.19064,Honduras,0.030256941
1692,HND,2006,0.213636,Honduras,0.03128308
1693,HND,2007,0.236302,Honduras,0.033321785
1694,HND,2008,0.240948,Honduras,0.03207296
1695,HND,2009,0.231288,Honduras,0.032260852
1696,HND,2010,0.244335,Honduras,0.034200609
1697,HND,2011,0.284347,Honduras,0.03693343
1698,HND,2012,0.343403,Honduras,0.03952008
1699,HND,2013,0.280697,Honduras,0.038219805
1700,HND,2014,0.28223,Honduras,0.040919314
1701,HND,2015,0.332747,Honduras,0.0453503
1702,HND,2016,0.366542,Honduras,0.04841756
1703,HND,2017,0.47758,Honduras,0.05041655
1704,HND,2018,0.47883075,Honduras,0.05138775
1705,HND,2019,0.47249797,Honduras,0.05290254
1706,IND,1961,0.0432,India,0.5383407
1707,IND,1962,0.046,India,0.56010696
1708,IND,1963,0.0562,India,0.5975476
1709,IND,1964,0.0693,India,0.6408058
1710,IND,1965,0.0609,India,0.63066276
1711,IND,1966,0.0639,India,0.6299172
1712,IND,1967,0.0785,India,0.67813245
1713,IND,1968,0.057331,India,0.70815783
1714,IND,1969,0.07343,India,0.78309215
1715,IND,1970,0.063619,India,0.7962365
1716,IND,1971,0.110231,India,0.8298294
1717,IND,1972,0.068948,India,0.8580996
1718,IND,1973,0.091072,India,0.90938625
1719,IND,1974,0.086388,India,0.9047476
1720,IND,1975,0.092506,India,0.99298175
1721,IND,1976,0.084,India,0.98288075
1722,IND,1977,0.1023,India,0.977802
1723,IND,1978,0.125,India,0.9589062
1724,IND,1979,0.110488,India,0.8930339
1725,IND,1980,0.149835,India,0.91599766
1726,IND,1981,0.1186,India,0.90802186
1727,IND,1982,0.1521,India,0.8870064
1728,IND,1983,0.13,India,0.912422
1729,IND,1984,0.105029,India,0.9144042
1730,IND,1985,0.1951,India,0.92931064
1731,IND,1986,0.1224,India,0.96867104
1732,IND,1987,0.1921,India,1.01972764
1733,IND,1988,0.1227,India,1.0998957
1734,IND,1989,0.2147,India,1.1770205
1735,IND,1990,0.1181,India,1.2488768
1736,IND,1991,0.17,India,1.2889126
1737,IND,1992,0.18,India,1.3595055
1738,IND,1993,0.162,India,1.4316905
1739,IND,1994,0.208,India,1.5161477
1740,IND,1995,0.18,India,1.6413498
1741,IND,1996,0.223,India,1.774658
1742,IND,1997,0.205,India,1.8559233
1743,IND,1998,0.228,India,2.0149613
1744,IND,1999,0.265,India,2.1577655
1745,IND,2000,0.292,India,2.258594
1746,IND,2001,0.301,India,2.3804211
1747,IND,2002,0.301,India,2.5100634
1748,IND,2003,0.275275,India,2.7377014
1749,IND,2004,0.2705,India,2.9935537
1750,IND,2005,0.2755,India,3.4126019
1751,IND,2006,0.274,India,3.8246825
1752,IND,2007,0.288,India,4.285933
1753,IND,2008,0.262,India,4.544137
1754,IND,2009,0.2623,India,4.8606536
1755,IND,2010,0.2896,India,5.6218317
1756,IND,2011,0.302,India,6.118499
1757,IND,2012,0.314,India,6.6204504
1758,IND,2013,0.3182,India,6.7077685
1759,IND,2014,0.3045,India,6.9924516
1760,IND,2015,0.327,India,7.381976
1761,IND,2016,0.348,India,7.796715
1762,IND,2017,0.312,India,8.284343
1763,IND,2018,0.316,India,8.899717
1765,IDN,1961,0.1031,Indonesia,0.14481069
1766,IDN,1962,0.1067,Indonesia,0.14161646
1767,IDN,1963,0.1396,Indonesia,0.129023
1768,IDN,1964,0.1182,Indonesia,0.12372893
1769,IDN,1965,0.1345,Indonesia,0.14692188
1770,IDN,1966,0.1422,Indonesia,0.12278424
1771,IDN,1967,0.153478,Indonesia,0.131543876
1772,IDN,1968,0.157347,Indonesia,0.13712619
1773,IDN,1969,0.173613,Indonesia,0.14132339
1774,IDN,1970,0.185091,Indonesia,0.15152524
1775,IDN,1971,0.180916,Indonesia,0.16294527
1776,IDN,1972,0.178735,Indonesia,0.18304872
1777,IDN,1973,0.150163,Indonesia,0.20637175
1778,IDN,1974,0.149811,Indonesia,0.22481171
1779,IDN,1975,0.170372,Indonesia,0.2368271
1780,IDN,1976,0.193377,Indonesia,0.25683747
1781,IDN,1977,0.193966,Indonesia,0.28046216
1782,IDN,1978,0.22269,Indonesia,0.3025968
1783,IDN,1979,0.273675,Indonesia,0.32389254
1784,IDN,1980,0.294973,Indonesia,0.35655965
1785,IDN,1981,0.314899,Indonesia,0.38723977
1786,IDN,1982,0.281251,Indonesia,0.3940888
1787,IDN,1983,0.305648,Indonesia,0.42322628
1788,IDN,1984,0.315489,Indonesia,0.44660297
1789,IDN,1985,0.311398,Indonesia,0.45217097
1790,IDN,1986,0.356822,Indonesia,0.4628058
1791,IDN,1987,0.388669,Indonesia,0.48016648
1792,IDN,1988,0.391095,Indonesia,0.49747657
1793,IDN,1989,0.401048,Indonesia,0.55087405
1794,IDN,1990,0.412767,Indonesia,0.62593355
1795,IDN,1991,0.428305,Indonesia,0.68179486
1796,IDN,1992,0.43693,Indonesia,0.72703
1797,IDN,1993,0.438868,Indonesia,0.77467065
1798,IDN,1994,0.450191,Indonesia,0.8327187
1799,IDN,1995,0.457801,Indonesia,0.9106643
1800,IDN,1996,0.421751,Indonesia,0.9904532
1801,IDN,1997,0.4268,Indonesia,1.0066084
1802,IDN,1998,0.512165,Indonesia,0.81476806
1803,IDN,1999,0.524687,Indonesia,0.8217525
1804,IDN,2000,0.554574,Indonesia,0.7939738
1805,IDN,2001,0.569234,Indonesia,0.8150285
1806,IDN,2002,0.682019,Indonesia,0.8297392
1807,IDN,2003,0.663571,Indonesia,0.8425178
