,observation_date,gdp,unemployment,quarter,year,time,time_base,unemployment_diff,gdp_diff,gdp_growth
242,2008-07-01,16854.295,5.8,3,2008,2008.75,60.75,0.7999999999999998,-88.99600000000282,-0.5252580505168858
243,2008-10-01,16485.35,6.5,4,2008,2009.0,61.0,0.7000000000000002,-368.9449999999997,-2.189026595298116
244,2009-01-01,16298.262,7.8,1,2009,2009.25,61.25,1.2999999999999998,-187.08799999999792,-1.1348742974823023
245,2009-04-01,16269.145,9.0,2,2009,2009.5,61.5,1.2000000000000002,-29.11700000000019,-0.1786509506351064
246,2009-07-01,16326.281,9.5,3,2009,2009.75,61.75,0.5,57.13600000000042,0.3511923951750484
247,2009-10-01,16502.754,10.0,4,2009,2010.0,62.0,0.5,176.47299999999996,1.0809136508185713
248,2010-01-01,16582.71,9.8,1,2010,2010.25,62.25,-0.1999999999999993,79.95599999999831,0.48450095056860043
249,2010-04-01,16743.162,9.9,2,2010,2010.5,62.5,0.09999999999999964,160.45200000000114,0.9675861183124024
250,2010-07-01,16872.266,9.4,3,2010,2010.75,62.75,-0.5,129.10399999999936,0.7710849360473171
251,2010-10-01,16960.864,9.4,4,2010,2011.0,63.0,0.0,88.59800000000178,0.5251102608268665
252,2011-01-01,16920.632,9.1,1,2011,2011.25,63.25,-0.3000000000000007,-40.23199999999997,-0.23720489710901127
253,2011-04-01,17035.114,9.1,2,2011,2011.5,63.5,0.0,114.48199999999997,0.6765822931436682
254,2011-07-01,17031.313,9.0,3,2011,2011.75,63.75,-0.09999999999999964,-3.801000000003114,-0.022312735917140447
255,2011-10-01,17222.583,8.8,4,2011,2012.0,64.0,-0.1999999999999993,191.27000000000044,1.1230490567579965
256,2012-01-01,17367.01,8.3,1,2012,2012.25,64.25,-0.5,144.42699999999968,0.838590819971663
257,2012-04-01,17444.525,8.2,2,2012,2012.5,64.5,-0.10000000000000142,77.51500000000306,0.4463347461653111
258,2012-07-01,17469.65,8.2,3,2012,2012.75,64.75,0.0,25.125,0.14402799732293747
259,2012-10-01,17489.852,7.8,4,2012,2013.0,65.0,-0.39999999999999947,20.201999999997497,0.11564055376036553
260,2013-01-01,17662.4,8.0,1,2013,2013.25,65.25,0.20000000000000018,172.5480000000025,0.9865606638638447
261,2013-04-01,17709.671,7.6,2,2013,2013.5,65.5,-0.40000000000000036,47.270999999997,0.26763633481292626
262,2013-07-01,17860.45,7.3,3,2013,2013.75,65.75,-0.2999999999999998,150.77900000000227,0.851393569084391
263,2013-10-01,18016.147,7.2,4,2013,2014.0,66.0,-0.09999999999999964,155.69700000000012,0.8717417534272576
264,2014-01-01,17953.974,6.6,1,2014,2014.25,66.25,-0.6000000000000005,-62.1730000000025,-0.34509598528477126
265,2014-04-01,18185.911,6.2,2,2014,2014.5,66.5,-0.39999999999999947,231.93700000000172,1.2918421292132942
266,2014-07-01,18406.941,6.2,3,2014,2014.75,66.75,0.0,221.02999999999884,1.2153914093167906
267,2014-10-01,18500.031,5.7,4,2014,2015.0,67.0,-0.5,93.09000000000015,0.5057331362120498
268,2015-01-01,18666.621,5.7,1,2015,2015.25,67.25,0.0,166.59000000000015,0.9004849775657187
269,2015-04-01,18782.243,5.4,2,2015,2015.5,67.5,-0.2999999999999998,115.62199999999939,0.6194050867588619
270,2015-07-01,18857.418,5.2,3,2015,2015.75,67.75,-0.20000000000000018,75.17500000000291,0.4002450612528241
271,2015-10-01,18892.206,5.0,4,2015,2016.0,68.0,-0.20000000000000018,34.78799999999683,0.18447912646364362
272,2016-01-01,19001.69,4.8,1,2016,2016.25,68.25,-0.20000000000000018,109.48400000000038,0.5795194060450148
273,2016-04-01,19062.709,5.1,2,2016,2016.5,68.5,0.2999999999999998,61.01900000000023,0.3211240684381167
274,2016-07-01,19197.938,4.8,3,2016,2016.75,68.75,-0.2999999999999998,135.22899999999936,0.7093902550786346
275,2016-10-01,19304.352,4.9,4,2016,2017.0,69.0,0.10000000000000053,106.41400000000067,0.5542991127484687
276,2017-01-01,19398.343,4.7,1,2017,2017.25,69.25,-0.20000000000000018,93.9910000000018,0.48689021004175714
277,2017-04-01,19506.949,4.4,2,2017,2017.5,69.5,-0.2999999999999998,108.60599999999977,0.5598725623111145
278,2017-07-01,19660.766,4.3,3,2017,2017.75,69.75,-0.10000000000000053,153.8169999999991,0.7885241305547019
279,2017-10-01,19882.352,4.2,4,2017,2018.0,70.0,-0.09999999999999964,221.58599999999933,1.1270466267692791
280,2018-01-01,20044.077,4.0,1,2018,2018.25,70.25,-0.20000000000000018,161.72500000000218,0.8134098018182323
281,2018-04-01,20150.476,4.0,2,2018,2018.5,70.5,0.0,106.39899999999761,0.5308251410129694
282,2018-07-01,20276.154,3.8,3,2018,2018.75,70.75,-0.20000000000000018,125.67799999999988,0.6236974253114314
283,2018-10-01,20304.874,3.8,4,2018,2019.0,71.0,0.0,28.720000000001164,0.1416442191157108
284,2019-01-01,20431.641,4.0,1,2019,2019.25,71.25,0.20000000000000018,126.76699999999983,0.6243180824466066
285,2019-04-01,20602.275,3.7,2,2019,2019.5,71.5,-0.2999999999999998,170.63400000000183,0.8351458407085399
286,2019-07-01,20843.322,3.7,3,2019,2019.75,71.75,0.0,241.04699999999866,1.170001856591063
287,2019-10-01,20985.448,3.6,4,2019,2020.0,72.0,-0.10000000000000009,142.1260000000002,0.6818778695641736
